v182caes,caeslabel,caesletra,caesag,caeslabel_color,caesletra_color,caesag_color,n_obs,income_mean,income_q1,income_median,income_q3,female_pct,male_pct,public_sector_pct,nivel_ed_mean,age_mean,age_median,x,y,community
2700,Fabricación de Maquinaria y Equipos Eléctricos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",3,7833.33,7250.0,8500.0,8750.0,0.0,100.0,0.0,6.0,30.0,31.0,0.5416011230847168,0.1012960706296716,C11
2701,Fabricación de aparatos de uso doméstico,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",24,11848.76,4220.0,7000.0,20700.0,25.0,75.0,0.0,5.19,37.38,32.0,-0.1124600985005848,0.2825910651873842,C01
2709,Fabricación de otras maquinarias y equipos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",10,4450.43,3032.5,3165.0,4638.0,50.0,50.0,0.0,5.0,55.86,52.0,0.5780138121385072,0.1319272954430667,C11
2800,Fabricación de maquinarias y equipos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",13,7901.2,4472.25,5693.0,9303.75,15.38,84.62,7.69,5.45,48.45,54.0,0.6119019051439681,0.4286437528010233,C12
2900,Fabricación de vehículos automotores,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",49,7100.57,3200.0,5000.0,9973.0,20.41,79.59,4.08,5.14,54.19,56.0,-0.0554079674857495,0.0708003657535228,C01
3001,Construcción de buques y otras embarcaciones,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",8,8038.2,7000.0,7000.0,7670.0,12.5,87.5,37.5,5.17,33.0,33.5,-0.0979514611043235,0.4018131183534916,C01
3002,Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",0,,,,,,,,,,,,,
3003,Fabricación de aeronaves,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",1,5984.0,5984.0,5984.0,5984.0,0.0,100.0,100.0,7.0,85.0,85.0,0.6592138732303725,0.5671992392613265,C12
3009,Fabricación de otros equipos de transporte n.c.p.,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",2,4350.0,4175.0,4350.0,4525.0,0.0,100.0,0.0,3.0,23.0,23.0,-0.1426061648897077,0.5255793217480456,C01
3100,Fabricación de muebles y colchones,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",142,6395.22,2850.0,4993.5,7480.0,9.86,90.14,2.11,4.03,45.37,46.0,0.0074905809620423,-0.4187650490293635,C06
3200,Industrias manufactureras n.c.p,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",69,6436.69,3000.0,5400.0,8727.0,50.72,49.28,2.9,5.21,42.93,37.0,-0.025816445553533,0.0596132269680965,C01
3300,"Mantenimiento, reparación e instalación de maquinaria y equipo",C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",39,9126.64,4600.0,8000.0,13000.0,7.69,92.31,7.69,5.42,46.32,42.0,0.0202405530464698,0.1728938405961397,C01
3501,"Generación, transmisión y distribución de energía eléctrica","D. Suministro de Electricidad, Gas, Vapor y Aire Acondicionado ","BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.9921568627450981), np.float64(0.7529411764705882), np.float64(0.5254901960784314), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",80,10487.78,5000.0,7116.5,14990.0,20.0,80.0,41.25,5.34,50.19,49.0,,,
3502,Fabricación de gas,"D. Suministro de Electricidad, Gas, Vapor y Aire Acondicionado ","BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.9921568627450981), np.float64(0.7529411764705882), np.float64(0.5254901960784314), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",23,9756.31,6331.0,9680.0,12000.0,17.39,82.61,30.43,3.75,44.25,43.0,0.5073560873253056,0.140487773756986,C07
3600,"Captación, tratamiento y suministro de agua",E. Suministro De Agua,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.9980392156862745), np.float64(0.9382352941176471), np.float64(0.5813725490196079), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",45,8840.14,4389.0,7000.0,12000.0,17.78,82.22,53.33,4.73,50.97,45.0,0.3314900840372567,0.0842850116168263,C07
3700,Alcantarillado,E. Suministro De Agua,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(1.0, 1.0, 0.6, 1.0)","(np.float64(0.9980392156862745), np.float64(0.9382352941176471), np.float64(0.5813725490196079), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",2,3350.0,3275.0,3350.0,3425.0,0.0,100.0,100.0,3.0,62.0,62.0,0.568980686345126,0.0292137574087778,C11
3800,"Recolección, tratamiento y eliminación de desechos",E. Suministro De Agua,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(1.0, 1.0, 0.6, 1.0)","(np.float64(0.9980392156862745), np.float64(0.9382352941176471), np.float64(0.5813725490196079), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",80,6850.43,1935.0,4642.0,7205.5,18.75,81.25,40.0,3.32,39.64,37.5,0.0188393769230378,0.0218948512233626,C02
3900,Actividades de saneamiento,E. Suministro De Agua,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(1.0, 1.0, 0.6, 1.0)","(np.float64(0.9980392156862745), np.float64(0.9382352941176471), np.float64(0.5813725490196079), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",5,6309.25,3810.25,6250.0,8749.0,20.0,80.0,60.0,4.75,48.25,47.0,0.3667178748595494,0.0805739151594009,C07
4000,Construcción,F. Construcción,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.6), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",2009,5623.31,2709.0,4220.0,7000.0,3.93,96.07,6.67,3.82,40.16,37.0,-0.5970856150994105,-0.414398430482406,C02
4501,Venta de vehículos automotores,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",73,7464.48,3000.0,6192.5,10085.0,23.29,76.71,0.0,5.35,42.38,40.0,-0.5177016707682441,0.0128445799148615,C09
4502,Reparación de vehículos,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",367,5853.62,2500.0,4983.5,7495.0,5.72,94.28,0.27,4.05,42.12,41.0,-0.4212835667319928,-0.1418211012851696,C09
4503,"Venta de partes, piezas y accesorios de vehículos",G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",48,8411.56,4165.0,6665.0,10950.75,16.67,83.33,0.0,5.05,44.68,43.5,-0.4867082423232958,0.005658122007782,C09
4504,"Venta, mantenimiento y reparación de motocicletas",G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",57,4444.55,2000.0,2800.0,6000.0,5.26,94.74,0.0,3.56,35.9,30.0,-0.3855285483426193,-0.0128200152559655,C09
4800,Comercio (general),G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",395,6278.62,2500.0,5000.0,8000.0,54.82,45.18,0.0,5.05,41.28,39.0,-0.6829705499725396,-0.0962353914229713,C10
4801,Comercio de intermediación,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",122,7012.09,3000.0,6233.0,9973.0,28.69,71.31,0.0,5.14,38.04,33.5,-0.4759959175069938,-0.0033298341300227,C09
4802,Comercio de materias primas agropecuarias,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",58,4395.9,1875.0,3700.0,5625.0,48.28,51.72,0.0,4.02,38.5,35.0,-0.4976767704621439,0.0291020397682307,C09
4803,Comercio alimentos/bebidas,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",492,4580.97,2000.0,3165.0,6000.0,52.03,47.97,0.81,4.33,38.72,35.0,-0.6911812626110274,-0.1237535272059154,C10
4804,Comercio textiles y avíos,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",420,4722.41,2000.0,4000.0,6912.0,80.24,19.76,0.24,4.91,38.25,33.0,-0.7208062722073677,-0.0991755578459269,C10
4805,Comercio de materiales de construcción,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",104,6755.66,3271.0,6000.0,8019.0,21.15,78.85,0.0,4.71,45.73,46.5,-0.5465390010149224,-0.0280510293479083,C09
4806,Comercio de combustibles para vehículos,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",68,7210.6,4215.5,7000.0,8500.0,36.76,63.24,5.88,4.87,41.13,38.0,-0.590118134827357,-0.0044262555646248,C09
4807,Comercio mercaderías n.c.p.,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",419,5968.73,3000.0,4826.5,8000.0,51.31,48.69,0.0,5.23,44.48,44.0,-0.6655961085597785,-0.0821936918479166,C10
4808,Tiendas no especializadas,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",649,5676.83,2600.0,4537.0,7500.0,62.1,37.9,0.15,4.41,41.04,39.0,-0.7219832864241162,-0.1168544132873676,C10
4809,Tiendas no especializadas sin predomina,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",87,5771.31,2115.0,4114.0,8000.0,51.72,48.28,0.0,5.26,41.98,40.0,-0.5390568133461332,-0.0083306192698864,C09
4810,Venta al por menor en puestos móviles y,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",135,4015.9,1810.0,3000.0,4874.0,48.15,51.85,0.0,3.94,43.93,43.0,-0.6046501942621164,0.0150950850264527,C09
4811,Venta al por menor por correo o televisión,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",48,2684.67,750.0,1541.5,3825.0,70.83,29.17,0.0,4.39,40.5,37.0,-0.5660216876379937,0.0472983991660393,C09
4900,Transporte (general),H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",13,13851.3,5932.75,8698.0,12251.75,23.08,76.92,0.0,5.08,39.5,39.0,0.5647967541317296,0.4442854259622676,C12
4901,Transporte ferroviario,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",56,7764.7,4006.75,6233.0,10000.0,3.57,96.43,75.0,4.23,62.17,66.0,-0.040469788220697,0.2195040222287852,C01
4902,Transporte por metro,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",3,8000.0,8000.0,8000.0,8000.0,0.0,100.0,0.0,5.0,42.0,42.0,0.9135788246929842,0.3324043662590322,C07
4903,Transporte de pasajeros,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",409,7489.21,3729.0,6000.0,9241.0,7.09,92.91,6.11,4.3,46.15,46.0,-0.4252852567077319,-0.2338400740822842,C02
4904,Transporte automotor de cargas,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",272,9369.03,4000.0,7000.0,11551.0,6.25,93.75,5.15,3.87,47.36,48.0,-0.3198852826298485,-0.0654283264937186,C02
4909,Transporte terrestre n.c.p.,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",1,10000.0,10000.0,10000.0,10000.0,0.0,100.0,0.0,6.0,20.0,20.0,0.8075539530856207,0.1267957403283663,C11
5000,Transporte por vía acuática,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",19,11636.71,5250.0,8500.0,13887.75,10.53,89.47,31.58,4.62,56.75,59.5,0.0866177006561478,0.3458811397533192,C01
5100,Transporte aéreo,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",22,14039.0,7000.0,12000.0,14000.0,40.91,59.09,45.45,5.94,49.59,49.0,0.7058431208573716,0.2700057918766261,C07
5201,Depósito y almacenamiento,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",61,7310.1,3203.25,6000.0,9243.25,21.31,78.69,11.48,4.53,39.59,36.5,-0.1346707783515456,0.1589203604531274,C01
5202,Servicios auxiliares al transporte,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",48,6973.45,3000.0,5000.0,10000.0,33.33,66.67,22.92,4.92,43.46,39.0,-0.0293916526074516,0.2722501853230621,C01
5300,Correo y servicio de mensajería,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",95,6387.16,2771.5,5275.0,7950.0,14.74,85.26,28.42,4.57,45.89,42.0,-0.4091936779480125,0.018511145466207,C03
5500,"Servicios de alojamiento en hoteles, campamentos y otros hospedajes temporales",I. Alojamiento y Servicios de Comidas,"GI. Comercio, alojamiento y comidas","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.2196078431372549), np.float64(0.4235294117647059), np.float64(0.6901960784313724), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",114,5659.97,2906.0,4993.5,6634.0,61.4,38.6,6.14,4.32,47.32,46.0,-0.3343987886099321,-0.6138399671274969,C02
5601,Expendio comidas/bebidas,I. Alojamiento y Servicios de Comidas,"GI. Comercio, alojamiento y comidas","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.2196078431372549), np.float64(0.4235294117647059), np.float64(0.6901960784313724), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",749,5173.51,2110.0,3798.0,7000.0,58.74,41.26,2.67,4.76,36.72,32.0,-0.7345510989177855,-0.1534746399809345,C10
5602,Expendio comidas/bebidas,I. Alojamiento y Servicios de Comidas,"GI. Comercio, alojamiento y comidas","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.2196078431372549), np.float64(0.4235294117647059), np.float64(0.6901960784313724), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",24,3759.25,1811.75,3473.5,4876.5,58.33,41.67,0.0,3.29,39.35,39.0,-0.7863460955674739,0.152316970437954,C09
5800,"Edición de libros, periódicos y otras publicaciones",J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.5803921568627451), np.float64(0.2156862745098039), np.float64(0.5941176470588235), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",33,6674.42,4610.0,6000.0,8693.0,42.42,57.58,21.21,7.1,45.0,38.5,0.0586598211516394,-0.2611519102749342,C04
5900,Actividades cinematográficas,J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.5803921568627451), np.float64(0.2156862745098039), np.float64(0.5941176470588235), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",34,8884.62,4300.0,6981.0,10000.0,14.71,85.29,20.59,6.26,39.52,36.0,-0.0407914104456877,-0.4026638292047584,C04
6000,Actividades de programación y difusión,J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.5803921568627451), np.float64(0.2156862745098039), np.float64(0.5941176470588235), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",29,7640.6,3500.0,5300.0,9759.5,37.93,62.07,20.69,6.11,43.74,38.0,0.0248713756314035,-0.3473489697744408,C04
6100,Telecomunicaciones,J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(np.float64(0.5803921568627451), np.float64(0.2156862745098039), np.float64(0.5941176470588235), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",88,8256.71,4555.75,7240.0,10000.0,47.73,52.27,9.09,5.63,42.0,36.0,-0.0513177442897916,0.010135229757403,C03
