v183ciuo,ciuolabel,ciuo1diglabel,ciuo3cat,ciuolabel_color,ciuo1diglabel_color,ciuo3cat_color,n_obs,total_workers_weighted,income_mean,income_q1,income_median,income_q3,female_pct,male_pct,public_sector_pct,nivel_ed_mean,age_mean,age_median,x,y,community
15150,Sup. Mantenimiento y limpieza,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",0.0,,,,,,,,,,,,,,
15151,Sup. Mantenimiento y limpieza hoteles y establecimientos,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",24164.48,24164.48,4837.08,3617.0,5000.0,7386.0,44.71,55.29,75.16,3.74,63.15,51.0,0.1509912338572549,-0.2292127212408825,C14
15152,Ecónomos y mayordomos domésticos,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",16374.0,16374.0,8323.37,3822.75,5021.5,9050.0,77.93,22.07,34.57,4.41,60.32,62.0,0.2225888579124282,-0.4228067909146379,C14
15153,Conserjes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",409112.89,409112.89,8164.92,4200.0,6931.0,9000.0,29.54,70.46,50.78,4.21,48.57,53.0,-0.0396533117357511,-0.2418239163366728,C01
15160,Trab serv. Personales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",0.0,,,,,,,,,,,,,,
15161,"Astrólogos, adivinadores y afines",5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",2588.0,2588.0,4582.45,3375.0,3944.5,4841.75,6.22,93.78,0.0,4.55,51.08,55.0,0.0949144938174433,-0.6307633820588434,C11
15162,Acompañantes y ayudantes de cámara,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",4706.76,4706.76,3858.94,3994.75,4296.5,4598.25,76.19,23.81,0.0,3.14,72.14,72.5,0.241924759348682,-0.4347260916113736,C14
15163,Pers. pompas fúnebres y embalsamadores,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",9430.0,9430.0,11221.3,3191.75,5040.0,9625.0,31.16,68.84,40.94,4.9,38.69,41.5,-0.1117915754690423,-0.5589294925264694,C11
15164,Cuid. de animales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",23663.48,23663.48,2509.88,1093.5,2449.5,3639.0,69.37,30.63,2.17,4.31,35.6,38.0,0.0660393709471488,-0.4701181196562473,C11
15165,Inst. autoescuela,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",0.0,,,,,,,,,,,,,,
15169,Trab. Serv. personales no clasificados bajo otros epígrafes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",11000.0,11000.0,2964.64,2000.0,2000.0,4000.0,71.07,28.93,7.09,4.58,29.87,24.0,0.1260949135733525,-0.2461046572244911,C11
15200,Vendedores,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",0.0,,,,,,,,,,,,,,
15210,Vend. callejeros y de puestos de mercado,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",0.0,,,,,,,,,,,,,,
15211,Vend. quioscos y de puestos de mercado,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",92660.37,92660.37,3658.33,1055.0,2771.5,5083.75,64.71,35.29,0.0,3.41,42.27,44.5,-0.1368531253159475,0.1176446676171119,C04
15212,Vend. Ambulantes comida,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",69816.21,69816.21,2572.22,1573.0,2200.0,3465.0,61.4,38.6,0.0,3.66,35.96,42.0,-0.1688769669864758,0.1693900069847741,C00
15220,Comerciantes y vendedores de tiendas y almacenes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",0.0,,,,,,,,,,,,,,
15221,Comerciantes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",1290652.75,1290652.75,6647.71,2684.5,4993.5,8770.25,59.49,40.51,0.58,4.56,48.29,49.0,-0.258976444980093,-0.03262570430276,C00
15222,Supv. Tiendas y almacenes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",145383.71,145383.71,9313.38,5818.75,9000.0,12600.25,57.14,42.86,2.52,5.93,40.48,40.0,-0.1376131686835567,0.1067710882274585,C00
15223,Vendedores,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",1796441.95,1796441.95,5144.75,2000.0,3800.0,6331.0,65.6,34.4,0.52,4.97,37.06,32.0,-0.2543437954444441,-0.0019996156525648,C00
15230,Cajeros y expendedores de billetes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",300870.88,300870.88,6449.2,2700.0,4618.0,7000.0,63.75,36.25,3.23,5.05,34.58,31.0,-0.2006671927342168,-0.008897123799104,C00
15240,Vendedores n/c,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",9426.0,9426.0,2209.2,300.0,1000.0,3220.0,100.0,0.0,0.0,3.69,31.28,35.0,-0.0823037997343396,0.5883955286316543,C17
15241,"Modelos de moda, arte y publicidad",5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",4427.58,4427.58,2000.0,2000.0,2000.0,2000.0,100.0,0.0,0.0,6.33,26.34,26.0,-0.0641451494358979,-0.0043808470083078,C20
15242,Dem. tiendas,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",36696.52,36696.52,8904.21,3000.0,6120.0,9368.5,31.6,68.4,0.0,4.85,37.08,33.5,0.0920484252155661,0.0733100194009141,C04
15243,Vend. puerta a puerta,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",90702.34,90702.34,4413.96,1000.0,2500.0,6000.0,79.72,20.28,0.0,5.15,42.45,43.5,-0.0691501828760408,0.137019204592369,C04
15244,Vend. Telefónicos,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",42779.95,42779.95,3852.06,1645.0,4000.0,4642.0,65.7,34.3,0.0,5.32,27.34,27.0,-0.0229465899665688,0.0069691068917472,C04
15245,Exp. Gasolineras,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",55739.23,55739.23,7113.63,4750.0,6500.0,7650.0,37.35,62.65,4.82,4.79,33.12,32.0,-0.1078944943903772,0.2236824052455897,C04
15246,Vend. comidas al mostrador,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",36988.07,36988.07,5052.25,2649.0,4538.0,6925.0,60.29,39.71,5.86,4.55,45.45,47.0,-0.1789689618121695,0.1927913362632309,C00
15249,Vendedoren/c,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",1601.0,1601.0,1187.85,700.0,700.0,1725.0,0.0,100.0,0.0,3.0,39.95,35.0,-0.1257403373619344,0.5435164608864372,C18
15300,Trab. Cuidados personales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.801871, 0.258674, 0.283099, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",386.0,386.0,3465.0,3465.0,3465.0,3465.0,100.0,0.0,0.0,1.0,39.0,39.0,-0.097886431621974,0.2682140704207857,C23
15310,Cuid. niños y auxiliares de maestros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",0.0,,,,,,,,,,,,,,
15311,Cuid. de niños,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",655060.57,655060.57,3101.17,1200.0,2315.5,3775.0,95.95,4.05,2.67,4.07,36.23,31.0,-0.0524636170111197,-0.5415846975124369,C03
15312,Aux. de maestros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",85604.42,85604.42,6933.57,2757.5,4537.0,8836.5,73.65,26.35,62.2,5.85,44.1,42.0,-0.0007843279820067,-0.2946146603251993,C01
15320,Trab. Cuid. Personales en servicios de salud,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",907.0,907.0,,,,,100.0,0.0,48.84,4.49,69.81,70.0,-0.2221673455276619,0.2162303762725423,C23
15321,Trab. Cuid. Pers. instituciones,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",117648.09,117648.09,4848.93,2658.0,4057.0,5464.0,86.89,13.11,19.8,3.87,46.57,44.0,0.1125553007645298,-0.2192138813924817,C05
15322,Trab. Cuid. personales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",519221.25,519221.25,4866.41,2110.0,3500.0,5794.0,93.84,6.16,1.09,4.0,48.24,50.0,-0.0428076683180326,-0.5039241942116014,C03
15329,Trab. Cuid. Pers servicios de salud n/c,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",3082.0,3082.0,6381.38,3900.0,5100.0,7300.0,53.57,46.43,46.43,4.71,35.94,25.0,-0.0561835731372813,0.128782120564496,C23
15400,Serv. Protección,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",0.0,,,,,,,,,,,,,,
15410,Serv. Protección,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",0.0,,,,,,,,,,,,,,
15411,Bomberos,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",12098.0,12098.0,12937.8,2875.0,6988.5,14780.75,4.43,95.57,86.11,4.81,32.53,28.0,0.3119641402153356,0.0374429149752541,C10
15412,Policías,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",295320.44,295320.44,9476.7,5000.0,8086.0,11000.0,28.1,71.9,99.51,5.44,40.28,37.0,0.3287652949502445,-0.1217019489592689,C10
15413,Guar. de prisión,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",34320.9,34320.9,8169.56,5000.0,7386.0,10000.0,17.01,82.99,100.0,4.49,37.94,34.5,0.3761601793266942,-0.0169839238163507,C10
15414,Guardias de protección,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",293494.15,293494.15,7843.15,3517.75,6216.5,8000.0,7.79,92.21,23.6,4.23,42.1,44.0,0.0051482609162501,-0.1099179402926866,C07
15419,Serv. Protección n/c,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.822386, 0.275197, 0.266085, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",33797.15,33797.15,6507.5,4220.0,5300.0,9241.0,18.1,81.9,91.01,5.71,37.98,37.5,0.1200145290095273,-0.0294556701232023,C07
16000,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.890341, 0.347957, 0.198286, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",0.0,,,,,,,,,,,,,,
16100,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",10316.88,10316.88,6555.98,6521.0,10000.0,17500.0,0.0,100.0,14.21,5.13,45.94,45.0,-0.5257529645630606,-0.141817050262212,C09
16110,Agricultores y trabajadores calificados de jardines y de cultivos para el mercado,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",12010.0,12010.0,3793.39,2850.0,3732.5,4158.0,43.8,56.2,10.48,2.74,65.74,67.0,-0.3439251356157373,-0.1196119519868124,C09
16111,Agricultores y trabajadores calificados de cultivos extensivos,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",107773.61,107773.61,5261.87,2300.0,3165.0,5000.0,25.25,74.75,7.88,3.37,50.38,53.5,-0.262976213095285,-0.0804463654213671,C09
16112,Agricultores y trabajadores calificados de plantaciones de árboles y arbustos,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",27247.08,27247.08,2950.8,2082.5,2700.0,3635.75,38.43,61.57,3.12,3.31,55.66,65.5,-0.2395960543100144,-0.0186290024320249,C09
16113,"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines",6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",104039.5,104039.5,4558.91,1587.25,3733.0,7127.75,18.82,81.18,5.85,3.68,46.84,40.0,-0.1514524445894976,-0.0403325237728676,C09
16114,Agricultores y trabajadores calificados de cultivos mixtos,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",297.55,297.55,,,,,0.0,100.0,0.0,,,,-0.5652342283089781,-0.5910119846100815,C24
16120,Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",1489.0,1489.0,2600.0,2600.0,2600.0,2600.0,0.0,100.0,0.0,3.0,86.0,86.0,-0.8952478847275104,-0.6389096251591468,C24
16121,Criadores de ganado,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",59670.14,59670.14,10201.33,3632.25,4821.0,8750.0,13.96,86.04,0.0,4.13,45.77,52.0,-0.4462213558498125,-0.1480371042445561,C09
16122,Avicultores y trabajadores calificados de la avicultura,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",13013.0,13013.0,5664.02,2244.25,4704.0,6925.0,0.18,99.82,0.0,4.34,39.5,38.5,-0.4992457736488653,-0.1778608797454362,C09
16123,Apicultores y sericultores y trabajadores calificados de la apicultura y la sericultura,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",3964.12,3964.12,7886.73,3740.0,7385.5,12983.75,64.1,35.9,0.0,7.41,59.85,59.0,-0.7586481294544172,-0.4220462051698673,C24
16129,Criadores y trabajadores pecuarios calificados de la cría de animales no clasificados bajo otros epígrafes,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",0.0,,,,,,,,,,,,,,
16130,Prod y trab agrop,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",70196.17,70196.17,7781.32,2932.5,5700.0,9889.5,23.03,76.97,0.0,4.67,63.0,53.5,-0.3785582144650027,-0.1110665847525327,C09
