v183ciuo,ciuolabel,ciuo1diglabel,ciuo3cat,ciuolabel_color,ciuo1diglabel_color,ciuo3cat_color,n_obs,total_workers_weighted,income_mean,income_q1,income_median,income_q3,female_pct,male_pct,public_sector_pct,nivel_ed_mean,age_mean,age_median,x,y,community
12619,Prof. Derecho n/c,2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",19818.76,19818.76,19690.87,6174.75,8500.0,26934.0,30.92,69.08,78.0,8.77,52.18,53.0,0.1200146386697199,0.0243143177600644,C07
12620,"Archivistas, bibliotecarios, curadores y afines",2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",0.0,,,,,,,,,,,,,,
12621,Archivistas y curadores de museos,2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",0.0,,,,,,,,,,,,,,
12622,"Bibliotecarios, documentalistas y afines",2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",9634.73,9634.73,10423.95,8039.5,10198.0,11262.25,79.66,20.34,88.38,7.38,50.99,49.0,0.3120097279828523,-0.0231702136715936,C11
12630,Esp. cs. Sociales,2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",15279.26,15279.26,19303.68,12028.5,17200.0,22313.5,91.15,8.85,100.0,9.0,56.0,66.0,0.0976176323648174,0.0161678767258381,C07
12631,Economistas,2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",3029.0,3029.0,14706.81,8490.25,11993.5,15496.75,0.0,100.0,0.0,9.0,72.03,67.0,-0.3072963906203786,0.2171713561948029,C12
12632,"Sociólogos, antropólogos y afines",2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",11446.7,11446.7,30456.16,14000.0,18000.0,33933.0,73.75,26.25,87.29,9.0,57.59,57.0,-0.1812228513468875,0.0733246604333275,C12
12633,"Filósofos, historiadores y especialistas en ciencias políticas",2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",0.0,,,,,,,,,,,,,,
12634,Psicólogos,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",138802.51,138802.51,11825.76,4575.0,9496.0,15000.0,89.57,10.43,33.5,8.82,45.59,44.0,0.1014931847030211,-0.1873277599736849,C05
12635,Prof. Trabajo social,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",72443.47,72443.47,13269.56,6990.0,10000.0,12250.0,89.94,10.06,92.61,8.52,39.31,45.0,0.1015908783315456,-0.0743287794152612,C07
12636,Prof. Religiosos,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",386.0,386.0,,,,,0.0,100.0,100.0,9.0,47.0,47.0,-0.4271604265655314,-0.7062050583021692,C20
12640,Aut. periodistas y lingüistas,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",0.0,,,,,,,,,,,,,,
12641,Aut. escritores,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",4135.3,4135.3,6641.39,6025.0,6850.0,7750.0,28.45,71.55,52.58,8.51,53.72,55.0,-0.4506992940032162,0.1226632358866078,C22
12642,Periodistas,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",52354.05,52354.05,5212.26,4837.5,5550.0,6726.5,37.62,62.38,18.46,8.29,41.59,37.0,0.2698332371879086,-0.0704213715304322,C07
12643,"Traductores, intérpretes y lingüistas",2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",4022.0,4022.0,12466.5,11219.75,12466.5,13713.25,100.0,0.0,0.0,8.0,45.22,32.0,0.417493127860766,0.1382209704920207,C08
12650,Artistas creativos e interpretativos,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",0.0,,,,,,,,,,,,,,
12651,Artistaplásticos,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",28816.71,28816.71,8509.56,4465.5,6000.0,10454.0,58.34,41.66,5.28,7.57,62.37,57.5,-0.0195939256837311,-0.390199908966256,C11
12652,"Músicos, cantantes y compositores",2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",62700.71,62700.71,8828.95,3500.0,5000.0,8086.0,22.62,77.38,37.18,6.09,37.54,35.0,0.0201971904686938,-0.3238876903002952,C11
12653,Bailarines y coreógrafos,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",41165.67,41165.67,7994.05,4116.5,6233.0,8103.0,51.62,48.38,3.24,6.49,42.63,41.0,0.0358106814372492,-0.3978510416565994,C11
12654,Dir. cine teatro,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",6402.77,6402.77,8139.22,4675.0,8740.0,10000.0,11.12,88.88,26.72,7.88,38.8,40.0,,,
12655,Actores,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",11072.46,11072.46,5986.96,4375.0,5367.5,7334.75,49.23,50.77,0.0,5.68,63.37,41.0,-0.0243531064512675,-0.4710267950288266,C11
12656,"Locutores de radio, televisión y otros med.s de comunicación",2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",18801.65,18801.65,8224.02,2225.0,3600.0,4794.25,34.72,65.28,0.0,6.48,45.5,24.5,0.3346739259279063,-0.0465847689771789,C07
12659,Artistas creativos e interpretativos no clasificados bajo otros epígrafes,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)","(np.float64(0.3320027203389834), np.float64(0.059444550847457735), np.float64(0.42658534745762683), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",4640.0,4640.0,6491.28,6233.0,7480.0,7740.0,0.0,100.0,0.0,4.75,42.36,40.0,0.0357016754246096,-0.4865486177666545,C20
13000,Téc. Y prof. N. Medio. mediop,3. Técnicos,1. Trabajadores  no manuales,"(0.434987, 0.097069, 0.432039, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",813.0,813.0,,,,,0.0,100.0,100.0,8.0,29.0,29.0,-0.4190335310559202,0.1399800770634495,C22
13100,Prof. med. ciencia e ingeniería,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",192.52,192.52,,,,,100.0,0.0,100.0,,,,-0.4248242546234885,0.5278175093353172,C12
13110,Téc. Cs. Físicas e ingeniería,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",1475.0,1475.0,17327.0,17327.0,17327.0,17327.0,0.0,100.0,26.17,8.26,50.67,44.0,-0.4036269028232807,-0.4143644820658191,C20
13111,Téc. cs. físicas y químicas,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",9047.34,9047.34,8946.07,3850.0,8500.0,13484.0,40.24,59.76,49.15,7.89,36.4,38.0,-0.3025159428433661,0.1335200095511519,C12
13112,Téc. Ing. Civil,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",50533.28,50533.28,8459.12,2950.0,6931.0,11036.5,22.79,77.21,6.96,5.63,47.72,47.5,0.0060249212159024,0.2372041014444587,C02
13113,Electrotécnicos,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",22602.46,22602.46,12279.31,10616.75,11233.5,11850.25,0.0,100.0,1.38,7.76,55.0,51.0,0.1377218830970903,0.1126183412305366,C08
13114,Téc. electrónica,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",20567.01,20567.01,8928.17,5000.0,10000.0,16336.5,24.18,75.82,16.83,7.17,43.09,41.0,0.3110880284792632,0.1572260472936556,C08
13115,Téc. Ing. mecánica,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",13812.57,13812.57,12606.27,4880.25,7500.0,15057.5,11.67,88.33,12.55,7.65,44.49,44.0,0.3445548761724178,0.2998419108971218,C06
13116,Téc. química industrial,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",8554.0,8554.0,12407.63,8539.5,13277.0,14888.5,39.91,60.09,80.14,8.29,37.51,34.0,-0.1938880007364216,0.2029054023241878,C12
13117,"Tec. Ingeniería, industria y minas",3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",8701.14,8701.14,16983.99,9463.25,13275.5,17025.5,0.0,100.0,17.23,7.96,42.1,46.0,0.4156627448986056,-0.2011376617143761,C19
13118,Dibujant. Técnicos,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",8146.73,8146.73,4638.36,4363.5,5092.5,7398.5,13.61,86.39,34.63,5.85,44.08,46.5,-0.1950732071314536,0.2686439190431976,C18
13119,Téc. Cs. Físicas,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",9983.0,9983.0,11998.32,6000.0,7000.0,27199.0,0.0,100.0,0.0,5.63,55.58,40.0,0.1702730479081428,0.2782450088431997,C08
13120,"Supv. Construcción, ingeniería y construcción",3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",35567.0,35567.0,11597.47,3693.0,8000.0,13330.5,15.98,84.02,34.98,5.31,53.74,56.0,-0.1307840281981159,-0.0936233338845301,C15
13121,Supv. Ingeniería y minas,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",6385.09,6385.09,39375.02,34634.75,41646.0,45510.75,0.0,100.0,36.57,6.34,39.66,38.0,0.4236275790175682,-0.2606573511266442,C19
13122,Supv. Ind. manufactureras,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",96100.81,96100.81,11537.98,4360.0,7386.0,12467.0,12.49,87.51,9.18,4.52,46.66,46.5,0.0842927598814036,0.1634455810144116,C06
13123,Sup. Construcción,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",38974.8,38974.8,9428.24,3650.0,7000.0,10000.0,1.13,98.87,23.36,4.19,54.58,53.0,-0.0157791541504169,0.2366737759030405,C02
13130,Téc. Ctrl. procesos,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",2033.0,2033.0,33804.0,33804.0,33804.0,33804.0,0.0,100.0,0.0,5.0,31.0,31.0,-0.071332441011641,0.0711744590315831,C19
13131,Op. Prod. Energia,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",19851.39,19851.39,16961.49,9996.0,15000.0,19314.5,0.0,100.0,24.54,4.98,57.04,49.5,0.0934977038604313,0.0014603495678599,C02
13132,Op. Incineradores y plantas de agua,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",5835.17,5835.17,12887.8,8770.75,11041.5,13312.25,0.0,100.0,45.45,4.11,45.93,50.0,,,
13133,Cont. Inst químicas,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",5039.0,5039.0,14679.26,8500.0,11430.5,16895.75,0.0,100.0,0.0,5.28,47.65,48.5,0.436087473441072,-0.3276204149620341,C19
13134,Op. Refinamiento petroleo y gas,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",10097.22,10097.22,27840.72,18250.0,24361.0,35158.25,0.0,100.0,19.61,6.02,42.08,42.5,0.345857023784215,-0.2328317374710805,C19
13135,Cont. prod. metales,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",1781.0,1781.0,10738.03,10569.25,10742.5,10915.75,0.0,100.0,0.0,3.99,73.45,73.5,,,
13139,Téc. Ctrl. Procesos n/c,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",3884.06,3884.06,44314.0,44314.0,44314.0,44314.0,35.71,64.29,0.0,3.58,35.74,36.5,0.0965688623376335,-0.0865693331227149,C19
13140,Téc. Cs. biológicas y afines,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",0.0,,,,,,,,,,,,,,
13141,Téc. Cs. Biológicas,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",3517.0,3517.0,2888.0,2888.0,2888.0,2888.0,100.0,0.0,13.25,8.6,24.4,25.5,-0.2234105126346277,0.3496977257448714,C18
13142,Téc. agropecuarios,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",6214.0,6214.0,4400.57,3375.0,4250.0,5456.25,47.6,52.4,37.25,5.79,49.18,52.5,-0.4531381845950771,-0.0848852801721102,C22
13143,Téc. forestales,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",0.0,,,,,,,,,,,,,,
13150,Técnicos navegación marítima y aeronáutica,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",1867.0,1867.0,12467.0,12467.0,12467.0,12467.0,0.0,100.0,100.0,7.0,41.0,41.0,0.7177076353849211,-0.926720430576932,C14
13151,Of. Maquinistas navegación,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",4995.29,4995.29,10100.0,10100.0,10100.0,10100.0,0.0,100.0,17.54,3.0,46.0,46.0,0.2480486038511079,0.442210638163959,C13
13152,"Capitanes, oficiales de cubierta y prácticos",3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",5848.59,5848.59,10188.05,7083.0,10551.0,11051.0,0.0,100.0,52.24,4.2,61.44,60.0,-0.5396749160607598,0.2148304950309026,C12
13153,Pilotos de aviación y afines,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",6348.0,6348.0,17949.07,16226.5,17453.0,22010.0,0.0,100.0,78.21,6.53,51.46,56.0,0.6332470594000161,-0.84179650991418,C14
13154,Cont. tráf. aéreo,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",587.42,587.42,,,,,100.0,0.0,100.0,,,,-0.2095086266172413,0.6275851843742329,C18
13155,Téc. Seg. aeronáutica,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",2423.0,2423.0,12000.0,12000.0,12000.0,12000.0,0.0,100.0,0.0,7.0,24.0,24.0,0.7120661173928144,-0.9006125817687974,C14
13200,Prof. med. salud,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",9222.86,9222.86,5906.66,4850.0,5000.0,6500.0,55.65,44.35,72.44,6.75,47.95,51.0,0.2743458885298356,-0.0428898029484913,C16
13210,Téc. médicos y farmacéuticos,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",0.0,,,,,,,,,,,,,,
13211,Téc. diagnóstico y tratamiento médico,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)","(np.float64(0.4825119357798161), np.float64(0.11412938532110094), np.float64(0.4264905963302753), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",48780.77,48780.77,7518.38,5135.75,7433.0,10500.0,48.12,51.88,27.49,7.05,43.47,43.0,0.1371591000369491,-0.1761413042738016,C05
