v183ciuo,ciuolabel,ciuo1diglabel,ciuo3cat,ciuolabel_color,ciuo1diglabel_color,ciuo3cat_color,n_obs,total_workers_weighted,income_mean,income_q1,income_median,income_q3,female_pct,male_pct,public_sector_pct,nivel_ed_mean,age_mean,age_median
17411,Electricistas de obras y afines,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.983779, 0.593849, 0.02377, 1.0)",#80796B,#17becf,215340.55,215340.55,8.61,8.17,8.52,9.09,6.4,93.6,14.15,4.8,44.83,45.0
17412,Méc. Electricistas,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.983779, 0.593849, 0.02377, 1.0)",#80796B,#17becf,109813.35,109813.35,8.67,8.01,8.52,9.11,17.02,82.98,7.51,4.85,42.18,38.5
17413,Inst. y rep líneas eléctricas,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.983779, 0.593849, 0.02377, 1.0)",#80796B,#17becf,49533.61,49533.61,8.95,8.32,8.75,9.01,0.0,100.0,38.74,3.7,45.61,54.5
17420,Inst. y rep electrónicos y telecomunicaciones,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.983779, 0.593849, 0.02377, 1.0)",#80796B,#17becf,0.0,,,,,,,,,,,
17421,Méc. Y rep. Electrónicos,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.983779, 0.593849, 0.02377, 1.0)",#80796B,#17becf,62712.68,62712.68,8.89,8.21,8.71,9.46,14.09,85.91,15.79,6.08,38.81,35.0
17422,Inst. y rep IT,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.983779, 0.593849, 0.02377, 1.0)",#80796B,#17becf,66170.42,66170.42,8.97,8.26,8.99,9.34,0.52,99.48,23.5,5.29,39.5,38.5
17500,Op. Proces alimentos,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)",#80796B,#17becf,0.0,,,,,,,,,,,
17510,Of. Y Op elab alimentos,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)",#80796B,#17becf,10970.0,10970.0,9.33,9.18,9.19,9.21,11.72,88.28,0.0,5.92,56.94,37.0
17511,"Carniceros, pescaderos y afines",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)",#80796B,#17becf,172033.55,172033.55,8.33,7.99,8.44,8.7,21.32,78.68,0.07,3.63,38.45,35.0
17512,"Panaderos, pasteleros y confiteros",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)",#80796B,#17becf,323276.81,323276.81,8.18,7.65,8.47,8.92,52.45,47.55,1.28,3.98,42.59,41.0
17513,Op. Elab. Lácteos,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)",#80796B,#17becf,1767.83,1767.83,,,,,0.0,100.0,0.0,,,
17514,Op. Cons. Frutas y vegetales,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)",#80796B,#17becf,6959.25,6959.25,6.59,6.03,6.71,7.38,86.78,13.22,0.0,6.03,60.32,60.0
17515,Catadores y clasificadores de alimentos y bebidas,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)",#80796B,#17becf,21773.06,21773.06,8.4,8.1,8.84,9.12,37.11,62.89,0.0,4.71,49.54,53.5
17516,Elab. Tábaco,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)",#80796B,#17becf,434.0,434.0,8.85,8.85,8.85,8.85,0.0,100.0,0.0,7.0,39.0,39.0
17520,Of. Y Op. Madera,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)",#80796B,#17becf,1112.0,1112.0,8.42,8.04,8.21,8.37,0.0,100.0,0.0,2.18,68.73,63.0
17521,Op. Trat. Madera,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)",#80796B,#17becf,6087.0,6087.0,9.09,8.52,8.74,9.07,0.0,100.0,16.3,4.34,38.92,32.0
17522,Ebanistas y afines,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)",#80796B,#17becf,94032.75,94032.75,8.73,8.01,8.68,8.94,3.01,96.99,1.1,4.11,45.94,42.0
17523,Reg. Y op. máquinas de labrar madera,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,2950.82,2950.82,8.21,7.61,7.92,8.22,18.84,81.16,18.84,3.97,47.11,57.5
17530,Of. Y Op. Confección,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,3007.0,3007.0,9.57,9.57,9.57,9.57,0.0,100.0,0.0,2.0,89.0,89.0
17531,"Sastres, modistos, peleteros y sombrereros",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,207262.31,207262.31,8.21,7.9,8.12,8.65,95.9,4.1,0.96,4.12,64.75,69.0
17532,Patronistas y cortadores de tela y afines,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,32589.35,32589.35,8.94,8.78,9.0,9.22,44.52,55.48,11.01,3.93,40.25,38.0
17533,"Costureros, bordadores y afines",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,356857.36,356857.36,8.24,7.68,8.16,8.63,85.58,14.42,3.07,3.81,56.39,56.0
17534,"Tapiceros, colchoneros y afines",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,26586.78,26586.78,9.03,7.92,8.78,9.4,4.61,95.39,0.0,4.76,50.18,47.0
17535,"Apelambradores, pellejeros y curtidores",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,0.0,,,,,,,,,,,
17536,Zapateros y afines,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,48240.27,48240.27,8.47,7.82,8.29,8.83,24.34,75.66,0.86,4.01,49.19,46.0
17540,Of. Y Op. n/c,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,0.0,,,,,,,,,,,
17541,Buzos,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,0.0,,,,,,,,,,,
17542,Dinamiteros y pegadores,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,0.0,,,,,,,,,,,
17543,Clasificadores y probadores de productos (excluyendo alimentos y bebidas),7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,43376.13,43376.13,9.35,8.57,8.85,9.24,48.63,51.37,3.01,4.43,48.75,52.0
17544,Fumigadores y otros controladores de plagas y malas hierbas,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,17968.59,17968.59,8.74,8.64,8.74,8.92,9.92,90.08,23.35,3.86,48.88,50.0
17549,Of. Y Op. Mecánicos,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)",#80796B,#17becf,3648.0,3648.0,8.2,8.01,8.99,8.99,38.98,61.02,0.0,5.76,57.0,62.0
18000,Op. Maquinas y ensambladores,8. Operarios calificados,3. Trabajadores manuales,"(0.986694, 0.70554, 0.095694, 1.0)",#05897B,#17becf,28067.85,28067.85,,,,,95.94,4.06,0.0,,,
18100,Op. Inst y maquinaria,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)",#05897B,#17becf,39388.0,39388.0,8.84,8.34,8.83,9.05,25.11,74.89,1.63,3.37,47.85,41.0
18110,Op. Inst minería,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)",#05897B,#17becf,1168.0,1168.0,9.22,9.22,9.22,9.22,0.0,100.0,0.0,3.0,80.0,80.0
18111,Mineros y operadores de instalaciones mineras,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)",#05897B,#17becf,6167.24,6167.24,7.98,7.6,8.01,8.75,0.0,100.0,0.0,3.2,56.54,52.0
18112,Op. Proces minerales,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)",#05897B,#17becf,9907.0,9907.0,9.26,9.26,9.26,9.26,0.0,100.0,0.0,5.0,30.0,30.0
18113,Perforadores y sondistas de pozos y afines,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)",#05897B,#17becf,17024.05,17024.05,9.47,8.58,9.31,10.28,1.51,98.49,3.96,3.77,47.42,48.0
18114,Op. Maq. Cemento,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)",#05897B,#17becf,27830.07,27830.07,9.09,8.67,9.01,9.28,0.0,100.0,1.11,3.78,56.45,57.0
18120,Op. Proces metales,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)",#05897B,#17becf,4573.0,4573.0,8.98,8.52,8.86,9.22,11.35,88.65,0.0,5.98,54.2,34.0
18121,Op. proces metales,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)",#05897B,#17becf,52537.96,52537.96,8.39,8.16,8.22,8.37,52.95,47.05,1.16,4.05,51.89,49.5
18122,Op. Pulidoras y rec. Metales,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)",#05897B,#17becf,2490.34,2490.34,,,,,0.0,100.0,0.0,,,
18130,Op. Prod químicos y fotográficos,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,0.0,,,,,,,,,,,
18131,Op. Plant químicas,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,32677.09,32677.09,8.87,8.31,8.52,9.05,8.54,91.46,8.66,3.3,46.02,29.5
18132,Op. Maq fotográficos,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,0.0,,,,,,,,,,,
18140,Op. Maq. Caucho y afines,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,0.0,,,,,,,,,,,
18141,Op. Maq. Caucho,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,39983.92,39983.92,7.41,7.61,8.15,8.9,4.78,95.22,0.0,3.54,41.53,41.0
18142,Op. Maq. Plástico,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,45603.6,45603.6,8.71,8.37,8.72,9.13,17.36,82.64,4.73,4.53,37.28,37.0
18143,Op. Maq papel,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,14755.64,14755.64,8.61,8.21,8.29,8.7,41.73,58.27,0.0,5.4,33.34,27.5
18150,Op. Prod textiles,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,9433.0,9433.0,8.62,8.48,8.65,8.73,0.0,100.0,0.0,3.69,45.14,37.0
18151,Op. Maq. Fibras y tejidos,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,5615.41,5615.41,8.34,8.4,8.91,8.95,58.92,41.08,18.5,3.12,65.2,63.5
18152,Op. Telares y maq. Coser,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,20215.7,20215.7,8.52,8.32,8.51,9.09,70.54,29.46,0.0,3.26,69.31,71.5
18153,Op. Maq coser,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,43139.3,43139.3,8.32,7.92,8.29,8.52,86.39,13.61,2.73,3.94,47.27,57.0
18154,Op. Limpieza tejidos,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,2154.0,2154.0,7.96,6.73,7.75,8.78,0.0,100.0,0.0,4.55,35.87,37.0
18155,Op. Maq de cuero y pieles,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,20294.0,20294.0,8.7,8.27,8.42,8.85,4.39,95.61,0.0,4.04,52.97,54.5
18156,Op. Maq. Calzado,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,46657.63,46657.63,8.12,7.6,8.01,8.58,65.78,34.22,6.08,4.15,37.72,32.0
18157,Op. Maq. Lavarropas,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,24576.78,24576.78,8.68,8.35,8.8,9.19,71.95,28.05,1.19,4.75,50.82,52.0
18159,Op. Prod. Textiles,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,6443.0,6443.0,8.56,8.45,8.6,8.7,47.32,52.68,1.37,3.2,52.55,54.0
18160,Op. Maq. Alimentos y bebidas,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)",#05897B,#17becf,117071.22,117071.22,8.63,8.12,8.7,9.16,23.94,76.06,0.0,3.7,45.1,49.0
18170,Op. Inst papel y madera,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)",#05897B,#17becf,0.0,,,,,,,,,,,
18171,Op. Pasta de papel y celulosa,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)",#05897B,#17becf,7011.48,7011.48,8.91,8.72,8.9,9.08,0.0,100.0,0.0,3.54,64.0,64.0
18172,Op. Proces madera,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)",#05897B,#17becf,25882.71,25882.71,7.97,7.42,8.24,8.69,0.0,100.0,0.0,2.55,43.55,44.5
18180,Op. Maquinaria n/c,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)",#05897B,#17becf,0.0,,,,,,,,,,,
18181,Op. Vidriería y cerámica,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)",#05897B,#17becf,13951.06,13951.06,9.19,9.11,9.14,9.6,21.0,79.0,0.0,3.43,69.48,69.0
18182,Op. Maq vapor y calderas,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)",#05897B,#17becf,8609.0,8609.0,8.78,8.57,8.78,9.1,0.0,100.0,33.7,3.54,53.7,60.0
18183,Op. Maq. Embalaje,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)",#05897B,#17becf,102009.24,102009.24,8.53,8.01,8.38,8.95,34.68,65.32,0.93,3.52,46.77,42.0
18189,Op maq. n/c,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)",#05897B,#17becf,269.0,269.0,8.47,8.47,8.47,8.47,100.0,0.0,0.0,4.0,22.0,22.0
18200,Ensambladores,8. Operarios calificados,3. Trabajadores manuales,"(0.982228, 0.751442, 0.147565, 1.0)",#05897B,#17becf,0.0,,,,,,,,,,,
18210,Ensambladores,8. Operarios calificados,3. Trabajadores manuales,"(0.982228, 0.751442, 0.147565, 1.0)",#05897B,#17becf,238.0,238.0,7.6,7.6,7.6,7.6,100.0,0.0,0.0,3.0,69.0,69.0
18211,Ensambladores de maquinaria mecánica,8. Operarios calificados,3. Trabajadores manuales,"(0.982228, 0.751442, 0.147565, 1.0)",#05897B,#17becf,76377.94,76377.94,9.21,8.93,9.03,9.21,13.74,86.26,2.31,4.92,32.18,29.0
18212,Ensambladores de equipos eléctricos y electrónicos,8. Operarios calificados,3. Trabajadores manuales,"(0.982228, 0.751442, 0.147565, 1.0)",#05897B,#17becf,23509.91,23509.91,8.58,8.25,9.13,9.72,62.68,37.32,0.0,4.92,31.95,31.0
18219,Ensambladores no clasificados bajo otros epígrafes,8. Operarios calificados,3. Trabajadores manuales,"(0.982228, 0.751442, 0.147565, 1.0)",#05897B,#17becf,15890.16,15890.16,8.65,8.26,8.63,8.95,53.05,46.95,0.0,4.11,37.5,39.0
18300,Cond. equip. pesados móviles,8. Operarios calificados,3. Trabajadores manuales,"(0.980032, 0.766837, 0.166353, 1.0)",#05897B,#17becf,870.0,870.0,9.11,8.91,9.07,9.23,0.0,100.0,0.0,4.13,49.08,47.5
18310,Maq. Locomotoras,8. Operarios calificados,3. Trabajadores manuales,"(0.980032, 0.766837, 0.166353, 1.0)",#05897B,#17becf,0.0,,,,,,,,,,,
18311,Mar. Locomotoras,8. Operarios calificados,3. Trabajadores manuales,"(0.980032, 0.766837, 0.166353, 1.0)",#05897B,#17becf,33660.8,33660.8,8.97,8.53,8.77,9.05,1.17,98.83,89.74,4.51,60.58,60.5
18312,"Guardafrenos, guardagujas y agentes de maniobras",8. Operarios calificados,3. Trabajadores manuales,"(0.980032, 0.766837, 0.166353, 1.0)",#05897B,#17becf,11892.0,11892.0,9.4,9.1,9.21,9.32,0.0,100.0,92.87,2.25,36.5,39.5
18320,"Cond. automóviles, camionetas y motocicletas",8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)",#05897B,#17becf,0.0,,,,,,,,,,,
18321,Cond. motocicletas,8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)",#05897B,#17becf,89471.53,89471.53,6.91,7.24,7.96,8.61,3.67,96.33,0.0,4.35,23.04,27.5
18322,Cond. autom. y camionetas,8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)",#05897B,#17becf,657197.17,657197.17,8.7,8.06,8.7,9.05,4.98,95.02,6.32,4.21,46.13,47.0
18330,Cond. camiones pesados y autobuses,8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)",#05897B,#17becf,0.0,,,,,,,,,,,
18331,Cond. autobuses y tranvías,8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)",#05897B,#17becf,173397.05,173397.05,9.08,8.67,8.99,9.31,2.38,97.62,14.07,4.33,43.64,42.0
18332,Cond. camiones pesados,8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)",#05897B,#17becf,343685.4,343685.4,8.92,8.29,8.85,9.35,2.29,97.71,10.81,3.68,47.74,48.0
18340,Op. Equip. Pesados,8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)",#05897B,#17becf,706.0,706.0,9.47,9.47,9.47,9.47,0.0,100.0,0.0,5.0,32.0,32.0
18341,Op. Maq agrícola forestal,8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)",#05897B,#17becf,35894.86,35894.86,8.29,8.01,8.38,8.67,0.0,100.0,3.61,2.95,44.31,44.0
18342,Op. Mov tierra,8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)",#05897B,#17becf,29815.08,29815.08,8.85,8.39,8.92,9.29,2.52,97.48,45.93,3.4,46.11,42.5
18343,Op. Grúas y equipos móviles,8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)",#05897B,#17becf,33764.34,33764.34,8.78,8.42,8.64,9.14,12.08,87.92,16.41,4.25,50.72,58.0
18344,Op. Autoelevadoras,8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)",#05897B,#17becf,51252.55,51252.55,9.02,8.54,9.0,9.2,2.77,97.23,10.27,5.34,31.33,32.0
18350,Mariners,8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)",#05897B,#17becf,3864.36,3864.36,9.24,8.89,9.26,9.44,0.0,100.0,18.35,5.8,52.99,51.0
19000,Oc. Elementales n/c,9. Operarios no calificados,3. Trabajadores manuales,"(0.948683, 0.910473, 0.395289, 1.0)",#5C068C,#17becf,0.0,,,,,,,,,,,
19100,Limpiadores y asistentes,9. Operarios no calificados,3. Trabajadores manuales,"(0.946809, 0.924168, 0.426373, 1.0)",#5C068C,#17becf,0.0,,,,,,,,,,,
19110,Limp. Domésticos y oficinas,9. Operarios no calificados,3. Trabajadores manuales,"(0.946392, 0.930761, 0.442367, 1.0)",#5C068C,#17becf,8968.0,8968.0,,,,,100.0,0.0,0.0,4.24,29.31,28.0
19111,Limp. Doméstica,9. Operarios no calificados,3. Trabajadores manuales,"(0.946392, 0.930761, 0.442367, 1.0)",#5C068C,#17becf,2258466.0,2258466.0,7.89,7.43,7.9,8.36,97.49,2.51,0.49,3.53,45.96,45.0
19112,Limp. Oficinas y hoteles,9. Operarios no calificados,3. Trabajadores manuales,"(0.946392, 0.930761, 0.442367, 1.0)",#5C068C,#17becf,645673.14,645673.14,8.32,7.9,8.29,8.7,69.32,30.68,29.91,3.96,43.07,44.0
19120,Limpiadores gral.,9. Operarios no calificados,3. Trabajadores manuales,"(0.946392, 0.930761, 0.442367, 1.0)",#5C068C,#17becf,0.0,,,,,,,,,,,
19121,Lavadores y planchadores,9. Operarios no calificados,3. Trabajadores manuales,"(0.946392, 0.930761, 0.442367, 1.0)",#5C068C,#17becf,39954.07,39954.07,7.59,6.4,7.96,8.52,90.92,9.08,32.36,2.89,46.43,42.5
19122,Lav. Vehículos,9. Operarios no calificados,3. Trabajadores manuales,"(0.946392, 0.930761, 0.442367, 1.0)",#5C068C,#17becf,42581.02,42581.02,7.97,7.55,7.67,8.24,14.33,85.67,0.0,3.95,37.82,29.5
19123,Lav. Ventanas,9. Operarios no calificados,3. Trabajadores manuales,"(0.946392, 0.930761, 0.442367, 1.0)",#5C068C,#17becf,5904.0,5904.0,8.42,8.45,8.54,8.64,0.0,100.0,0.0,2.9,59.37,52.0
19129,Limpieza n/c,9. Operarios no calificados,3. Trabajadores manuales,"(0.946392, 0.930761, 0.442367, 1.0)",#5C068C,#17becf,7120.0,7120.0,8.58,8.46,8.57,8.72,54.76,45.24,74.78,3.48,52.85,49.5
19200,"Peones agropecuarios, pesqueros y forestales",9. Operarios no calificados,3. Trabajadores manuales,"(0.946903, 0.943348, 0.47497, 1.0)",#5C068C,#17becf,9273.0,9273.0,,,,,0.0,100.0,0.0,3.0,40.0,40.0
19210,"Peones agropecuarios, pesqueros y forestales",9. Operarios no calificados,3. Trabajadores manuales,"(0.946903, 0.943348, 0.47497, 1.0)",#5C068C,#17becf,639.6,639.6,,,,,100.0,0.0,0.0,,,
19211,Peones agrícolas,9. Operarios no calificados,3. Trabajadores manuales,"(0.946903, 0.943348, 0.47497, 1.0)",#5C068C,#17becf,226523.38,226523.38,7.95,7.6,7.96,8.36,22.02,77.98,8.38,3.15,41.79,40.0
19212,Peones ganaderos,9. Operarios no calificados,3. Trabajadores manuales,"(0.946903, 0.943348, 0.47497, 1.0)",#5C068C,#17becf,38653.8,38653.8,8.12,7.86,8.19,8.52,26.67,73.33,1.9,2.72,56.38,51.0
19213,Peones agrícolas mixtos,9. Operarios no calificados,3. Trabajadores manuales,"(0.946903, 0.943348, 0.47497, 1.0)",#5C068C,#17becf,12616.48,12616.48,8.38,8.15,8.52,8.67,0.0,100.0,0.0,2.03,52.5,55.5
19214,Peones de jardinería y horticultura,9. Operarios no calificados,3. Trabajadores manuales,"(0.946903, 0.943348, 0.47497, 1.0)",#5C068C,#17becf,154755.15,154755.15,7.61,6.69,7.6,8.17,9.2,90.8,11.62,3.31,31.51,24.5
19215,Peones forestales,9. Operarios no calificados,3. Trabajadores manuales,"(0.946903, 0.943348, 0.47497, 1.0)",#5C068C,#17becf,7153.73,7153.73,8.53,8.18,8.29,8.77,0.0,100.0,0.0,2.41,43.02,44.0
19216,Peones pesca,9. Operarios no calificados,3. Trabajadores manuales,"(0.947937, 0.949318, 0.491426, 1.0)",#5C068C,#17becf,1445.0,1445.0,7.5,7.5,7.5,7.5,0.0,100.0,0.0,3.0,32.0,32.0
19300,"Peones ind, min y construcción",9. Operarios no calificados,3. Trabajadores manuales,"(0.95174, 0.960587, 0.524203, 1.0)",#5C068C,#17becf,1679.0,1679.0,8.23,8.23,8.23,8.23,0.0,100.0,0.0,2.0,58.0,58.0
19310,Peons minería y la construcción,9. Operarios no calificados,3. Trabajadores manuales,"(0.95174, 0.960587, 0.524203, 1.0)",#5C068C,#17becf,1121.0,1121.0,7.82,7.82,7.82,7.82,0.0,100.0,100.0,2.0,93.0,93.0
19311,Peones minas y canteras,9. Operarios no calificados,3. Trabajadores manuales,"(0.95174, 0.960587, 0.524203, 1.0)",#5C068C,#17becf,1859.0,1859.0,8.39,8.39,8.39,8.39,0.0,100.0,0.0,3.0,41.0,41.0
19312,Peones obras públicas y mantenimiento,9. Operarios no calificados,3. Trabajadores manuales,"(0.95174, 0.960587, 0.524203, 1.0)",#5C068C,#17becf,78275.75,78275.75,9.0,7.83,8.34,9.01,2.27,97.73,34.96,3.96,40.42,35.5
19313,Peones construcción,9. Operarios no calificados,3. Trabajadores manuales,"(0.95174, 0.960587, 0.524203, 1.0)",#5C068C,#17becf,389661.31,389661.31,7.93,7.31,7.94,8.4,5.68,94.32,6.14,3.87,31.75,24.0
19320,Peones ind. Manufactoruera,9. Operarios no calificados,3. Trabajadores manuales,"(0.95174, 0.960587, 0.524203, 1.0)",#5C068C,#17becf,1204.0,1204.0,8.07,8.06,8.07,8.07,0.0,100.0,0.0,3.53,75.74,72.0
19321,Empacadores manuales,9. Operarios no calificados,3. Trabajadores manuales,"(0.95174, 0.960587, 0.524203, 1.0)",#5C068C,#17becf,65998.85,65998.85,8.24,7.93,8.09,8.76,69.92,30.08,3.07,3.24,45.6,49.0
19329,Peones ind. Manufactoruera,9. Operarios no calificados,3. Trabajadores manuales,"(0.954529, 0.965896, 0.540361, 1.0)",#5C068C,#17becf,60401.52,60401.52,8.37,7.58,8.04,8.77,5.41,94.59,10.91,4.17,35.09,31.0
19330,Peones transporte,9. Operarios no calificados,3. Trabajadores manuales,"(0.954529, 0.965896, 0.540361, 1.0)",#5C068C,#17becf,0.0,,,,,,,,,,,
19331,Cond. vehículos accionados a pedal o a brazo,9. Operarios no calificados,3. Trabajadores manuales,"(0.954529, 0.965896, 0.540361, 1.0)",#5C068C,#17becf,5898.38,5898.38,,,,,31.38,68.62,0.0,,,
19332,Cond. tracc. animal,9. Operarios no calificados,3. Trabajadores manuales,"(0.954529, 0.965896, 0.540361, 1.0)",#5C068C,#17becf,1611.0,1611.0,8.65,8.65,8.65,8.65,100.0,0.0,0.0,2.0,34.0,34.0
19333,Peones de carga,9. Operarios no calificados,3. Trabajadores manuales,"(0.954529, 0.965896, 0.540361, 1.0)",#5C068C,#17becf,127645.15,127645.15,8.19,7.79,8.43,8.87,6.73,93.27,3.04,3.75,36.61,31.0
