v182caes,caeslabel,caesletra,caesag,caeslabel_color,caesletra_color,caesag_color,n_obs,total_workers_weighted,income_mean,income_q1,income_median,income_q3,female_pct,male_pct,public_sector_pct,nivel_ed_mean,age_mean,age_median,x,y,community
2601,Fabricación de componentes electrónicos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",12992.73,12992.73,9788.08,8950.0,10173.5,10510.25,72.93,27.07,1.9,6.75,46.8,54.0,0.325379027733177,0.1697224064292697,C7
2602,Fabricación de equipos informáticos y periféricos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",1098.0,1098.0,,,,,100.0,0.0,0.0,7.0,34.0,34.0,0.4828741802756777,0.4191883703786543,C7
2603,Fabricación de equipos y aparatos de radio,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",6876.26,6876.26,30000.0,30000.0,30000.0,30000.0,37.93,62.07,0.0,6.86,47.31,45.0,0.3785730143282817,0.1818228143662736,C7
2604,"Fabricación de equipos electromédicos, ópticos y de precisión ",C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",3201.0,3201.0,5859.0,5859.0,5859.0,5859.0,0.0,100.0,0.0,4.0,72.0,72.0,,,
2700,Fabricación de Maquinaria y Equipos Eléctricos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",2713.0,2713.0,8087.36,7250.0,8500.0,8750.0,0.0,100.0,0.0,5.92,30.41,31.0,0.5843954787161221,0.2136886551238266,C7
2701,Fabricación de aparatos de uso doméstico,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",38303.5,38303.5,8331.41,4220.0,7000.0,20700.0,54.74,45.26,0.0,5.42,39.99,32.0,0.1473630298436425,0.0370124597652288,C8
2709,Fabricación de otras maquinarias y equipos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",33422.92,33422.92,4903.18,3032.5,3165.0,4638.0,61.98,38.02,0.0,4.31,52.24,52.0,0.2694466062009877,0.1780090646006328,C7
2800,Fabricación de maquinarias y equipos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",31339.21,31339.21,8646.7,4472.25,5693.0,9303.75,9.2,90.8,12.66,5.68,44.44,54.0,0.2766587478882052,0.0844950183569161,C7
2900,Fabricación de vehículos automotores,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",130993.63,130993.63,8164.0,3200.0,5000.0,9973.0,21.96,78.04,1.76,5.13,47.04,56.0,-0.1219997692315018,0.1223839445478109,C3
3001,Construcción de buques y otras embarcaciones,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",10394.58,10394.58,7863.94,7000.0,7000.0,7670.0,3.79,96.21,54.38,5.91,37.21,33.5,0.2751253460025739,0.2336575293123878,C7
3002,Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",0.0,,,,,,,,,,,,,,
3003,Fabricación de aeronaves,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",875.0,875.0,5984.0,5984.0,5984.0,5984.0,0.0,100.0,100.0,7.0,85.0,85.0,0.6620281014239631,0.0825260072697883,C8
3009,Fabricación de otros equipos de transporte n.c.p.,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",1709.0,1709.0,4357.58,4175.0,4350.0,4525.0,0.0,100.0,0.0,3.0,23.02,23.0,0.4384458932422858,0.3673954820098261,C7
3100,Fabricación de muebles y colchones,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",189342.58,189342.58,6981.83,2850.0,4993.5,7480.0,11.67,88.33,1.48,3.86,48.01,46.0,-0.2042257795972065,-0.1293284008109181,C3
3200,Industrias manufactureras n.c.p,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",111213.98,111213.98,7177.94,3000.0,5400.0,8727.0,53.36,46.64,2.98,4.68,43.54,37.0,0.047921648527099,-0.0493023546534885,C3
3300,"Mantenimiento, reparación e instalación de maquinaria y equipo",C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.8025535795713638), np.float64(0.7274965800273601), np.float64(0.6561787505699962), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",48272.64,48272.64,8650.4,4600.0,8000.0,13000.0,6.19,93.81,9.5,5.08,47.55,42.0,0.2057488331745464,0.1353169963051213,C7
3501,"Generación, transmisión y distribución de energía eléctrica","D. Suministro de Electricidad, Gas, Vapor y Aire Acondicionado ","BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.9921568627450981), np.float64(0.7529411764705882), np.float64(0.5254901960784314), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",140828.74,140828.74,10000.87,5000.0,7116.5,14990.0,14.3,85.7,40.29,5.12,52.81,49.0,-0.0037716065498812,-0.0167650013785351,C3
3502,Fabricación de gas,"D. Suministro de Electricidad, Gas, Vapor y Aire Acondicionado ","BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.9921568627450981), np.float64(0.7529411764705882), np.float64(0.5254901960784314), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",42441.91,42441.91,9788.37,6331.0,9680.0,12000.0,25.42,74.58,41.23,3.61,46.02,43.0,0.2289403972916453,0.0254835336311867,C7
3600,"Captación, tratamiento y suministro de agua",E. Suministro De Agua,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(np.float64(0.9980392156862745), np.float64(0.9382352941176471), np.float64(0.5813725490196079), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",53658.18,53658.18,9942.98,4389.0,7000.0,12000.0,11.72,88.28,46.16,4.8,49.81,45.0,0.1848692359857233,-0.0354442814835172,C8
3700,Alcantarillado,E. Suministro De Agua,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(1.0, 1.0, 0.6, 1.0)","(np.float64(0.9980392156862745), np.float64(0.9382352941176471), np.float64(0.5813725490196079), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",1579.0,1579.0,3360.54,3275.0,3350.0,3425.0,0.0,100.0,100.0,2.93,60.8,62.0,0.6393206538921651,-0.0724676675455528,C7
3800,"Recolección, tratamiento y eliminación de desechos",E. Suministro De Agua,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(1.0, 1.0, 0.6, 1.0)","(np.float64(0.9980392156862745), np.float64(0.9382352941176471), np.float64(0.5813725490196079), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",115410.36,115410.36,7082.2,1935.0,4642.0,7205.5,20.95,79.05,28.71,3.51,39.31,37.5,-0.0844122230143262,-0.3150014831602404,C3
3900,Actividades de saneamiento,E. Suministro De Agua,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(1.0, 1.0, 0.6, 1.0)","(np.float64(0.9980392156862745), np.float64(0.9382352941176471), np.float64(0.5813725490196079), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",6487.21,6487.21,4265.01,3810.25,6250.0,8749.0,67.96,32.04,90.3,7.04,36.41,47.0,0.3789706630426676,-0.1910295201224634,C8
4000,Construcción,F. Construcción,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.6), np.float64(1.0))","(np.float64(0.7995721925133692), np.float64(0.7542245989304814), np.float64(0.6305882352941181), np.float64(1.0))",2996444.55,2996444.55,6119.16,2709.0,4220.0,7000.0,4.46,95.54,5.09,3.84,40.52,37.0,-0.509861926224938,0.3899499309798797,C0
4501,Venta de vehículos automotores,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",108744.11,108744.11,10035.27,3000.0,6192.5,10085.0,16.06,83.94,0.0,5.42,43.97,40.0,-0.0984684549091205,0.0016631576120327,C4
4502,Reparación de vehículos,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",553182.25,553182.25,6686.78,2500.0,4983.5,7495.0,6.2,93.8,0.06,4.13,43.94,41.0,-0.1801695184314717,0.3267155892300415,C4
4503,"Venta de partes, piezas y accesorios de vehículos",G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",75302.13,75302.13,8802.59,4165.0,6665.0,10950.75,18.97,81.03,0.0,4.86,44.12,43.5,-0.1797073479045731,0.037578349571929,C4
4504,"Venta, mantenimiento y reparación de motocicletas",G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",60513.89,60513.89,4183.76,2000.0,2800.0,6000.0,7.88,92.12,0.0,3.56,33.46,30.0,-0.0306361018784149,0.1746245344253117,C4
4800,Comercio (general),G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",564154.71,564154.71,7001.71,2500.0,5000.0,8000.0,55.95,44.05,0.0,4.98,43.48,39.0,-0.3687084833605186,0.0241279327310865,C1
4801,Comercio de intermediación,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",179420.32,179420.32,7654.34,3000.0,6233.0,9973.0,40.96,59.04,0.0,5.73,38.49,33.5,-0.1342911195222429,0.0065509311192311,C4
4802,Comercio de materias primas agropecuarias,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",69356.73,69356.73,4162.3,1875.0,3700.0,5625.0,49.73,50.27,0.0,4.04,34.59,35.0,-0.1676580328315937,0.0540275125291618,C4
4803,Comercio alimentos/bebidas,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",689344.72,689344.72,5112.95,2000.0,3165.0,6000.0,51.46,48.54,1.48,4.34,39.04,35.0,-0.3869909114405939,0.0222820235762698,C1
4804,Comercio textiles y avíos,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",655236.92,655236.92,4675.46,2000.0,4000.0,6912.0,82.84,17.16,0.04,5.04,38.28,33.0,-0.4200727434594791,0.0493865865265425,C1
4805,Comercio de materiales de construcción,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",205981.76,205981.76,7363.09,3271.0,6000.0,8019.0,22.54,77.46,0.0,4.76,44.86,46.5,-0.289658619050348,0.0217597436177901,C4
4806,Comercio de combustibles para vehículos,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",88603.59,88603.59,8157.13,4215.5,7000.0,8500.0,36.44,63.56,4.94,4.79,42.75,38.0,-0.2430376005107743,0.1116460303645518,C4
4807,Comercio mercaderías n.c.p.,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",585942.04,585942.04,6382.01,3000.0,4826.5,8000.0,49.29,50.71,0.0,5.25,43.11,44.0,-0.3449402847386024,0.0130588158265649,C1
4808,Tiendas no especializadas,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",970849.55,970849.55,6086.83,2600.0,4537.0,7500.0,62.53,37.47,0.19,4.51,40.14,39.0,-0.4370836426607984,0.0242362000534337,C1
4809,Tiendas no especializadas sin predomina,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",110086.75,110086.75,6631.07,2115.0,4114.0,8000.0,56.3,43.7,0.0,5.76,39.56,40.0,-0.2078551017860637,0.0225108540981215,C4
4810,Venta al por menor en puestos móviles y,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",165093.91,165093.91,4724.99,1810.0,3000.0,4874.0,50.35,49.65,0.0,4.04,40.76,43.0,-0.3292822739490944,0.110256662668296,C4
4811,Venta al por menor por correo o televisión,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(np.float64(1.0), np.float64(1.0), np.float64(0.5999999999999999), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",93092.05,93092.05,3770.15,750.0,1541.5,3825.0,73.86,26.14,0.0,4.96,39.23,37.0,-0.1827304294501736,0.0734074083950483,C4
4900,Transporte (general),H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",9754.81,9754.81,17331.03,5932.75,8698.0,12251.75,24.4,75.6,0.0,4.9,38.44,39.0,0.3644685279466367,0.0520002568582977,C8
4901,Transporte ferroviario,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",109026.68,109026.68,10682.22,4006.75,6233.0,10000.0,2.93,97.07,86.27,4.3,55.58,66.0,0.0488945861675835,0.1083347847791777,C3
4902,Transporte por metro,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",3034.49,3034.49,8000.0,8000.0,8000.0,8000.0,0.0,100.0,0.0,5.0,42.0,42.0,0.5050880452553993,0.221790197013357,C8
4903,Transporte de pasajeros,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",665707.53,665707.53,8823.05,3729.0,6000.0,9241.0,8.49,91.51,4.87,4.42,45.21,46.0,-0.4784910410812969,0.0955424689285097,C0
4904,Transporte automotor de cargas,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",390717.6,390717.6,10104.05,4000.0,7000.0,11551.0,6.11,93.89,4.85,3.83,48.33,48.0,-0.2320574372069515,0.0674590933942133,C0
4909,Transporte terrestre n.c.p.,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",323.0,323.0,10000.0,10000.0,10000.0,10000.0,0.0,100.0,0.0,6.0,20.0,20.0,0.7748139109510981,0.0530850977461027,C7
5000,Transporte por vía acuática,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",16761.87,16761.87,11105.94,5250.0,8500.0,13887.75,9.68,90.32,29.26,4.38,56.19,59.5,0.2044826119089592,0.1657130752191816,C7
5100,Transporte aéreo,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",62841.62,62841.62,12565.27,7000.0,12000.0,14000.0,79.59,20.41,17.78,6.23,44.22,49.0,-0.0281430104011216,0.3899900464538365,C3
5201,Depósito y almacenamiento,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",147678.6,147678.6,8113.46,3203.25,6000.0,9243.25,20.02,79.98,10.12,4.7,39.43,36.5,-0.0379284343771079,0.0627671996431461,C3
5202,Servicios auxiliares al transporte,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",72520.56,72520.56,8107.45,3000.0,5000.0,10000.0,28.73,71.27,26.04,5.08,40.3,39.0,-0.0717606940010374,0.0596284415421169,C4
5300,Correo y servicio de mensajería,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))","(np.float64(0.21960784313725498), np.float64(0.4235294117647058), np.float64(0.6901960784313727), np.float64(1.0))",228432.27,228432.27,7052.61,2771.5,5275.0,7950.0,13.15,86.85,13.77,4.77,40.21,42.0,-0.2835340905823059,-0.1339897706289466,C3
5500,"Servicios de alojamiento en hoteles, campamentos y otros hospedajes temporales",I. Alojamiento y Servicios de Comidas,"GI. Comercio, alojamiento y comidas","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.2196078431372549), np.float64(0.4235294117647059), np.float64(0.6901960784313724), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",140646.49,140646.49,6215.39,2906.0,4993.5,6634.0,58.12,41.88,7.65,4.25,45.52,46.0,-0.1668413081588813,-0.1283766774345478,C2
5601,Expendio comidas/bebidas,I. Alojamiento y Servicios de Comidas,"GI. Comercio, alojamiento y comidas","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.2196078431372549), np.float64(0.4235294117647059), np.float64(0.6901960784313724), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",1225814.17,1225814.17,5866.75,2110.0,3798.0,7000.0,57.18,42.82,2.88,4.83,37.24,32.0,-0.5019330286504823,-0.0204879419949536,C1
