v183ciuo,ciuolabel,ciuo1diglabel,ciuo3cat,ciuolabel_color,ciuo1diglabel_color,ciuo3cat_color,n_obs,income_mean,income_q1,income_median,income_q3,female_pct,male_pct,public_sector_pct,nivel_ed_mean,age_mean,age_median,x,y,community
14313,Emp. Nóminas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)","(np.float64(0.6452844750000001), np.float64(0.17366482500000016), np.float64(0.37850650000000013), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",36,8943.37,5690.5,8000.0,10486.5,61.11,38.89,41.67,6.57,49.5,51.5,0.173010537001605,-0.0152669477053903,C01
14321,Emp. Ctrl. Abastecimiento,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)","(np.float64(0.6452844750000001), np.float64(0.17366482500000016), np.float64(0.37850650000000013), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",73,10136.53,6415.5,8800.0,12180.0,24.66,75.34,23.29,5.34,42.53,40.0,0.2247805212121262,0.0666625430534131,C01
14322,Emp. Apoyo producción,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)","(np.float64(0.6452844750000001), np.float64(0.17366482500000016), np.float64(0.37850650000000013), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",4,4491.67,4100.0,5000.0,5137.5,25.0,75.0,0.0,4.67,38.0,27.0,-0.2933520991490451,0.3453267827951408,C06
14323,Emp. Serv. Transporte,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)","(np.float64(0.6452844750000001), np.float64(0.17366482500000016), np.float64(0.37850650000000013), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",45,7791.32,3550.0,5803.0,10198.0,20.0,80.0,22.22,5.44,47.0,47.0,0.1436247042587709,0.1529879335774878,C02
14411,Emp. bibliotecas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)","(np.float64(0.6452844750000001), np.float64(0.17366482500000016), np.float64(0.37850650000000013), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",6,4562.4,2800.0,5776.0,6000.0,66.67,33.33,66.67,4.8,42.0,38.0,-0.0289444733712565,-0.3619512414962416,C09
14412,Emp. Serv. Correos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)","(np.float64(0.6452844750000001), np.float64(0.17366482500000016), np.float64(0.37850650000000013), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",35,5358.77,2560.75,3720.0,6750.0,17.14,82.86,60.0,4.38,52.34,52.0,0.4443367178790455,0.0871400831203539,C08
14414,Escribientes públicos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)","(np.float64(0.6452844750000001), np.float64(0.17366482500000016), np.float64(0.37850650000000013), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",1,,,,,100.0,0.0,100.0,,,,-0.2236592220771038,-0.4907016545810949,C00
14415,Emp. archivos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)","(np.float64(0.6452844750000001), np.float64(0.17366482500000016), np.float64(0.37850650000000013), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",14,10238.7,8000.0,10198.0,11887.75,64.29,35.71,71.43,6.75,44.5,39.5,0.1328944438558456,-0.0106006481571993,C01
14416,Emp. Serv. De personal,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)","(np.float64(0.6452844750000001), np.float64(0.17366482500000016), np.float64(0.37850650000000013), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",41,8003.7,5401.5,8000.0,9896.0,48.78,51.22,51.22,6.79,40.12,38.0,0.1896573463765994,-0.0103385266325598,C01
14419,Apoyo administrativo,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)","(np.float64(0.6452844750000001), np.float64(0.17366482500000016), np.float64(0.37850650000000013), np.float64(1.0))","(np.float64(0.39527303769967964), np.float64(0.09080841341853017), np.float64(0.400474992971248), np.float64(1.0))",19,10188.36,3710.0,6000.0,13104.25,47.37,52.63,47.37,5.67,37.67,30.0,0.1011379894043955,-0.0319095823126463,C01
15100,Trab. Serv. Personales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",4,4665.67,3258.5,3400.0,5440.0,75.0,25.0,25.0,5.0,38.25,34.0,-0.2864500688386258,-0.0258707266671878,C10
15111,Aux. serv. abordo,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",4,2638.0,2638.0,2638.0,2638.0,50.0,50.0,0.0,9.0,57.0,57.0,-0.3859889720681424,0.5373412482082606,C07
15112,Cobradores transporte público,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",3,4500.0,4000.0,5000.0,5250.0,0.0,100.0,66.67,5.33,60.0,47.0,-0.1968786248223628,0.4364491961817466,C02
15113,Guías de turismo,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",13,7553.88,4750.0,5815.5,10825.0,61.54,38.46,30.77,7.11,43.89,41.0,-0.1636057665049139,-0.1422214407966986,C09
15120,Cocineros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",310,5203.59,2524.0,4000.0,6699.75,68.71,31.29,13.23,4.24,44.32,42.0,0.4986099451588457,-0.0018804188951586,C08
15130,Camareros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",2,,,,,100.0,0.0,0.0,5.5,33.5,33.5,-0.2673012027223114,-0.1417597098490443,C00
15131,Camarero mesas,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",174,4286.49,2000.0,3740.0,6000.0,59.2,40.8,4.02,4.84,31.65,27.0,0.5146448377044172,0.0507383796238583,C08
15132,Camarer barra,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",26,2967.89,924.0,2493.0,3798.0,26.92,73.08,3.85,5.38,24.92,21.0,0.4862902971596433,0.0693133132637162,C08
15141,Peluqueros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",136,4806.93,1998.75,3720.0,6233.0,80.15,19.85,2.21,4.35,43.66,40.0,0.3110008738757109,-0.2899882241941857,C04
15142,Esp. Trat belleza,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",58,4553.5,2082.5,3692.5,6498.25,100.0,0.0,0.0,5.08,49.9,49.5,0.235514456695163,-0.2256379567121215,C04
15151,Sup. Mantenimiento y limpieza hoteles y establecimientos,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",18,5860.23,3617.0,5000.0,7386.0,44.44,55.56,55.56,3.69,53.69,51.0,0.0363555992544036,-0.1510495636283633,C09
15152,Ecónomos y mayordomos domésticos,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",12,7283.67,3822.75,5021.5,9050.0,75.0,25.0,33.33,3.92,62.83,62.0,-0.0314877848470545,-0.1483332246861465,C09
15153,Conserjes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",260,7235.48,4200.0,6931.0,9000.0,36.54,63.46,56.15,3.99,52.16,53.0,0.4129985153654744,-0.1546739112348227,C11
15161,"Astrólogos, adivinadores y afines",5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",4,4272.25,3375.0,3944.5,4841.75,25.0,75.0,0.0,4.0,54.5,55.0,-0.0642962471473643,0.00189621858723,C10
15162,Acompañantes y ayudantes de cámara,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",3,4296.5,3994.75,4296.5,4598.25,66.67,33.33,0.0,3.5,72.5,72.5,-0.1864767958833017,-0.1732299487142169,C00
15163,Pers. pompas fúnebres y embalsamadores,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",6,14359.33,3191.75,5040.0,9625.0,33.33,66.67,50.0,4.17,42.17,41.5,-0.1931794064307949,-0.3954455179580977,C00
15164,Cuid. de animales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",15,2493.88,1093.5,2449.5,3639.0,66.67,33.33,6.67,4.18,38.64,38.0,0.0345810980822635,0.0853732321142717,C10
15169,Trab. Serv. personales no clasificados bajo otros epígrafes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",7,2642.4,2000.0,2000.0,4000.0,66.67,33.33,14.29,4.71,29.14,24.0,-0.1437865470515915,0.038897058134718,C10
15211,Vend. quioscos y de puestos de mercado,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",57,3555.86,1055.0,2771.5,5083.75,57.89,42.11,0.0,3.46,43.63,44.5,0.3841958708871743,-0.0069241101691026,C08
15212,Vend. Ambulantes comida,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",57,2555.33,1573.0,2200.0,3465.0,54.39,45.61,0.0,3.42,41.84,42.0,0.4423526004592649,0.0620111133198716,C08
15221,Comerciantes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",881,6353.84,2684.5,4993.5,8770.25,57.89,42.11,0.11,4.56,48.16,49.0,0.4862712029959316,0.0201186626914759,C08
15222,Supv. Tiendas y almacenes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",68,9780.54,5818.75,9000.0,12600.25,42.65,57.35,5.88,5.7,42.73,40.0,0.4077069419018995,0.0322888472866715,C08
15223,Vendedores,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",1290,4772.35,2000.0,3800.0,6331.0,64.73,35.27,0.7,4.86,36.88,32.0,0.5116288137261091,0.0244211932083756,C08
15230,Cajeros y expendedores de billetes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",188,5822.81,2700.0,4618.0,7000.0,76.06,23.94,3.19,5.38,36.21,31.0,0.4372962527892889,0.0371484524495443,C08
15240,Vendedores n/c,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",5,2744.0,300.0,1000.0,3220.0,100.0,0.0,0.0,3.8,31.6,35.0,-0.0929911116546332,-0.5801406325784544,C09
15241,"Modelos de moda, arte y publicidad",5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",3,2000.0,2000.0,2000.0,2000.0,100.0,0.0,0.0,6.5,26.0,26.0,-0.6278701964002328,0.7283880343666562,C07
15242,Dem. tiendas,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",32,6838.74,3000.0,6120.0,9368.5,37.5,62.5,0.0,5.13,38.37,33.5,0.3951589837080594,-0.0371241190331187,C08
15243,Vend. puerta a puerta,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",60,4475.32,1000.0,2500.0,6000.0,75.0,25.0,0.0,4.9,43.17,43.5,0.3963473807200262,-0.0081395219325152,C08
15244,Vend. Telefónicos,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",16,3282.0,1645.0,4000.0,4642.0,68.75,31.25,0.0,5.67,27.89,27.0,0.2535219040785113,-0.0315151163954777,C04
15245,Exp. Gasolineras,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",48,6579.44,4750.0,6500.0,7650.0,25.0,75.0,4.17,4.73,36.37,32.0,0.2076611193227377,0.1441016641679466,C02
15246,Vend. comidas al mostrador,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",29,5133.29,2649.0,4538.0,6925.0,62.07,37.93,6.9,4.05,46.37,47.0,0.4697512024216976,0.0708266675145631,C08
15249,Vendedoren/c,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.796607, 0.254728, 0.287264, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",3,1383.33,700.0,700.0,1725.0,0.0,100.0,0.0,3.0,44.33,35.0,-0.0346264648423643,-0.3886480791273077,C09
15300,Trab. Cuidados personales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.801871, 0.258674, 0.283099, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",1,3465.0,3465.0,3465.0,3465.0,100.0,0.0,0.0,1.0,39.0,39.0,-0.2421688970230516,-0.2654873833397962,C00
15311,Cuid. de niños,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",438,2940.77,1200.0,2315.5,3775.0,95.89,4.11,1.83,4.07,36.33,31.0,0.5565162078591445,-0.2131201816073475,C12
15312,Aux. de maestros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",54,5847.33,2757.5,4537.0,8836.5,81.48,18.52,61.11,5.92,43.04,42.0,0.4045362354280619,-0.2014100091418408,C11
15320,Trab. Cuid. Personales en servicios de salud,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",2,,,,,100.0,0.0,50.0,4.5,70.0,70.0,-0.2245449664277301,-0.315711618403947,C00
15321,Trab. Cuid. Pers. instituciones,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",68,4590.34,2658.0,4057.0,5464.0,91.18,8.82,26.47,4.29,45.36,44.0,0.3523535086675304,-0.131352603136612,C04
15322,Trab. Cuid. personales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",303,4457.27,2110.0,3500.0,5794.0,93.4,6.6,1.65,3.83,48.63,50.0,0.5244787405787126,-0.1964431892876324,C12
15329,Trab. Cuid. Pers servicios de salud n/c,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.807082, 0.262692, 0.278898, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",3,5766.67,3900.0,5100.0,7300.0,66.67,33.33,33.33,4.33,42.0,25.0,-0.1072556884759614,-0.2936862796634631,C00
15411,Bomberos,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",10,8934.83,2875.0,6988.5,14780.75,10.0,90.0,80.0,4.57,32.43,28.0,0.2964719424736462,0.0727367364317002,C18
15412,Policías,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",219,8799.5,5000.0,8086.0,11000.0,20.09,79.91,98.63,5.24,42.02,37.0,0.4118433952596597,0.0637721282293042,C18
15413,Guar. de prisión,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",29,8366.35,5000.0,7386.0,10000.0,13.79,86.21,100.0,4.33,36.44,34.5,0.2950485805587963,0.043149142520515,C18
15414,Guardias de protección,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.817341, 0.270954, 0.27039, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",223,6889.49,3517.75,6216.5,8000.0,8.07,91.93,27.35,4.08,44.45,44.0,0.3158916902587119,0.0130027188684512,C01
15419,Serv. Protección n/c,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.822386, 0.275197, 0.266085, 1.0)","(np.float64(0.7928319821428572), np.float64(0.25234392857142834), np.float64(0.2899338214285715), np.float64(1.0))","(np.float64(0.7928319821428572), np.float64(0.252343928571428), np.float64(0.2899338214285713), np.float64(1.0))",24,7012.38,4220.0,5300.0,9241.0,29.17,70.83,87.5,5.64,37.5,37.5,0.2089171991073733,0.003573210631438,C01
16100,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",7,12680.67,6521.0,10000.0,17500.0,0.0,100.0,14.29,4.8,45.8,45.0,0.1363625391601954,-0.5916981505936604,C12
16110,Agricultores y trabajadores calificados de jardines y de cultivos para el mercado,6. Trabajadores agropecuarios,3. Trabajadores manuales,"(0.902003, 0.364492, 0.184116, 1.0)","(np.float64(0.9084386400000003), np.float64(0.3748955200000001), np.float64(0.17545959999999994), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",11,3422.62,2850.0,3732.5,4158.0,36.36,63.64,9.09,3.36,60.36,67.0,0.1097928001530156,-0.3367734319568589,C12
