v183ciuo,original_v183ciuo,ciuolabel,ciuo1diglabel,ciuo3cat,ciuolabel_color,ciuo1diglabel_color,ciuo3cat_color,n_obs,total_workers_weighted,income_mean,income_std,income_median,female_pct,male_pct,public_sector_pct,nivel_ed_mean,nivel_ed_std,age_mean,age_std,age_median
12352,2352,Ed. Nec. Especiales,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,48278.93,48278.93,8.58,1.3,8.52,76.72,23.28,56.76,7.45,1.56,36.49,14.82,37.0
12353,2353,Profesores idiomas,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,57474.19,57474.19,8.33,1.27,8.8,87.58,12.42,28.8,7.41,1.41,44.32,19.67,42.0
12354,2354,Profesores música,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,37980.81,37980.81,8.88,0.5,8.78,32.95,67.05,30.34,7.13,1.29,39.77,17.97,32.0
12355,2355,Profesores arte,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,64521.44,64521.44,8.33,0.95,8.61,74.37,25.63,34.07,6.94,1.73,42.11,16.36,37.0
12356,2356,Inst. IT,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,15518.0,15518.0,8.67,0.77,8.65,67.41,32.59,26.09,7.01,1.54,44.48,10.45,38.0
12359,2359,Prof. enseñanza,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,75990.08,75990.08,8.4,1.07,8.52,83.96,16.04,23.47,7.23,1.43,38.48,15.17,34.0
12400,2400,Esp. Admin pública,2. Profesionales,1. Trabajadores  no manuales,"(0.335217, 0.06006, 0.428524, 1.0)",#DF8F44,#cccccc,3085.66,3085.66,7.31,0.0,7.31,23.68,76.32,0.0,9.0,0.0,34.0,0.0,34.0
12410,2410,Esp. Finanzas,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12411,2411,Contables,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,192674.45,192674.45,9.22,0.79,9.21,59.82,40.18,21.8,8.9,0.41,47.61,16.55,50.0
12412,2412,Asesores financieros y en inversiones,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,42740.09,42740.09,9.39,0.62,9.53,4.95,95.05,14.54,5.61,1.44,72.51,18.34,79.0
12413,2413,An. financieros,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,7811.04,7811.04,9.73,0.49,9.62,30.02,69.98,21.61,8.48,0.5,49.13,12.98,55.0
12420,2420,Esp. Org y adm.,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12421,2421,An. gestión y organización,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,6897.21,6897.21,9.25,0.36,9.21,86.31,13.69,79.06,7.3,2.45,51.58,20.31,54.0
12422,2422,Esp. Pol. Administración,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,22310.61,22310.61,7.95,0.58,8.42,94.52,5.48,3.66,5.98,1.53,44.62,9.71,39.0
12423,2423,Esp. Pol. Y serv. Personal,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,4333.66,4333.66,9.82,0.43,9.67,14.77,85.23,63.18,8.66,0.47,53.58,18.89,47.0
12424,2424,Esp. Formación personal,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12430,2430,"Prof. Venta, comercialización",2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12431,2431,Prof. Publicidad y marketing,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,35894.46,35894.46,9.17,0.65,9.41,31.8,68.2,11.71,7.55,1.14,45.67,12.41,52.5
12432,2432,Prof. Rel. Públicas,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,16715.42,16715.42,,,,43.12,56.88,57.03,6.0,0.0,35.0,0.0,35.0
12433,2433,Prof. Ventas médicas,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,31150.39,31150.39,8.89,0.67,8.99,21.98,78.02,0.0,7.72,1.14,59.85,9.29,62.0
12434,2434,Prof. Ventas IT,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12500,2500,Profesionales IT,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12510,2510,Des. Y An. Software,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12511,2511,An. de sistemas,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,62424.77,62424.77,9.39,0.6,9.31,31.33,68.67,14.8,8.2,0.89,39.64,9.29,40.0
12512,2512,Des. software,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,28212.83,28212.83,9.35,0.61,9.38,21.9,78.1,36.4,8.12,1.27,33.99,10.77,31.0
12513,2513,Des. Web y multimedia,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,10197.52,10197.52,8.49,0.76,7.88,47.9,52.1,0.0,7.0,0.0,39.41,5.44,35.0
12514,2514,Programadores,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,19736.54,19736.54,,,,0.0,100.0,4.18,,,,,
12519,2519,Des. Y An. Software,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,5898.43,5898.43,,,,59.22,40.78,0.0,,,,,
12520,2520,Esp. Bases de datos,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12521,2521,Adm. Base de datos,2. Profesionales,1. Trabajadores  no manuales,"(0.360284, 0.069247, 0.431497, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12522,2522,Admin. sistemas,2. Profesionales,1. Trabajadores  no manuales,"(0.360284, 0.069247, 0.431497, 1.0)",#DF8F44,#cccccc,15994.17,15994.17,,,,0.0,100.0,0.0,,,,,
12523,2523,Prof. Redes informáticas,2. Profesionales,1. Trabajadores  no manuales,"(0.360284, 0.069247, 0.431497, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12529,2529,Esp. Bases de datos,2. Profesionales,1. Trabajadores  no manuales,"(0.360284, 0.069247, 0.431497, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12600,2600,"Prof. Derecho, Cs Sociales",2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)",#DF8F44,#cccccc,3560.0,3560.0,9.15,0.23,9.14,64.35,35.65,74.27,8.64,0.48,35.45,1.98,36.0
12610,2610,Prof. Derecho,2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12611,2611,Abogados,2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)",#DF8F44,#cccccc,214517.27,214517.27,9.28,0.88,9.21,43.97,56.03,21.27,8.88,0.69,43.22,14.05,44.0
12612,2612,Jueces,2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)",#DF8F44,#cccccc,29206.99,29206.99,9.57,0.54,9.33,3.26,96.74,100.0,9.0,0.0,49.7,10.36,60.0
12619,2619,Prof. Derecho n/c,2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)",#DF8F44,#cccccc,19818.76,19818.76,9.48,0.93,9.05,30.92,69.08,78.0,8.77,0.72,52.18,15.5,53.0
12620,2620,"Archivistas, bibliotecarios, curadores y afines",2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12621,2621,Archivistas y curadores de museos,2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12622,2622,"Bibliotecarios, documentalistas y afines",2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)",#DF8F44,#cccccc,9634.73,9634.73,9.24,0.16,9.23,79.66,20.34,88.38,7.38,1.65,50.99,11.51,49.0
12630,2630,Esp. cs. Sociales,2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)",#DF8F44,#cccccc,15279.26,15279.26,9.76,0.51,9.75,91.15,8.85,100.0,9.0,0.0,56.0,14.35,66.0
12631,2631,Economistas,2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)",#DF8F44,#cccccc,3029.0,3029.0,9.44,0.62,9.18,0.0,100.0,0.0,9.0,0.0,72.03,11.99,67.0
12632,2632,"Sociólogos, antropólogos y afines",2. Profesionales,1. Trabajadores  no manuales,"(0.372768, 0.073915, 0.4324, 1.0)",#DF8F44,#cccccc,11446.7,11446.7,10.19,0.52,9.8,73.75,26.25,87.29,9.0,0.0,57.59,13.61,57.0
12633,2633,"Filósofos, historiadores y especialistas en ciencias políticas",2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12634,2634,Psicólogos,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,138802.51,138802.51,9.05,0.84,9.16,89.57,10.43,33.5,8.82,0.57,45.59,14.74,44.0
12635,2635,Prof. Trabajo social,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,72443.47,72443.47,9.12,0.96,9.21,89.94,10.06,92.61,8.52,0.64,39.31,13.93,45.0
12636,2636,Prof. Religiosos,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,386.0,386.0,,,,0.0,100.0,100.0,9.0,0.0,47.0,0.0,47.0
12640,2640,Aut. periodistas y lingüistas,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12641,2641,Aut. escritores,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,4135.3,4135.3,8.75,0.33,8.83,28.45,71.55,52.58,8.51,0.5,53.72,11.49,55.0
12642,2642,Periodistas,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,52354.05,52354.05,8.52,0.28,8.62,37.62,62.38,18.46,8.29,1.21,41.59,9.5,37.0
12643,2643,"Traductores, intérpretes y lingüistas",2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,4022.0,4022.0,9.41,0.2,9.41,100.0,0.0,0.0,8.0,0.98,45.22,14.38,32.0
12650,2650,Artistas creativos e interpretativos,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12651,2651,Artistaplásticos,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,28816.71,28816.71,8.84,0.7,8.7,58.34,41.66,5.28,7.57,1.67,62.37,10.48,57.5
12652,2652,"Músicos, cantantes y compositores",2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,62700.71,62700.71,8.81,0.82,8.52,22.62,77.38,37.18,6.09,1.79,37.54,14.59,35.0
12653,2653,Bailarines y coreógrafos,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,41165.67,41165.67,8.95,0.3,8.74,51.62,48.38,3.24,6.49,1.49,42.63,3.41,41.0
12654,2654,Dir. cine teatro,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,6402.77,6402.77,8.81,0.59,9.07,11.12,88.88,26.72,7.88,1.14,38.8,13.61,40.0
12655,2655,Actores,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,11072.46,11072.46,8.58,0.48,8.59,49.23,50.77,0.0,5.68,1.73,63.37,34.75,41.0
12656,2656,"Locutores de radio, televisión y otros med.s de comunicación",2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,18801.65,18801.65,8.67,0.98,8.17,34.72,65.28,0.0,6.48,2.36,45.5,20.3,24.5
12659,2659,Artistas creativos e interpretativos no clasificados bajo otros epígrafes,2. Profesionales,1. Trabajadores  no manuales,"(0.379001, 0.076253, 0.432719, 1.0)",#DF8F44,#cccccc,4640.0,4640.0,8.76,0.22,8.92,0.0,100.0,0.0,4.75,1.89,42.36,8.04,40.0
13000,3000,Téc. Y prof. N. Medio. mediop,3. Técnicos,1. Trabajadores  no manuales,"(0.434987, 0.097069, 0.432039, 1.0)",#00A1D5,#cccccc,813.0,813.0,,,,0.0,100.0,100.0,8.0,0.0,29.0,0.0,29.0
13100,3100,Prof. med. ciencia e ingeniería,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)",#00A1D5,#cccccc,192.52,192.52,,,,100.0,0.0,100.0,,,,,
13110,3110,Téc. Cs. Físicas e ingeniería,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)",#00A1D5,#cccccc,1475.0,1475.0,9.76,0.0,9.76,0.0,100.0,26.17,8.26,0.44,50.67,12.31,44.0
13111,3111,Téc. cs. físicas y químicas,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)",#00A1D5,#cccccc,9047.34,9047.34,8.51,1.36,8.96,40.24,59.76,49.15,7.89,1.31,36.4,11.18,38.0
13112,3112,Téc. Ing. Civil,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)",#00A1D5,#cccccc,50533.28,50533.28,8.82,0.76,8.84,22.79,77.21,6.96,5.63,1.76,47.72,18.3,47.5
13113,3113,Electrotécnicos,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)",#00A1D5,#cccccc,22602.46,22602.46,9.41,0.06,9.32,0.0,100.0,1.38,7.76,0.42,55.0,6.38,51.0
13114,3114,Téc. electrónica,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)",#00A1D5,#cccccc,20567.01,20567.01,8.93,0.57,9.21,24.18,75.82,16.83,7.17,1.35,43.09,7.95,41.0
13115,3115,Téc. Ing. mecánica,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)",#00A1D5,#cccccc,13812.57,13812.57,9.15,0.75,8.86,11.67,88.33,12.55,7.65,1.46,44.49,18.66,44.0
13116,3116,Téc. química industrial,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)",#00A1D5,#cccccc,8554.0,8554.0,9.32,0.52,9.49,39.91,60.09,80.14,8.29,1.05,37.51,13.9,34.0
13117,3117,"Tec. Ingeniería, industria y minas",3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)",#00A1D5,#cccccc,8701.14,8701.14,9.64,0.52,9.49,0.0,100.0,17.23,7.96,1.4,42.1,9.94,46.0
13118,3118,Dibujant. Técnicos,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)",#00A1D5,#cccccc,8146.73,8146.73,8.34,0.44,8.54,13.61,86.39,34.63,5.85,1.22,44.08,20.03,46.5
13119,3119,Téc. Cs. Físicas,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)",#00A1D5,#cccccc,9983.0,9983.0,9.04,0.78,8.85,0.0,100.0,0.0,5.63,1.16,55.58,16.55,40.0
13120,3120,"Supv. Construcción, ingeniería y construcción",3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)",#00A1D5,#cccccc,35567.0,35567.0,8.93,1.06,8.99,15.98,84.02,34.98,5.31,1.98,53.74,18.17,56.0
13121,3121,Supv. Ingeniería y minas,3. Técnicos,1. Trabajadores  no manuales,"(0.453651, 0.103848, 0.430498, 1.0)",#00A1D5,#cccccc,6385.09,6385.09,10.52,0.37,10.64,0.0,100.0,36.57,6.34,1.71,39.66,7.75,38.0
13122,3122,Supv. Ind. manufactureras,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,96100.81,96100.81,9.15,0.65,8.91,12.49,87.51,9.18,4.52,1.53,46.66,19.21,46.5
13123,3123,Sup. Construcción,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,38974.8,38974.8,8.8,0.8,8.85,1.13,98.87,23.36,4.19,2.08,54.58,21.99,53.0
13130,3130,Téc. Ctrl. procesos,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,2033.0,2033.0,10.43,0.0,10.43,0.0,100.0,0.0,5.0,0.0,31.0,0.0,31.0
13131,3131,Op. Prod. Energia,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,19851.39,19851.39,9.61,0.57,9.62,0.0,100.0,24.54,4.98,1.4,57.04,13.51,49.5
13132,3132,Op. Incineradores y plantas de agua,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,5835.17,5835.17,9.39,0.4,9.22,0.0,100.0,45.45,4.11,1.37,45.93,9.14,50.0
13133,3133,Cont. Inst químicas,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,5039.0,5039.0,9.51,0.4,9.32,0.0,100.0,0.0,5.28,2.08,47.65,11.95,48.5
13134,3134,Op. Refinamiento petroleo y gas,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,10097.22,10097.22,10.09,0.54,10.09,0.0,100.0,19.61,6.02,1.99,42.08,11.82,42.5
13135,3135,Cont. prod. metales,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,1781.0,1781.0,9.28,0.03,9.28,0.0,100.0,0.0,3.99,1.0,73.45,3.5,73.5
13139,3139,Téc. Ctrl. Procesos n/c,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,3884.06,3884.06,10.7,0.0,10.7,35.71,64.29,0.0,3.58,0.49,35.74,4.43,36.5
13140,3140,Téc. Cs. biológicas y afines,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,
13141,3141,Téc. Cs. Biológicas,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,3517.0,3517.0,7.97,0.0,7.97,100.0,0.0,13.25,8.6,1.02,24.4,1.02,25.5
13142,3142,Téc. agropecuarios,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,6214.0,6214.0,8.33,0.33,8.34,47.6,52.4,37.25,5.79,2.48,49.18,18.34,52.5
13143,3143,Téc. forestales,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,
13150,3150,Técnicos navegación marítima y aeronáutica,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,1867.0,1867.0,9.43,0.0,9.43,0.0,100.0,100.0,7.0,0.0,41.0,0.0,41.0
13151,3151,Of. Maquinistas navegación,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,4995.29,4995.29,9.22,0.0,9.22,0.0,100.0,17.54,3.0,0.0,46.0,0.0,46.0
13152,3152,"Capitanes, oficiales de cubierta y prácticos",3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,5848.59,5848.59,9.17,0.38,9.26,0.0,100.0,52.24,4.2,0.91,61.44,12.26,60.0
13153,3153,Pilotos de aviación y afines,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,6348.0,6348.0,9.77,0.23,9.77,0.0,100.0,78.21,6.53,1.33,51.46,14.86,56.0
13154,3154,Cont. tráf. aéreo,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,587.42,587.42,,,,100.0,0.0,100.0,,,,,
13155,3155,Téc. Seg. aeronáutica,3. Técnicos,1. Trabajadores  no manuales,"(0.459875, 0.106089, 0.429846, 1.0)",#00A1D5,#cccccc,2423.0,2423.0,9.39,0.0,9.39,0.0,100.0,0.0,7.0,0.0,24.0,0.0,24.0
13200,3200,Prof. med. salud,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,9222.86,9222.86,8.65,0.24,8.52,55.65,44.35,72.44,6.75,1.23,47.95,5.67,51.0
13210,3210,Téc. médicos y farmacéuticos,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,
13211,3211,Téc. diagnóstico y tratamiento médico,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,48780.77,48780.77,8.79,0.54,8.91,48.12,51.88,27.49,7.05,1.63,43.47,16.84,43.0
13212,3212,Téc. Lab. médicos,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,24223.42,24223.42,8.45,0.94,8.65,80.07,19.93,36.64,4.57,1.95,57.49,17.09,50.0
13213,3213,Téc. farmacéuticos,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,9183.22,9183.22,9.07,0.17,8.95,42.4,57.6,28.81,6.33,1.44,29.76,5.09,31.5
13214,3214,Téc. prótesis médicas y dentales,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,5674.06,5674.06,7.73,1.3,8.5,56.76,43.24,0.0,6.01,1.72,44.31,19.87,34.0
13220,3220,Prof. med. enfermería y partería,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,
13221,3221,Prof. med. enfermería,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,416048.77,416048.77,8.65,0.76,8.62,85.24,14.76,50.9,6.2,1.91,53.6,15.5,53.0
13222,3222,Prof. med. partería,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,1364.0,1364.0,8.95,0.06,9.07,100.0,0.0,100.0,4.87,0.62,49.76,8.2,68.0
13230,3230,Prof. med. medicina tradicional y alternativa,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,10113.11,10113.11,6.99,0.28,7.42,62.35,37.65,0.0,3.52,1.55,42.0,3.98,42.0
13232,3232,Prof. med. medicina tradicional y alternativa,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,
13240,3240,Téc. veterinarios,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,4211.99,4211.99,8.19,0.29,8.33,79.3,20.7,46.39,6.89,1.45,43.73,13.77,30.0
13250,3250,Prof med. salud,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,
13251,3251,Aux. y ay. Dentista,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,7419.43,7419.43,9.25,0.06,9.27,100.0,0.0,56.07,6.79,0.7,49.43,12.64,39.0
13252,3252,Téc. Doc. Sanitaria,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,2160.0,2160.0,9.27,0.04,9.25,60.28,39.72,100.0,5.38,1.2,38.71,8.08,38.0
13253,3253,T ra. Comu. Salud,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,16206.7,16206.7,8.2,0.91,8.13,79.88,20.12,91.66,5.05,1.81,38.53,15.97,45.0
13254,3254,Téc. optometría y ópticos,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,
13255,3255,Téc. fisioterapeutas,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,51047.95,51047.95,8.49,0.79,8.78,83.11,16.89,5.22,6.5,2.25,59.53,21.09,47.5
13256,3256,Asistentes médicos,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,24745.06,24745.06,9.09,0.62,8.85,76.94,23.06,24.05,7.27,1.28,42.81,14.1,37.0
