v183ciuo,original_v183ciuo,ciuolabel,ciuo1diglabel,ciuo3cat,ciuolabel_color,ciuo1diglabel_color,ciuo3cat_color,n_obs,total_workers_weighted,income_mean,income_std,income_median,female_pct,male_pct,public_sector_pct,nivel_ed_mean,nivel_ed_std,age_mean,age_std,age_median
13257,3257,Insp. Salud y laboral,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,36739.43,36739.43,8.76,0.8,8.78,64.88,35.12,88.88,6.94,1.56,38.82,16.07,39.0
13258,3258,Ay. de ambulancias,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,549.0,549.0,9.13,0.0,9.13,0.0,100.0,0.0,5.0,0.0,47.0,0.0,47.0
13259,3259,Prof med. salud n/c,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,14622.18,14622.18,9.2,0.92,8.89,87.52,12.48,13.49,5.96,1.88,59.99,23.35,71.0
13300,3300,Prof. Med. Financieros,3. Técnicos,1. Trabajadores  no manuales,"(0.484789, 0.114974, 0.426548, 1.0)",#00A1D5,#cccccc,7185.0,7185.0,9.67,0.83,10.02,55.05,44.95,47.88,8.14,1.13,52.97,14.08,57.0
13310,3310,Prof. Med. Finanzas y matemáticas,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,14209.0,14209.0,8.95,0.69,9.31,51.59,48.41,11.13,5.99,1.53,55.44,17.44,39.0
13311,3311,"Ag. bolsa, cambio y otros servicios financieros",3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,7623.7,7623.7,9.15,0.25,9.23,8.97,91.03,0.0,7.84,1.17,30.38,8.45,28.5
13312,3312,Of. Préstamos y créditos,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,41292.9,41292.9,9.04,0.4,8.92,59.52,40.48,0.8,5.83,1.55,33.86,15.89,49.0
13313,3313,Tenedores de libros,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,38456.0,38456.0,8.83,0.77,8.91,24.9,75.1,11.45,5.64,1.83,50.67,17.25,56.0
13314,3314,Prof. med. estadística y afines,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,2608.3,2608.3,,,,0.0,100.0,100.0,,,,,
13315,3315,Tasadores,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,8322.0,8322.0,6.6,1.19,8.43,10.56,89.44,0.0,7.8,0.99,34.45,16.42,47.0
13320,3320,Ag. comerciales y corredores,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,8837.01,8837.01,9.25,0.38,9.16,9.04,90.96,0.0,5.83,1.73,40.12,14.65,36.0
13321,3321,Ag. de seguros,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,58381.79,58381.79,9.3,0.53,9.13,10.74,89.26,0.0,6.33,1.51,45.85,12.0,50.0
13322,3322,Rep. Comerciales,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,108567.8,108567.8,8.87,0.79,8.78,26.8,73.2,0.61,5.69,1.66,44.97,15.43,41.0
13323,3323,Ag. de compras,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,19488.42,19488.42,8.95,0.66,8.8,16.05,83.95,21.36,5.97,1.61,37.79,9.49,36.0
13324,3324,Ag. de compras y consignatarios,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,3430.86,3430.86,9.34,0.51,9.31,12.91,87.09,0.0,5.46,1.08,53.13,7.34,56.5
13330,3330,Ag. serv. comerciales,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,
13331,3331,Dec. o gest. aduana,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,25421.7,25421.7,9.27,0.63,9.18,28.15,71.85,51.1,6.27,1.17,53.39,14.29,51.0
13332,3332,Org. Eventos y conferencias,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,44930.0,44930.0,7.76,0.92,7.76,72.43,27.57,5.34,6.26,1.62,43.97,17.72,39.0
13333,3333,Ag. de empleo y contratistas de mano de obra,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,19538.0,19538.0,9.17,0.82,8.99,11.22,88.78,0.0,4.53,1.58,43.58,14.55,45.0
13334,3334,Ag. inmobiliarios,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,52402.54,52402.54,9.05,0.85,9.02,23.6,76.4,0.0,6.85,1.44,51.94,13.64,56.0
13339,3339,Ag. serv. comerciales n/c,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,4827.11,4827.11,9.61,0.0,9.61,73.71,26.29,0.0,5.0,0.0,35.0,0.0,35.0
13340,3340,Secretarios administrativos y especializados,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,35598.0,35598.0,8.71,0.96,8.62,49.42,50.58,45.51,6.17,2.03,45.69,13.03,49.0
13341,3341,Supv. Secretaría,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,60269.32,60269.32,9.01,0.66,8.99,44.88,55.12,74.39,6.26,1.68,52.84,16.08,55.0
13342,3342,Secretarios jurídicos,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,22098.99,22098.99,9.07,0.94,8.49,47.22,52.78,47.79,7.69,1.8,44.09,9.71,42.0
13343,3343,Secretarios administrativos y ejecutivos,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,30350.42,30350.42,9.03,0.6,9.21,89.52,10.48,55.11,7.15,1.5,44.29,17.84,51.5
13344,3344,Secretarios médicos,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,62870.91,62870.91,8.16,0.9,8.48,85.13,14.87,22.23,6.57,1.86,37.9,18.15,37.0
13350,3350,Ag. adm. pública para la aplicación de la ley y afines,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,
13351,3351,Ag. aduana e inspectores de fronteras,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,3331.33,3331.33,9.27,0.11,9.26,76.67,23.33,100.0,5.53,1.14,38.32,14.94,40.0
13352,3352,Ag. adm. tributaria,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,10352.85,10352.85,9.04,1.17,9.21,85.9,14.1,100.0,7.04,1.16,60.42,17.89,55.0
13353,3353,Ag. seg. Social,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,3215.97,3215.97,,,,100.0,0.0,100.0,,,,,
13354,3354,Ag. serv. licencias y permisos,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,10202.32,10202.32,8.31,0.65,8.12,16.18,83.82,66.74,7.54,0.5,40.03,22.17,24.0
13355,3355,Insp. De policía,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,25797.34,25797.34,9.14,0.55,9.0,11.05,88.95,100.0,6.19,1.63,50.94,14.76,57.0
13359,3359,Ag. adm. pública para la aplicacion de la ley y afines no clasificados bajo otros epígrafes,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,21383.75,21383.75,8.84,1.01,8.95,54.9,45.1,92.86,4.94,1.88,56.31,21.47,47.0
13400,3400,Prof. med. jurídico,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,2148.93,2148.93,,,,100.0,0.0,100.0,,,,,
13410,3410,Prof. Med. Jurídicos y sociales,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,13635.0,13635.0,9.06,0.68,9.21,0.0,100.0,5.77,4.33,1.22,43.4,3.83,44.0
13411,3411,Prof. med. derecho,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,45801.99,45801.99,9.43,0.88,8.99,42.55,57.45,65.74,7.54,1.41,51.89,15.76,46.0
13412,3412,Traby asist. Sociales nivel medio,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,42849.27,42849.27,8.65,0.53,8.74,72.11,27.89,65.25,5.74,2.13,49.4,17.63,43.0
13413,3413,Aux. laicos religiones,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,893.0,893.0,8.34,1.16,7.28,16.24,83.76,0.0,7.51,1.11,42.54,3.32,39.5
13420,3420,Ent. deportivos,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,
13421,3421,Atletas y deportistas,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,9913.2,9913.2,9.33,0.0,9.33,0.0,100.0,0.0,5.0,0.0,26.0,0.0,26.0
13422,3422,"Ent. Deportivos, arbitros",3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,43774.97,43774.97,8.86,0.78,8.63,37.81,62.19,18.55,6.0,2.09,34.42,12.41,33.0
13423,3423,Inst. ed física,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,81832.78,81832.78,8.56,0.67,8.18,48.89,51.11,16.4,6.08,1.76,36.65,12.95,36.0
13430,3430,"Prof. med. Act culturales, artísticas y humanas",3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,1444.0,1444.0,7.79,0.98,8.13,70.98,29.02,29.02,3.6,1.84,37.46,7.94,35.0
13431,3431,Fotógrafos,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,71213.42,71213.42,8.79,0.32,8.67,46.76,53.24,50.56,5.18,1.14,38.76,15.25,47.0
13432,3432,Dis. De interior,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,5054.74,5054.74,9.0,0.42,8.94,40.26,59.74,0.0,6.76,1.93,42.76,15.67,38.5
13433,3433,"Téc. arte, museos y bibliotecas",3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,8899.73,8899.73,9.29,0.66,9.21,50.26,49.74,61.54,5.97,1.16,45.0,9.98,47.5
13434,3434,Chefs,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,39900.47,39900.47,9.17,0.66,8.84,46.51,53.49,1.15,6.39,2.0,33.92,11.83,35.0
13435,3435,Prof med. Act artísticas y culturales,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,29894.0,29894.0,8.8,1.06,8.52,24.04,75.96,23.0,6.02,2.07,36.55,12.85,31.0
13500,3500,Téc. IT,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,
13510,3510,Téc. Op. IT n/c,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,
13511,3511,Téc. Op. IT,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,4314.42,4314.42,8.41,0.18,8.5,55.58,44.42,0.0,5.88,1.47,55.11,16.37,31.0
13512,3512,Téc. Asistencia IT,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,18308.2,18308.2,9.04,0.75,8.82,0.0,100.0,33.9,7.64,0.77,34.46,5.62,36.0
13513,3513,Téc. redes y sistemas de computadores,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,25088.99,25088.99,8.75,0.33,8.66,4.5,95.5,39.88,6.74,1.28,29.93,5.32,31.5
13514,3514,Técnicos Web,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,6068.31,6068.31,9.6,0.0,9.6,8.21,91.79,0.0,5.23,1.48,24.64,10.33,26.5
13520,3520,Téc. telecomunicaciones y radiodifusión,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,
13521,3521,Téc. radiodifusión y grabación audio visual,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,45685.69,45685.69,8.91,0.76,8.79,10.47,89.53,34.72,6.61,2.47,35.93,14.39,36.0
13522,3522,Téc. Ing. telecomunicaciones,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,5131.0,5131.0,8.98,0.17,8.78,84.7,15.3,15.3,6.95,0.51,56.95,12.17,42.0
14000,4000,Apoyo administrativo,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.603139, 0.157151, 0.395891, 1.0)",#B24745,#cccccc,1791.19,1791.19,,,,77.84,22.16,77.84,,,,,
14100,4100,Oficinistas n/c,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,,
14110,4110,Oficinistas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,1067891.57,1067891.57,8.87,0.72,8.7,57.4,42.6,51.73,6.3,1.82,45.31,16.39,42.0
14120,4120,Secretarios (general),4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,180992.23,180992.23,8.79,0.66,8.52,88.1,11.9,37.5,5.85,1.9,45.38,16.92,44.0
14130,4130,Op. Maq oficina,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,,
14131,4131,Op. Pros de texto y mecanógrafos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,13179.14,13179.14,8.74,0.0,8.74,100.0,0.0,100.0,7.0,0.0,62.0,0.0,62.0
14132,4132,Grab. De datos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,9247.43,9247.43,8.91,0.88,8.52,64.16,35.84,60.09,5.17,0.84,43.28,7.63,40.5
14200,4200,Emp. Trato directo con el público,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.633998, 0.168992, 0.383704, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,,
14210,4210,Cobradores y pagadores,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.633998, 0.168992, 0.383704, 1.0)",#B24745,#cccccc,5449.0,5449.0,7.86,0.54,8.29,100.0,0.0,0.0,5.37,0.77,26.79,14.32,38.5
14211,4211,Cajeros bancos y afines,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.633998, 0.168992, 0.383704, 1.0)",#B24745,#cccccc,41214.71,41214.71,9.18,0.47,9.21,32.13,67.87,37.98,5.86,1.39,55.9,16.72,48.0
14212,4212,Recep. apuestas y afines,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.633998, 0.168992, 0.383704, 1.0)",#B24745,#cccccc,87768.53,87768.53,8.68,0.84,8.54,56.22,43.78,2.8,4.94,1.11,38.06,13.53,40.0
14213,4213,Prestamistas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,2229.0,2229.0,8.29,0.0,8.29,78.6,21.4,0.0,5.43,0.82,28.86,1.64,30.0
14214,4214,Cobradres,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,33885.66,33885.66,8.43,1.17,8.56,50.33,49.67,1.26,5.36,1.38,46.98,16.2,41.0
14220,4220,Emp. Serv. Información,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,372.0,372.0,8.01,0.0,8.01,100.0,0.0,0.0,5.0,0.0,52.0,0.0,52.0
14221,4221,Emp. Ag. Viajes,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,29882.77,29882.77,8.66,0.73,8.79,63.41,36.59,1.58,6.25,1.53,40.81,9.43,44.0
14222,4222,Emp. cent. Llamadas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,82538.66,82538.66,8.73,0.6,8.38,50.39,49.61,20.45,5.74,1.59,37.62,16.94,31.5
14223,4223,Telefonistas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,56710.73,56710.73,8.93,0.85,8.65,40.02,59.98,38.83,5.71,1.82,44.84,21.01,33.0
14224,4224,Recepcionistas de hoteles,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,14072.73,14072.73,8.2,0.54,8.41,46.33,53.67,11.33,4.79,1.96,52.39,23.03,27.0
14225,4225,Emp. Informaciónes,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,68264.37,68264.37,8.52,0.67,8.59,66.08,33.92,54.45,6.3,1.84,38.29,13.04,36.5
14226,4226,Recepcionistas (general),4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,229280.67,229280.67,8.92,0.64,8.65,71.06,28.94,28.37,5.67,2.17,41.53,16.05,39.0
14227,4227,Encuestadores y entrevistadores,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,17312.54,17312.54,8.62,0.43,8.61,87.4,12.6,59.51,4.68,2.29,44.42,7.27,36.0
14229,4229,Emp. Serv. Información,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,3322.55,3322.55,8.46,0.12,8.46,100.0,0.0,56.79,7.02,1.85,36.7,10.33,35.0
14300,4300,Emp. Contables y materiales,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,,
14310,4310,Aux. contables y financieros,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,,
14311,4311,Emp. Contabilidad,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,287399.03,287399.03,8.61,0.88,8.7,71.33,28.67,23.89,5.64,1.96,50.16,18.99,45.5
14312,4312,Emp. Serv. Estadísticos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,9029.83,9029.83,8.65,0.53,8.83,55.5,44.5,41.09,6.57,1.98,56.61,20.35,61.5
14313,4313,Emp. Nóminas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,49533.39,49533.39,8.45,0.84,8.99,70.12,29.88,52.05,7.27,1.79,51.11,14.3,51.5
14320,4320,Emp. Registro materiales,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,,
14321,4321,Emp. Ctrl. Abastecimiento,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,114463.25,114463.25,9.03,0.58,9.08,32.93,67.07,22.55,5.6,1.96,40.57,14.32,40.0
14322,4322,Emp. Apoyo producción,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,6583.02,6583.02,8.22,0.21,8.52,77.41,22.59,0.0,4.97,0.17,37.92,16.66,27.0
14323,4323,Emp. Serv. Transporte,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,72307.07,72307.07,8.9,1.11,8.67,19.24,80.76,14.42,5.94,1.91,43.68,16.93,47.0
14400,4400,Pers. Administrativo,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.66454, 0.181539, 0.369846, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,,
14410,4410,Pers. Administrativo n/c,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,,
14411,4411,Emp. bibliotecas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,9994.9,9994.9,7.71,1.63,8.66,57.17,42.83,76.54,5.01,0.88,35.38,15.93,38.0
14412,4412,Emp. Serv. Correos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,67250.57,67250.57,8.55,0.71,8.22,34.37,65.63,37.91,4.7,2.41,45.23,21.08,52.0
14413,4413,"Cod. datos, correctores de pruebas de imprenta y afines",4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,,
14414,4414,Escribientes públicos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,2921.82,2921.82,,,,100.0,0.0,100.0,,,,,
14415,4415,Emp. archivos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,24058.34,24058.34,9.15,0.49,9.23,54.24,45.76,54.07,6.39,2.52,43.57,19.33,39.5
14416,4416,Emp. Serv. De personal,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,59290.43,59290.43,8.76,0.66,8.99,56.05,43.95,55.63,6.61,1.76,40.16,10.7,38.0
14419,4419,Apoyo administrativo,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,30871.47,30871.47,8.99,0.88,8.7,55.0,45.0,40.03,6.42,1.63,40.74,16.06,30.0
15000,5000,Trab. servicios y vendedores de comercios y mercados,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.758422, 0.229097, 0.315266, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
15100,5100,Trab. Serv. Personales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
15110,5110,Serv. Pasajeros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
15111,5111,Aux. serv. abordo,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
15112,5112,Cobradores transporte público,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
15113,5113,Guías de turismo,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
15120,5120,Cocineros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
15130,5130,Camareros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
15131,5131,Camarero mesas,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
15132,5132,Camarer barra,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
15140,5140,"Peluqueros, especialistas en tratamientos de belleza y afines",5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
15141,5141,Peluqueros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
15142,5142,Esp. Trat belleza,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
15150,5150,Sup. Mantenimiento y limpieza,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,,
