algorithm,resolution,score,score_type
infomap,0.1,0.6441797076705548,AMI
infomap,0.1,0.6607817446985751,NMI
infomap,0.1,0.9010724818049637,AMI
infomap,0.1,0.9045170468217151,NMI
infomap,0.1,0.9233013636622138,AMI
infomap,0.1,0.9287122906211372,NMI
infomap,0.1,0.8715423639768323,AMI
infomap,0.1,0.8787434420031122,NMI
infomap,0.1,0.8594083380482496,AMI
infomap,0.1,0.8654927980184545,NMI
infomap,0.1,0.9582811288277053,AMI
infomap,0.1,0.9597733114269098,NMI
infomap,0.1,0.9321472667967834,AMI
infomap,0.1,0.9345991377722483,NMI
infomap,0.1,0.8058674841179119,AMI
infomap,0.1,0.8128223437482373,NMI
infomap,0.1,0.8312640727690092,AMI
infomap,0.1,0.8400828662253169,NMI
infomap,0.1,0.8460582252630956,AMI
infomap,0.1,0.8543232263302358,NMI
infomap,0.1,0.9012501546315097,AMI
infomap,0.1,0.9059093491370113,NMI
infomap,0.1,0.9306180360805759,AMI
infomap,0.1,0.9330993580911828,NMI
infomap,0.1,0.9051339484744332,AMI
infomap,0.1,0.9086252900528862,NMI
infomap,0.1,0.8237161543223448,AMI
infomap,0.1,0.8301860198005188,NMI
infomap,0.1,0.8083802916084475,AMI
infomap,0.1,0.8162739382219006,NMI
infomap,0.1,0.7950385945641716,AMI
infomap,0.1,0.8038833962708315,NMI
infomap,0.1,0.8836133738622829,AMI
infomap,0.1,0.8913532705323195,NMI
infomap,0.1,0.8610266931305769,AMI
infomap,0.1,0.8680198449916007,NMI
infomap,0.1,0.741569373255297,AMI
infomap,0.1,0.7549738679949222,NMI
infomap,0.1,0.8093148302274698,AMI
infomap,0.1,0.8175088147499293,NMI
infomap,0.1,0.9085915227832001,AMI
infomap,0.1,0.9155091337819451,NMI
infomap,0.1,0.8854661402090267,AMI
infomap,0.1,0.8915416566583803,NMI
infomap,0.1,0.7485694148500798,AMI
infomap,0.1,0.7616871097378405,NMI
infomap,0.1,0.8871763979613149,AMI
infomap,0.1,0.8928251433145982,NMI
infomap,0.1,0.9159655607474063,AMI
infomap,0.1,0.9196343924673984,NMI
infomap,0.1,0.8333433719237292,AMI
infomap,0.1,0.8415166045914845,NMI
infomap,0.1,0.972451259413755,AMI
infomap,0.1,0.9737535316373704,NMI
infomap,0.1,0.8257969879905463,AMI
infomap,0.1,0.8318427737443697,NMI
infomap,0.1,0.8472233774126504,AMI
infomap,0.1,0.8532356048637271,NMI
infomap,0.11574864870826927,0.5097073721594876,AMI
infomap,0.11574864870826927,0.573088133801881,NMI
infomap,0.11574864870826927,0.6635973500464034,AMI
infomap,0.11574864870826927,0.6796235158884527,NMI
infomap,0.11574864870826927,0.6802513476831902,AMI
infomap,0.11574864870826927,0.6958222965984796,NMI
infomap,0.11574864870826927,0.4949466236786847,AMI
infomap,0.11574864870826927,0.5499512570899081,NMI
infomap,0.11574864870826927,0.7768648122590314,AMI
infomap,0.11574864870826927,0.7916929414170084,NMI
infomap,0.11574864870826927,0.5006872214554328,AMI
infomap,0.11574864870826927,0.5563601699518754,NMI
infomap,0.11574864870826927,0.6595273475005116,AMI
infomap,0.11574864870826927,0.6765473573315254,NMI
infomap,0.11574864870826927,0.5639120950685758,AMI
infomap,0.11574864870826927,0.6301640789390982,NMI
infomap,0.11574864870826927,0.483530390416927,AMI
infomap,0.11574864870826927,0.5236404386395249,NMI
infomap,0.11574864870826927,0.4216535760466341,AMI
infomap,0.11574864870826927,0.47610717242740547,NMI
infomap,0.11574864870826927,0.4019963686307103,AMI
infomap,0.11574864870826927,0.4551420729395178,NMI
infomap,0.11574864870826927,0.441858535892518,AMI
infomap,0.11574864870826927,0.4903341575866414,NMI
infomap,0.11574864870826927,0.767787454547312,AMI
infomap,0.11574864870826927,0.787409827285969,NMI
infomap,0.11574864870826927,0.6416896397012074,AMI
infomap,0.11574864870826927,0.6690135484062341,NMI
infomap,0.11574864870826927,0.5445489357673134,AMI
infomap,0.11574864870826927,0.6068105538094137,NMI
infomap,0.11574864870826927,0.6207820698929547,AMI
infomap,0.11574864870826927,0.6806000619049324,NMI
infomap,0.11574864870826927,0.8709875032280208,AMI
infomap,0.11574864870826927,0.8751683794403111,NMI
infomap,0.11574864870826927,0.6276727001392108,AMI
infomap,0.11574864870826927,0.6701905167156017,NMI
infomap,0.11574864870826927,0.3050759923176087,AMI
infomap,0.11574864870826927,0.4291953394477363,NMI
infomap,0.11574864870826927,0.5550586787748708,AMI
infomap,0.11574864870826927,0.6011639535822414,NMI
infomap,0.11574864870826927,0.9103215511786342,AMI
infomap,0.11574864870826927,0.9125897976925071,NMI
infomap,0.11574864870826927,0.37008252004539277,AMI
infomap,0.11574864870826927,0.4779325126267164,NMI
infomap,0.11574864870826927,0.30849774948898373,AMI
infomap,0.11574864870826927,0.4317865882784825,NMI
infomap,0.11574864870826927,0.3139070258383331,AMI
infomap,0.11574864870826927,0.4359079530095318,NMI
infomap,0.11574864870826927,0.32623614474876156,AMI
infomap,0.11574864870826927,0.4448533569776941,NMI
infomap,0.11574864870826927,0.6709822602636925,AMI
infomap,0.11574864870826927,0.7039956670184773,NMI
infomap,0.11574864870826927,0.703056944050579,AMI
infomap,0.11574864870826927,0.7297310116275495,NMI
infomap,0.11574864870826927,0.8926778029901934,AMI
infomap,0.11574864870826927,0.897831695329572,NMI
infomap,0.11574864870826927,0.5287961974939331,AMI
infomap,0.11574864870826927,0.582294091529495,NMI
infomap,0.11574864870826927,0.7641261796264226,AMI
infomap,0.11574864870826927,0.7782000618030009,NMI
infomap,0.11574864870826927,0.47075066493552653,AMI
infomap,0.11574864870826927,0.5260153198022309,NMI
infomap,0.11574864870826927,0.8809538420727477,AMI
infomap,0.11574864870826927,0.8882280496215209,NMI
infomap,0.11574864870826927,0.5445489357673156,AMI
infomap,0.11574864870826927,0.6068105538094138,NMI
infomap,0.11574864870826927,0.5634841045646989,AMI
infomap,0.11574864870826927,0.6015744909103836,NMI
infomap,0.11574864870826927,0.4757148014234582,AMI
infomap,0.11574864870826927,0.5300151389221601,NMI
infomap,0.11574864870826927,0.46644954300503527,AMI
infomap,0.11574864870826927,0.5191632364478458,NMI
infomap,0.11574864870826927,0.49745002618267087,AMI
infomap,0.11574864870826927,0.5453901692506725,NMI
infomap,0.11574864870826927,0.8285698810395311,AMI
infomap,0.11574864870826927,0.8447340343164323,NMI
infomap,0.11574864870826927,0.7332898105378024,AMI
infomap,0.11574864870826927,0.756638189447429,NMI
infomap,0.11574864870826927,0.6026274922630603,AMI
infomap,0.11574864870826927,0.6530103344589365,NMI
infomap,0.11574864870826927,0.7853837332819025,AMI
infomap,0.11574864870826927,0.7969533286979492,NMI
infomap,0.11574864870826927,0.47672815845721217,AMI
infomap,0.11574864870826927,0.5371564294468532,NMI
infomap,0.11574864870826927,0.9046579854386391,AMI
infomap,0.11574864870826927,0.9097013111432687,NMI
infomap,0.11574864870826927,0.5639117098406264,AMI
infomap,0.11574864870826927,0.6214610127838426,NMI
infomap,0.11574864870826927,0.5735190680631098,AMI
infomap,0.11574864870826927,0.615261037569182,NMI
infomap,0.11574864870826927,0.48192268850972114,AMI
infomap,0.11574864870826927,0.5413087829422825,NMI
infomap,0.11574864870826927,0.4726236119021518,AMI
infomap,0.11574864870826927,0.5302013484363329,NMI
infomap,0.11574864870826927,0.5042200201051646,AMI
infomap,0.11574864870826927,0.5570540680022253,NMI
infomap,0.11574864870826927,0.8525403768362627,AMI
infomap,0.11574864870826927,0.8651816268484783,NMI
infomap,0.11574864870826927,0.7553111693917226,AMI
infomap,0.11574864870826927,0.7749533380782302,NMI
infomap,0.11574864870826927,0.6075744951734116,AMI
infomap,0.11574864870826927,0.6429764698197323,NMI
infomap,0.11574864870826927,0.2987188857695413,AMI
infomap,0.11574864870826927,0.41292110934411236,NMI
infomap,0.11574864870826927,0.5376189527912969,AMI
infomap,0.11574864870826927,0.5768508347795931,NMI
infomap,0.11574864870826927,0.870987503228021,AMI
infomap,0.11574864870826927,0.8751683794403109,NMI
infomap,0.11574864870826927,0.3615322030063049,AMI
infomap,0.11574864870826927,0.4591810344645502,NMI
infomap,0.11574864870826927,0.3020269343837196,AMI
infomap,0.11574864870826927,0.415368297675753,NMI
infomap,0.11574864870826927,0.3072807885840442,AMI
infomap,0.11574864870826927,0.4193023287036867,NMI
infomap,0.11574864870826927,0.3193487411328794,AMI
infomap,0.11574864870826927,0.42790696344170825,NMI
infomap,0.11574864870826927,0.6484396378176744,AMI
infomap,0.11574864870826927,0.6753682319710549,NMI
infomap,0.11574864870826927,0.6785361016033903,AMI
infomap,0.11574864870826927,0.699994159203556,NMI
infomap,0.11574864870826927,0.467691929632785,AMI
infomap,0.11574864870826927,0.542833531563805,NMI
infomap,0.11574864870826927,0.7670090810290856,AMI
infomap,0.11574864870826927,0.7765299168258833,NMI
infomap,0.11574864870826927,0.6276727001392125,AMI
infomap,0.11574864870826927,0.6701905167156017,NMI
infomap,0.11574864870826927,0.5529096084966577,AMI
infomap,0.11574864870826927,0.6072936973428205,NMI
infomap,0.11574864870826927,0.4722753183990519,AMI
infomap,0.11574864870826927,0.5462602480931062,NMI
infomap,0.11574864870826927,0.4519862765604211,AMI
infomap,0.11574864870826927,0.5230263182373692,NMI
infomap,0.11574864870826927,0.4954746966597427,AMI
infomap,0.11574864870826927,0.5626745124055089,NMI
infomap,0.11574864870826927,0.8976092969371703,AMI
