model_1,model_2,dimension,wasserstein
configuration_model_5,configuration_model_9,2,14.313708498984763
configuration_model_5,configuration_model_10,0,26.0
configuration_model_5,configuration_model_10,1,83.06259088140743
configuration_model_5,configuration_model_10,2,58.68986283848338
configuration_model_5,configuration_model_11,0,90.17514421272202
configuration_model_5,configuration_model_11,1,77.04834831085563
configuration_model_5,configuration_model_11,2,73.53910524340087
configuration_model_5,configuration_model_12,0,220.40411229460642
configuration_model_5,configuration_model_12,1,47.05587313089441
configuration_model_5,configuration_model_12,2,23.627416997969526
configuration_model_5,configuration_model_13,0,84.46803743153548
configuration_model_5,configuration_model_13,1,58.420931312886154
configuration_model_5,configuration_model_13,2,34.526911934581165
configuration_model_5,configuration_model_14,0,92.46803743153548
configuration_model_5,configuration_model_14,1,51.43407673212514
configuration_model_5,configuration_model_14,2,46.669047558312094
configuration_model_5,configuration_model_15,0,77.76093065034893
configuration_model_5,configuration_model_15,1,23.72792206135786
configuration_model_5,configuration_model_15,2,7.535533905932738
configuration_model_5,configuration_model_16,0,106.05382386916237
configuration_model_5,configuration_model_16,1,49.82747501432694
configuration_model_5,configuration_model_16,2,28.991378028648427
configuration_model_5,configuration_model_17,0,72.76093065034893
configuration_model_5,configuration_model_17,1,23.02081528017131
configuration_model_5,configuration_model_17,2,15.142135623730956
configuration_model_5,configuration_model_18,0,83.76093065034893
configuration_model_5,configuration_model_18,1,23.606601717798217
configuration_model_5,configuration_model_18,2,23.920310216782973
configuration_model_5,configuration_model_19,0,10.0
configuration_model_5,configuration_model_19,1,26.384776310850235
configuration_model_5,configuration_model_19,2,34.941125496954264
configuration_model_5,configuration_model_20,0,103.88225099390857
configuration_model_5,configuration_model_20,1,35.81323244377515
configuration_model_5,configuration_model_20,2,52.32590180780447
configuration_model_5,configuration_model_21,0,78.05382386916237
configuration_model_5,configuration_model_21,1,48.76955262170045
configuration_model_5,configuration_model_21,2,21.384776310850235
configuration_model_5,configuration_model_22,0,97.46803743153548
configuration_model_5,configuration_model_22,1,54.52691193458118
configuration_model_5,configuration_model_22,2,19.97056274847714
configuration_model_5,configuration_model_23,0,85.05382386916237
configuration_model_5,configuration_model_23,1,37.57059175665586
configuration_model_5,configuration_model_23,2,37.648232278140824
configuration_model_5,configuration_model_24,0,85.46803743153548
configuration_model_5,configuration_model_24,1,31.620844288350032
configuration_model_5,configuration_model_24,2,32.87005768508881
configuration_model_5,enhanced_configuration_model_0,0,6014.658902744127
configuration_model_5,enhanced_configuration_model_0,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_0,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_1,0,6203.598548944667
configuration_model_5,enhanced_configuration_model_1,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_1,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_2,0,6144.837618294317
configuration_model_5,enhanced_configuration_model_2,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_2,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_3,0,6271.773693157388
configuration_model_5,enhanced_configuration_model_3,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_3,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_4,0,4802.331162702409
configuration_model_5,enhanced_configuration_model_4,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_4,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_5,0,6527.302697133019
configuration_model_5,enhanced_configuration_model_5,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_5,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_6,0,6527.302697133019
configuration_model_5,enhanced_configuration_model_6,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_6,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_7,0,6008.493445050156
configuration_model_5,enhanced_configuration_model_7,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_7,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_8,0,2000.9542904879102
configuration_model_5,enhanced_configuration_model_8,1,203.98060351714787
configuration_model_5,enhanced_configuration_model_8,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_9,0,6143.009191169571
configuration_model_5,enhanced_configuration_model_9,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_9,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_10,0,3694.01056533563
configuration_model_5,enhanced_configuration_model_10,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_10,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_11,0,5818.94219591144
configuration_model_5,enhanced_configuration_model_11,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_11,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_12,0,6207.89144216348
configuration_model_5,enhanced_configuration_model_12,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_12,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_13,0,4626.7052250008555
configuration_model_5,enhanced_configuration_model_13,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_13,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_14,0,6527.302697133019
configuration_model_5,enhanced_configuration_model_14,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_14,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_15,0,4345.812259994543
configuration_model_5,enhanced_configuration_model_15,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_15,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_16,0,5180.553600853994
configuration_model_5,enhanced_configuration_model_16,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_16,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_17,0,2354.1559133593264
configuration_model_5,enhanced_configuration_model_17,1,203.98442317392667
configuration_model_5,enhanced_configuration_model_17,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_18,0,2815.5829329751587
configuration_model_5,enhanced_configuration_model_18,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_18,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_19,0,6142.7162979507575
configuration_model_5,enhanced_configuration_model_19,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_19,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_20,0,3517.99461515571
configuration_model_5,enhanced_configuration_model_20,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_20,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_21,0,3712.9603128039357
configuration_model_5,enhanced_configuration_model_21,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_21,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_22,0,6527.302697133019
configuration_model_5,enhanced_configuration_model_22,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_22,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_23,0,5885.187293975123
configuration_model_5,enhanced_configuration_model_23,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_23,2,66.46803743153549
configuration_model_5,enhanced_configuration_model_24,0,6335.363050932484
configuration_model_5,enhanced_configuration_model_24,1,202.93964620053924
configuration_model_5,enhanced_configuration_model_24,2,66.46803743153549
_hidalgo_disparity_filtration.csv,configuration_model_6,0,873.811795926681
_hidalgo_disparity_filtration.csv,configuration_model_6,1,216.24678198990446
_hidalgo_disparity_filtration.csv,configuration_model_6,2,47.37615433949869
configuration_model_6,configuration_model_7,0,20.0
configuration_model_6,configuration_model_7,1,48.142135623730944
configuration_model_6,configuration_model_7,2,23.72792206135786
configuration_model_6,configuration_model_8,0,29.0
configuration_model_6,configuration_model_8,1,50.426406871192846
configuration_model_6,configuration_model_8,2,28.28427124746188
configuration_model_6,configuration_model_9,0,158.10764773832474
configuration_model_6,configuration_model_9,1,65.47665940288698
configuration_model_6,configuration_model_9,2,23.849242404917504
configuration_model_6,configuration_model_10,0,16.0
configuration_model_6,configuration_model_10,1,75.46146472191592
configuration_model_6,configuration_model_10,2,53.79036790187171
configuration_model_6,configuration_model_11,0,79.05382386916237
configuration_model_6,configuration_model_11,1,71.43407673212512
configuration_model_6,configuration_model_11,2,73.71067811865468
configuration_model_6,configuration_model_12,0,224.1614716074871
configuration_model_6,configuration_model_12,1,58.133513652379364
configuration_model_6,configuration_model_12,2,26.870057685088803
configuration_model_6,configuration_model_13,0,95.05382386916237
configuration_model_6,configuration_model_13,1,81.44722215136412
configuration_model_6,configuration_model_13,2,43.13351365237935
configuration_model_6,configuration_model_14,0,85.05382386916237
configuration_model_6,configuration_model_14,1,73.41778489984125
configuration_model_6,configuration_model_14,2,65.76093065034888
configuration_model_6,configuration_model_15,0,100.05382386916237
configuration_model_6,configuration_model_15,1,62.38477631085022
configuration_model_6,configuration_model_15,2,15.55634918610405
configuration_model_6,configuration_model_16,0,82.05382386916237
configuration_model_6,configuration_model_16,1,73.09750369123701
configuration_model_6,configuration_model_16,2,50.911688245431385
configuration_model_6,configuration_model_17,0,97.05382386916237
configuration_model_6,configuration_model_17,1,55.98480531902892
configuration_model_6,configuration_model_17,2,28.28427124746188
configuration_model_6,configuration_model_18,0,94.58935777509511
configuration_model_6,configuration_model_18,1,39.84266969529801
configuration_model_6,configuration_model_18,2,34.234018715767704
configuration_model_6,configuration_model_19,0,34.0
configuration_model_6,configuration_model_19,1,58.21320343559641
configuration_model_6,configuration_model_19,2,41.01219330881971
configuration_model_6,configuration_model_20,0,88.17514421272202
configuration_model_6,configuration_model_20,1,57.88430025564058
configuration_model_6,configuration_model_20,2,47.71930009000625
configuration_model_6,configuration_model_21,0,85.46803743153548
configuration_model_6,configuration_model_21,1,22.656854249492383
configuration_model_6,configuration_model_21,2,21.506096654409873
configuration_model_6,configuration_model_22,0,85.46803743153548
configuration_model_6,configuration_model_22,1,59.08326112068521
configuration_model_6,configuration_model_22,2,31.11269837220807
configuration_model_6,configuration_model_23,0,86.46803743153548
configuration_model_6,configuration_model_23,1,54.64823227814081
configuration_model_6,configuration_model_23,2,35.52691193458116
configuration_model_6,configuration_model_24,0,86.05382386916237
configuration_model_6,configuration_model_24,1,66.79898987322332
configuration_model_6,configuration_model_24,2,27.334523779156054
configuration_model_6,enhanced_configuration_model_0,0,6001.102553558023
configuration_model_6,enhanced_configuration_model_0,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_0,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_1,0,6184.920879415002
configuration_model_6,enhanced_configuration_model_1,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_1,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_2,0,6127.867055545839
configuration_model_6,enhanced_configuration_model_2,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_2,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_3,0,6253.096023627723
configuration_model_6,enhanced_configuration_model_3,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_3,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_4,0,4792.189027078681
configuration_model_6,enhanced_configuration_model_4,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_4,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_5,0,6510.332134384542
configuration_model_6,enhanced_configuration_model_5,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_5,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_6,0,6510.332134384542
configuration_model_6,enhanced_configuration_model_6,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_6,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_7,0,5995.717770775325
configuration_model_6,enhanced_configuration_model_7,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_7,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_8,0,1993.9334752077395
configuration_model_6,enhanced_configuration_model_8,1,208.71124808397187
configuration_model_6,enhanced_configuration_model_8,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_9,0,6126.038628421094
configuration_model_6,enhanced_configuration_model_9,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_9,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_10,0,3685.5755364930837
configuration_model_6,enhanced_configuration_model_10,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_10,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_11,0,5808.800060287711
configuration_model_6,enhanced_configuration_model_11,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_11,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_12,0,6189.213772633815
configuration_model_6,enhanced_configuration_model_12,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_12,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_13,0,4616.563089377128
configuration_model_6,enhanced_configuration_model_13,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_13,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_14,0,6510.332134384542
configuration_model_6,enhanced_configuration_model_14,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_14,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_15,0,4337.3772311520015
configuration_model_6,enhanced_configuration_model_15,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_15,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_16,0,5170.411465230266
configuration_model_6,enhanced_configuration_model_16,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_16,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_17,0,2344.5493116415264
configuration_model_6,enhanced_configuration_model_17,1,210.46203468723303
configuration_model_6,enhanced_configuration_model_17,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_18,0,2806.8550109137987
configuration_model_6,enhanced_configuration_model_18,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_18,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_19,0,6125.74573520228
configuration_model_6,enhanced_configuration_model_19,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_19,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_20,0,3509.5595863131634
configuration_model_6,enhanced_configuration_model_20,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_20,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_21,0,3704.5252839613895
configuration_model_6,enhanced_configuration_model_21,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_21,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_22,0,6510.332134384542
configuration_model_6,enhanced_configuration_model_22,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_22,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_23,0,5875.045158351393
configuration_model_6,enhanced_configuration_model_23,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_23,2,47.37615433949869
configuration_model_6,enhanced_configuration_model_24,0,6316.685381402818
configuration_model_6,enhanced_configuration_model_24,1,207.88939366884506
configuration_model_6,enhanced_configuration_model_24,2,47.37615433949869
_hidalgo_disparity_filtration.csv,configuration_model_7,0,883.226009489054
_hidalgo_disparity_filtration.csv,configuration_model_7,1,219.68076039011467
_hidalgo_disparity_filtration.csv,configuration_model_7,2,55.15432893255072
configuration_model_7,configuration_model_8,0,11.0
configuration_model_7,configuration_model_8,1,39.55634918610404
configuration_model_7,configuration_model_8,2,28.748737341529154
configuration_model_7,configuration_model_9,0,144.10764773832474
configuration_model_7,configuration_model_9,1,36.2634559672906
configuration_model_7,configuration_model_9,2,14.020815280171313
configuration_model_7,configuration_model_10,0,24.0
configuration_model_7,configuration_model_10,1,84.90306627407979
configuration_model_7,configuration_model_10,2,72.2964645562816
configuration_model_7,configuration_model_11,0,86.17514421272202
configuration_model_7,configuration_model_11,1,77.04177560123613
configuration_model_7,configuration_model_11,2,86.26702730475881
configuration_model_7,configuration_model_12,0,220.1614716074871
configuration_model_7,configuration_model_12,1,60.13351365237937
configuration_model_7,configuration_model_12,2,36.35533905932736
configuration_model_7,configuration_model_13,0,78.76093065034893
configuration_model_7,configuration_model_13,1,63.98385320860966
configuration_model_7,configuration_model_13,2,47.54772721475245
configuration_model_7,configuration_model_14,0,87.05382386916237
configuration_model_7,configuration_model_14,1,52.07668841106574
configuration_model_7,configuration_model_14,2,57.98275605729683
configuration_model_7,configuration_model_15,0,82.05382386916237
configuration_model_7,configuration_model_15,1,23.071067811865476
configuration_model_7,configuration_model_15,2,23.14213562373095
configuration_model_7,configuration_model_16,0,102.05382386916237
configuration_model_7,configuration_model_16,1,48.59797974644663
configuration_model_7,configuration_model_16,2,42.01219330881971
configuration_model_7,configuration_model_17,0,81.05382386916237
configuration_model_7,configuration_model_17,1,22.085310382417294
configuration_model_7,configuration_model_17,2,28.748737341529154
configuration_model_7,configuration_model_18,0,83.76093065034893
configuration_model_7,configuration_model_18,1,29.842669695298007
configuration_model_7,configuration_model_18,2,38.112698372208065
configuration_model_7,configuration_model_19,0,20.0
configuration_model_7,configuration_model_19,1,37.04163056034261
configuration_model_7,configuration_model_19,2,49.13351365237935
configuration_model_7,configuration_model_20,0,100.17514421272202
configuration_model_7,configuration_model_20,1,44.06244584051391
configuration_model_7,configuration_model_20,2,66.2253967444161
configuration_model_7,configuration_model_21,0,83.76093065034893
configuration_model_7,configuration_model_21,1,48.685339390596
configuration_model_7,configuration_model_21,2,35.57716446627534
configuration_model_7,configuration_model_22,0,93.46803743153548
configuration_model_7,configuration_model_22,1,67.91168824543142
configuration_model_7,configuration_model_22,2,31.819805153394626
configuration_model_7,configuration_model_23,0,82.76093065034893
configuration_model_7,configuration_model_23,1,49.0558731308944
configuration_model_7,configuration_model_23,2,51.84062043356592
configuration_model_7,configuration_model_24,0,79.46803743153548
configuration_model_7,configuration_model_24,1,35.691912100215504
configuration_model_7,configuration_model_24,2,47.06244584051389
configuration_model_7,enhanced_configuration_model_0,0,6008.416262057007
configuration_model_7,enhanced_configuration_model_0,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_0,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_1,0,6197.355908257547
configuration_model_7,enhanced_configuration_model_1,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_1,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_2,0,6138.594977607197
configuration_model_7,enhanced_configuration_model_2,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_2,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_3,0,6265.531052470268
configuration_model_7,enhanced_configuration_model_3,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_3,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_4,0,4797.795628796476
configuration_model_7,enhanced_configuration_model_4,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_4,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_5,0,6524.474270008273
configuration_model_7,enhanced_configuration_model_5,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_5,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_6,0,6524.474270008273
configuration_model_7,enhanced_configuration_model_6,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_6,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_7,0,6002.250804363036
configuration_model_7,enhanced_configuration_model_7,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_7,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_8,0,1994.4187565819777
configuration_model_7,enhanced_configuration_model_8,1,212.01249929446286
configuration_model_7,enhanced_configuration_model_8,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_9,0,6136.766550482451
configuration_model_7,enhanced_configuration_model_9,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_9,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_10,0,3687.7679246485104
configuration_model_7,enhanced_configuration_model_10,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_10,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_11,0,5814.406662005506
configuration_model_7,enhanced_configuration_model_11,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_11,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_12,0,6201.64880147636
configuration_model_7,enhanced_configuration_model_12,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_12,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_13,0,4622.169691094923
configuration_model_7,enhanced_configuration_model_13,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_13,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_14,0,6524.474270008273
configuration_model_7,enhanced_configuration_model_14,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_14,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_15,0,4339.569619307424
configuration_model_7,enhanced_configuration_model_15,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_15,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_16,0,5176.0180669480615
configuration_model_7,enhanced_configuration_model_16,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_16,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_17,0,2346.741699796953
configuration_model_7,enhanced_configuration_model_17,1,212.5910248917251
configuration_model_7,enhanced_configuration_model_17,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_18,0,2809.0473990692253
configuration_model_7,enhanced_configuration_model_18,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_18,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_19,0,6136.4736572636375
configuration_model_7,enhanced_configuration_model_19,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_19,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_20,0,3511.75197446859
configuration_model_7,enhanced_configuration_model_20,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_20,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_21,0,3706.717672116816
configuration_model_7,enhanced_configuration_model_21,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_21,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_22,0,6524.474270008273
configuration_model_7,enhanced_configuration_model_22,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_22,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_23,0,5880.651760069189
configuration_model_7,enhanced_configuration_model_23,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_23,2,55.15432893255072
configuration_model_7,enhanced_configuration_model_24,0,6329.120410245364
configuration_model_7,enhanced_configuration_model_24,1,210.71782079359124
configuration_model_7,enhanced_configuration_model_24,2,55.15432893255072
_hidalgo_disparity_filtration.csv,configuration_model_8,0,890.226009489054
_hidalgo_disparity_filtration.csv,configuration_model_8,1,242.7158182408376
_hidalgo_disparity_filtration.csv,configuration_model_8,2,72.83199846221444
configuration_model_8,configuration_model_9,0,139.93607486307096
configuration_model_8,configuration_model_9,1,48.40559159102153
configuration_model_8,configuration_model_9,2,28.870057685088817
configuration_model_8,configuration_model_10,0,29.0
configuration_model_8,configuration_model_10,1,66.91388254805702
configuration_model_8,configuration_model_10,2,43.8406204335659
configuration_model_8,configuration_model_11,0,91.17514421272202
configuration_model_8,configuration_model_11,1,76.22649389572896
configuration_model_8,configuration_model_11,2,58.68986283848338
configuration_model_8,configuration_model_12,0,217.40411229460642
configuration_model_8,configuration_model_12,1,69.79036790187175
configuration_model_8,configuration_model_12,2,9.949747468305834
configuration_model_8,configuration_model_13,0,79.46803743153548
configuration_model_8,configuration_model_13,1,91.00357133746816
configuration_model_8,configuration_model_13,2,19.38477631085024
configuration_model_8,configuration_model_14,0,87.46803743153548
configuration_model_8,configuration_model_14,1,36.67109682004419
configuration_model_8,configuration_model_14,2,40.305086527633186
configuration_model_8,configuration_model_15,0,72.76093065034893
configuration_model_8,configuration_model_15,1,43.620844288350035
configuration_model_8,configuration_model_15,2,13.899494936611669
configuration_model_8,configuration_model_16,0,111.05382386916237
configuration_model_8,configuration_model_16,1,39.385873462163055
configuration_model_8,configuration_model_16,2,22.62741699796951
configuration_model_8,configuration_model_17,0,75.76093065034893
configuration_model_8,configuration_model_17,1,43.72792206135786
configuration_model_8,configuration_model_17,2,0.0
configuration_model_8,configuration_model_18,0,78.76093065034893
configuration_model_8,configuration_model_18,1,40.355339059327356
configuration_model_8,configuration_model_18,2,13.606601717798217
configuration_model_8,configuration_model_19,0,13.0
configuration_model_8,configuration_model_19,1,41.87005768508881
configuration_model_8,configuration_model_19,2,21.798989873223338
configuration_model_8,configuration_model_20,0,108.58935777509511
configuration_model_8,configuration_model_20,1,38.87772754602112
configuration_model_8,configuration_model_20,2,37.476659402887
configuration_model_8,configuration_model_21,0,81.05382386916237
configuration_model_8,configuration_model_21,1,46.648232278140824
configuration_model_8,configuration_model_21,2,10.19238815542512
configuration_model_8,configuration_model_22,0,97.58935777509511
configuration_model_8,configuration_model_22,1,73.2898918466621
configuration_model_8,configuration_model_22,2,8.242640687119286
configuration_model_8,configuration_model_23,0,86.05382386916237
configuration_model_8,configuration_model_23,1,56.25483399593901
configuration_model_8,configuration_model_23,2,23.09188309203678
configuration_model_8,configuration_model_24,0,82.17514421272202
configuration_model_8,configuration_model_24,1,41.28427124746191
configuration_model_8,configuration_model_24,2,18.313708498984763
configuration_model_8,enhanced_configuration_model_0,0,6016.487329868873
configuration_model_8,enhanced_configuration_model_0,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_0,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_1,0,6205.426976069412
configuration_model_8,enhanced_configuration_model_1,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_1,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_2,0,6146.666045419062
configuration_model_8,enhanced_configuration_model_2,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_2,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_3,0,6273.602120282135
configuration_model_8,enhanced_configuration_model_3,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_3,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_4,0,4802.452483045969
configuration_model_8,enhanced_configuration_model_4,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_4,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_5,0,6530.838231038952
configuration_model_8,enhanced_configuration_model_5,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_5,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_6,0,6530.838231038952
configuration_model_8,enhanced_configuration_model_6,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_6,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_7,0,6010.321872174902
configuration_model_8,enhanced_configuration_model_7,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_7,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_8,0,1995.9542904879102
configuration_model_8,enhanced_configuration_model_8,1,232.6381310103742
configuration_model_8,enhanced_configuration_model_8,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_9,0,6144.837618294317
configuration_model_8,enhanced_configuration_model_9,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_9,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_10,0,3689.01056533563
configuration_model_8,enhanced_configuration_model_10,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_10,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_11,0,5819.063516254999
configuration_model_8,enhanced_configuration_model_11,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_11,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_12,0,6209.719869288226
configuration_model_8,enhanced_configuration_model_12,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_12,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_13,0,4626.8265453444155
configuration_model_8,enhanced_configuration_model_13,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_13,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_14,0,6530.838231038952
configuration_model_8,enhanced_configuration_model_14,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_14,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_15,0,4342.519366775729
configuration_model_8,enhanced_configuration_model_15,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_15,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_16,0,5180.674921197554
