model_1,model_2,dimension,wasserstein
configuration_model_14,enhanced_configuration_model_23,0,5808.526868388165
configuration_model_14,enhanced_configuration_model_23,1,243.951839509359
configuration_model_14,enhanced_configuration_model_23,2,113.13708498984764
configuration_model_14,enhanced_configuration_model_24,0,6258.702625345524
configuration_model_14,enhanced_configuration_model_24,1,243.951839509359
configuration_model_14,enhanced_configuration_model_24,2,113.13708498984764
_hidalgo_disparity_filtration.csv,configuration_model_15,0,826.050865276332
_hidalgo_disparity_filtration.csv,configuration_model_15,1,212.9025857970625
_hidalgo_disparity_filtration.csv,configuration_model_15,2,61.51828996322964
configuration_model_15,configuration_model_16,0,182.10764773832474
configuration_model_15,configuration_model_16,1,41.39901888140205
configuration_model_15,configuration_model_16,2,35.35533905932734
configuration_model_15,configuration_model_17,0,13.0
configuration_model_15,configuration_model_17,1,24.8492424049175
configuration_model_15,configuration_model_17,2,13.899494936611669
configuration_model_15,configuration_model_18,0,141.52186130069785
configuration_model_15,configuration_model_18,1,33.677669529663696
configuration_model_15,configuration_model_18,2,20.091883092036785
configuration_model_15,configuration_model_19,0,83.46803743153548
configuration_model_15,configuration_model_19,1,29.485281374238564
configuration_model_15,configuration_model_19,2,29.16295090390225
configuration_model_15,configuration_model_20,0,51.0
configuration_model_15,configuration_model_20,1,46.635086858901815
configuration_model_15,configuration_model_20,2,47.13351365237936
configuration_model_15,configuration_model_21,0,151.8147545195113
configuration_model_15,configuration_model_21,1,61.10612566258858
configuration_model_15,configuration_model_21,2,15.02081528017131
configuration_model_15,configuration_model_22,0,40.0
configuration_model_15,configuration_model_22,1,60.35533905932737
configuration_model_15,configuration_model_22,2,18.4350288425444
configuration_model_15,configuration_model_23,0,151.10764773832474
configuration_model_15,configuration_model_23,1,45.14323277504376
configuration_model_15,configuration_model_23,2,32.698484809834994
configuration_model_15,configuration_model_24,0,18.0
configuration_model_15,configuration_model_24,1,25.970562748477146
configuration_model_15,configuration_model_24,2,26.748737341529157
configuration_model_15,enhanced_configuration_model_0,0,5955.676146686829
configuration_model_15,enhanced_configuration_model_0,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_0,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_1,0,6144.615792887369
configuration_model_15,enhanced_configuration_model_1,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_1,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_2,0,6085.85486223702
configuration_model_15,enhanced_configuration_model_2,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_2,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_3,0,6212.7909371000915
configuration_model_15,enhanced_configuration_model_3,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_3,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_4,0,4736.519979520365
configuration_model_15,enhanced_configuration_model_4,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_4,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_5,0,6470.027047856909
configuration_model_15,enhanced_configuration_model_5,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_5,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_6,0,6470.027047856909
configuration_model_15,enhanced_configuration_model_6,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_6,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_7,0,5949.510688992858
configuration_model_15,enhanced_configuration_model_7,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_7,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_8,0,1924.900466618748
configuration_model_15,enhanced_configuration_model_8,1,204.68771029833445
configuration_model_15,enhanced_configuration_model_8,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_9,0,6084.026435112274
configuration_model_15,enhanced_configuration_model_9,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_9,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_10,0,3617.956741466467
configuration_model_15,enhanced_configuration_model_10,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_10,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_11,0,5757.499223409232
configuration_model_15,enhanced_configuration_model_11,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_11,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_12,0,6148.908686106182
configuration_model_15,enhanced_configuration_model_12,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_12,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_13,0,4560.894041818812
configuration_model_15,enhanced_configuration_model_13,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_13,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_14,0,6470.027047856909
configuration_model_15,enhanced_configuration_model_14,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_14,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_15,0,4276.586863250126
configuration_model_15,enhanced_configuration_model_15,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_15,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_16,0,5114.7424176719505
configuration_model_15,enhanced_configuration_model_16,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_16,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_17,0,2278.102089490164
configuration_model_15,enhanced_configuration_model_17,1,206.39863673629975
configuration_model_15,enhanced_configuration_model_17,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_18,0,2739.529109105996
configuration_model_15,enhanced_configuration_model_18,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_18,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_19,0,6083.733541893461
configuration_model_15,enhanced_configuration_model_19,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_19,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_20,0,3441.9407912865477
configuration_model_15,enhanced_configuration_model_20,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_20,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_21,0,3636.906488934773
configuration_model_15,enhanced_configuration_model_21,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_21,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_22,0,6470.027047856909
configuration_model_15,enhanced_configuration_model_22,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_22,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_23,0,5826.204537917825
configuration_model_15,enhanced_configuration_model_23,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_23,2,61.51828996322964
configuration_model_15,enhanced_configuration_model_24,0,6276.380294875187
configuration_model_15,enhanced_configuration_model_24,1,203.6467529817258
configuration_model_15,enhanced_configuration_model_24,2,61.51828996322964
_hidalgo_disparity_filtration.csv,configuration_model_16,0,923.8656197958435
_hidalgo_disparity_filtration.csv,configuration_model_16,1,233.45341271588106
_hidalgo_disparity_filtration.csv,configuration_model_16,2,95.45941546018398
configuration_model_16,configuration_model_17,0,177.10764773832474
configuration_model_16,configuration_model_17,1,49.086407533730096
configuration_model_16,configuration_model_17,2,22.62741699796951
configuration_model_16,configuration_model_18,0,48.0
configuration_model_16,configuration_model_18,1,48.42640687119284
configuration_model_16,configuration_model_18,2,20.091883092036788
configuration_model_16,configuration_model_19,0,110.05382386916237
configuration_model_16,configuration_model_19,1,41.95194177093147
configuration_model_16,configuration_model_19,2,15.606601717798217
configuration_model_16,configuration_model_20,0,146.52186130069785
configuration_model_16,configuration_model_20,1,26.435028842544405
configuration_model_16,configuration_model_20,2,32.69848480983501
configuration_model_16,configuration_model_21,0,32.0
configuration_model_16,configuration_model_21,1,66.24826128631955
configuration_model_16,configuration_model_21,2,32.819805153394626
configuration_model_16,configuration_model_22,0,147.52186130069785
configuration_model_16,configuration_model_22,1,66.79803776280407
configuration_model_16,configuration_model_22,2,27.162950903902267
configuration_model_16,configuration_model_23,0,37.0
configuration_model_16,configuration_model_23,1,45.2634559672906
configuration_model_16,configuration_model_23,2,18.313708498984766
configuration_model_16,configuration_model_24,0,168.10764773832474
configuration_model_16,configuration_model_24,1,30.72792206135786
configuration_model_16,configuration_model_24,2,24.748737341529175
configuration_model_16,enhanced_configuration_model_0,0,6055.842668928204
configuration_model_16,enhanced_configuration_model_0,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_0,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_1,0,6239.660994785183
configuration_model_16,enhanced_configuration_model_1,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_1,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_2,0,6182.607170916021
configuration_model_16,enhanced_configuration_model_2,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_2,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_3,0,6307.8361389979045
configuration_model_16,enhanced_configuration_model_3,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_3,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_4,0,4846.929142448859
configuration_model_16,enhanced_configuration_model_4,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_4,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_5,0,6563.365142973533
configuration_model_16,enhanced_configuration_model_5,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_5,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_6,0,6563.365142973533
configuration_model_16,enhanced_configuration_model_6,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_6,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_7,0,6050.457886145507
configuration_model_16,enhanced_configuration_model_7,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_7,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_8,0,2070.8659787333427
configuration_model_16,enhanced_configuration_model_8,1,224.85995641732194
configuration_model_16,enhanced_configuration_model_8,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_9,0,6180.778743791275
configuration_model_16,enhanced_configuration_model_9,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_9,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_10,0,3743.7298654256333
configuration_model_16,enhanced_configuration_model_10,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_10,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_11,0,5863.540175657892
configuration_model_16,enhanced_configuration_model_11,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_11,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_12,0,6243.953888003996
configuration_model_16,enhanced_configuration_model_12,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_12,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_13,0,4673.010311528492
configuration_model_16,enhanced_configuration_model_13,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_13,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_14,0,6563.365142973533
configuration_model_16,enhanced_configuration_model_14,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_14,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_15,0,4395.531560084551
configuration_model_16,enhanced_configuration_model_15,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_15,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_16,0,5225.151580600447
configuration_model_16,enhanced_configuration_model_16,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_16,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_17,0,2402.703640574078
configuration_model_16,enhanced_configuration_model_17,1,227.19652945821
configuration_model_16,enhanced_configuration_model_17,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_18,0,2865.0093398463487
configuration_model_16,enhanced_configuration_model_18,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_18,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_19,0,6180.4858505724615
configuration_model_16,enhanced_configuration_model_19,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_19,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_20,0,3567.7139152457135
configuration_model_16,enhanced_configuration_model_20,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_20,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_21,0,3762.679612893939
configuration_model_16,enhanced_configuration_model_21,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_21,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_22,0,6563.365142973533
configuration_model_16,enhanced_configuration_model_22,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_22,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_23,0,5929.785273721574
configuration_model_16,enhanced_configuration_model_23,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_23,2,95.45941546018398
configuration_model_16,enhanced_configuration_model_24,0,6371.425496772999
configuration_model_16,enhanced_configuration_model_24,1,222.73863607376254
configuration_model_16,enhanced_configuration_model_24,2,95.45941546018398
_hidalgo_disparity_filtration.csv,configuration_model_17,0,827.050865276332
_hidalgo_disparity_filtration.csv,configuration_model_17,1,211.36705189112982
_hidalgo_disparity_filtration.csv,configuration_model_17,2,72.83199846221444
configuration_model_17,configuration_model_18,0,152.52186130069785
configuration_model_17,configuration_model_18,1,26.792417163603837
configuration_model_17,configuration_model_18,2,13.606601717798217
configuration_model_17,configuration_model_19,0,70.76093065034893
configuration_model_17,configuration_model_19,1,26.091883092036788
configuration_model_17,configuration_model_19,2,21.798989873223338
configuration_model_17,configuration_model_20,0,46.0
configuration_model_17,configuration_model_20,1,46.819805153394626
configuration_model_17,configuration_model_20,2,37.476659402887
configuration_model_17,configuration_model_21,0,146.8147545195113
configuration_model_17,configuration_model_21,1,58.541154505132965
configuration_model_17,configuration_model_21,2,10.19238815542512
configuration_model_17,configuration_model_22,0,39.0
configuration_model_17,configuration_model_22,1,62.37615433949866
configuration_model_17,configuration_model_22,2,8.242640687119286
configuration_model_17,configuration_model_23,0,152.10764773832474
configuration_model_17,configuration_model_23,1,42.64165956852132
configuration_model_17,configuration_model_23,2,23.09188309203678
configuration_model_17,configuration_model_24,0,23.0
configuration_model_17,configuration_model_24,1,22.677669529663692
configuration_model_17,configuration_model_24,2,18.313708498984763
configuration_model_17,enhanced_configuration_model_0,0,5953.847719562084
configuration_model_17,enhanced_configuration_model_0,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_0,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_1,0,6142.787365762623
configuration_model_17,enhanced_configuration_model_1,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_1,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_2,0,6084.026435112274
configuration_model_17,enhanced_configuration_model_2,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_2,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_3,0,6210.962509975346
configuration_model_17,enhanced_configuration_model_3,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_3,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_4,0,4738.105765957991
configuration_model_17,enhanced_configuration_model_4,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_4,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_5,0,6466.491513950977
configuration_model_17,enhanced_configuration_model_5,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_5,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_6,0,6466.491513950977
configuration_model_17,enhanced_configuration_model_6,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_6,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_7,0,5947.6822618681135
configuration_model_17,enhanced_configuration_model_7,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_7,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_8,0,1936.7288937434942
configuration_model_17,enhanced_configuration_model_8,1,202.23253941935272
configuration_model_17,enhanced_configuration_model_8,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_9,0,6082.198007987528
configuration_model_17,enhanced_configuration_model_9,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_9,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_10,0,3629.785168591212
configuration_model_17,enhanced_configuration_model_10,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_10,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_11,0,5755.670796284488
configuration_model_17,enhanced_configuration_model_11,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_11,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_12,0,6147.080258981437
configuration_model_17,enhanced_configuration_model_12,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_12,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_13,0,4562.479828256438
configuration_model_17,enhanced_configuration_model_13,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_13,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_14,0,6466.491513950977
configuration_model_17,enhanced_configuration_model_14,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_14,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_15,0,4281.586863250125
configuration_model_17,enhanced_configuration_model_15,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_15,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_16,0,5116.328204109576
configuration_model_17,enhanced_configuration_model_16,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_16,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_17,0,2289.9305166149106
configuration_model_17,enhanced_configuration_model_17,1,205.5122872189271
configuration_model_17,enhanced_configuration_model_17,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_18,0,2751.3575362307424
configuration_model_17,enhanced_configuration_model_18,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_18,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_19,0,6081.905114768715
configuration_model_17,enhanced_configuration_model_19,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_19,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_20,0,3453.7692184112934
configuration_model_17,enhanced_configuration_model_20,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_20,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_21,0,3648.7349160595177
configuration_model_17,enhanced_configuration_model_21,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_21,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_22,0,6466.491513950977
configuration_model_17,enhanced_configuration_model_22,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_22,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_23,0,5824.3761107930795
configuration_model_17,enhanced_configuration_model_23,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_23,2,72.83199846221444
configuration_model_17,enhanced_configuration_model_24,0,6274.5518677504415
configuration_model_17,enhanced_configuration_model_24,1,200.11121907579297
configuration_model_17,enhanced_configuration_model_24,2,72.83199846221444
_hidalgo_disparity_filtration.csv,configuration_model_18,0,946.401153701776
_hidalgo_disparity_filtration.csv,configuration_model_18,1,208.06758596269674
_hidalgo_disparity_filtration.csv,configuration_model_18,2,81.31727983645301
configuration_model_18,configuration_model_19,0,91.76093065034893
configuration_model_18,configuration_model_19,1,31.506096654409877
configuration_model_18,configuration_model_19,2,12.19238815542512
configuration_model_18,configuration_model_20,0,174.17871555019022
configuration_model_18,configuration_model_20,1,34.87005768508881
configuration_model_18,configuration_model_20,2,32.698484809834994
configuration_model_18,configuration_model_21,0,16.0
configuration_model_18,configuration_model_21,1,38.92031021678296
configuration_model_18,configuration_model_21,2,12.727922061357859
configuration_model_18,configuration_model_22,0,163.17871555019022
configuration_model_18,configuration_model_22,1,45.94112549695427
configuration_model_18,configuration_model_22,2,17.606601717798217
configuration_model_18,configuration_model_23,0,17.0
configuration_model_18,configuration_model_23,1,38.870057685088796
configuration_model_18,configuration_model_23,2,19.384776310850242
configuration_model_18,configuration_model_24,0,142.93607486307093
configuration_model_18,configuration_model_24,1,37.50609665440987
configuration_model_18,configuration_model_24,2,14.606601717798217
configuration_model_18,enhanced_configuration_model_0,0,6079.541153738034
configuration_model_18,enhanced_configuration_model_0,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_0,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_1,0,6268.480799938574
configuration_model_18,enhanced_configuration_model_1,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_1,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_2,0,6209.719869288225
configuration_model_18,enhanced_configuration_model_2,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_2,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_3,0,6336.655944151296
configuration_model_18,enhanced_configuration_model_3,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_3,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_4,0,4860.384986571573
configuration_model_18,enhanced_configuration_model_4,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_4,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_5,0,6597.306268470487
configuration_model_18,enhanced_configuration_model_5,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_5,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_6,0,6597.306268470487
configuration_model_18,enhanced_configuration_model_6,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_6,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_7,0,6073.375696044064
configuration_model_18,enhanced_configuration_model_7,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_7,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_8,0,2050.47258045114
configuration_model_18,enhanced_configuration_model_8,1,197.98989873223326
configuration_model_18,enhanced_configuration_model_8,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_9,0,6207.891442163479
configuration_model_18,enhanced_configuration_model_9,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_9,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_10,0,3743.5288552988595
configuration_model_18,enhanced_configuration_model_10,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_10,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_11,0,5881.36423046044
configuration_model_18,enhanced_configuration_model_11,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_11,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_12,0,6272.773693157387
configuration_model_18,enhanced_configuration_model_12,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_12,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_13,0,4684.75904887002
configuration_model_18,enhanced_configuration_model_13,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_13,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_14,0,6597.306268470487
configuration_model_18,enhanced_configuration_model_14,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_14,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_15,0,4400.451870301335
configuration_model_18,enhanced_configuration_model_15,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_15,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_16,0,5238.607424723159
configuration_model_18,enhanced_configuration_model_16,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_16,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_17,0,2403.6742033225555
configuration_model_18,enhanced_configuration_model_17,1,202.03357855430787
configuration_model_18,enhanced_configuration_model_17,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_18,0,2865.1012229383878
configuration_model_18,enhanced_configuration_model_18,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_18,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_19,0,6207.598548944666
configuration_model_18,enhanced_configuration_model_19,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_19,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_20,0,3567.512905118939
configuration_model_18,enhanced_configuration_model_20,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_20,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_21,0,3762.4786027671653
configuration_model_18,enhanced_configuration_model_21,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_21,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_22,0,6597.306268470487
configuration_model_18,enhanced_configuration_model_22,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_22,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_23,0,5950.069544969031
configuration_model_18,enhanced_configuration_model_23,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_23,2,81.31727983645301
configuration_model_18,enhanced_configuration_model_24,0,6400.245301926392
configuration_model_18,enhanced_configuration_model_24,1,195.8685783886737
configuration_model_18,enhanced_configuration_model_24,2,81.31727983645301
_hidalgo_disparity_filtration.csv,configuration_model_19,0,890.6904755831215
_hidalgo_disparity_filtration.csv,configuration_model_19,1,208.17571417803876
_hidalgo_disparity_filtration.csv,configuration_model_19,2,88.3883476483185
configuration_model_19,configuration_model_20,0,105.88225099390857
configuration_model_19,configuration_model_20,1,30.549776476484553
configuration_model_19,configuration_model_20,2,21.67766952966369
configuration_model_19,configuration_model_21,0,80.05382386916237
configuration_model_19,configuration_model_21,1,59.012193308819725
configuration_model_19,configuration_model_21,2,20.38477631085024
configuration_model_19,configuration_model_22,0,107.46803743153548
configuration_model_19,configuration_model_22,1,53.30508652763321
configuration_model_19,configuration_model_22,2,26.384776310850242
configuration_model_19,configuration_model_23,0,89.05382386916237
configuration_model_19,configuration_model_23,1,33.50609665440989
configuration_model_19,configuration_model_23,2,10.071067811865476
configuration_model_19,configuration_model_24,0,93.46803743153548
configuration_model_19,configuration_model_24,1,20.549776476484553
configuration_model_19,configuration_model_24,2,17.677669529663692
configuration_model_19,enhanced_configuration_model_0,0,6016.073116306501
configuration_model_19,enhanced_configuration_model_0,1,198.69700551341995
configuration_model_19,enhanced_configuration_model_0,2,88.3883476483185
configuration_model_19,enhanced_configuration_model_1,0,6205.012762507041
configuration_model_19,enhanced_configuration_model_1,1,198.69700551341995
configuration_model_19,enhanced_configuration_model_1,2,88.3883476483185
configuration_model_19,enhanced_configuration_model_2,0,6146.251831856691
configuration_model_19,enhanced_configuration_model_2,1,198.69700551341995
configuration_model_19,enhanced_configuration_model_2,2,88.3883476483185
configuration_model_19,enhanced_configuration_model_3,0,6273.187906719762
configuration_model_19,enhanced_configuration_model_3,1,198.69700551341995
configuration_model_19,enhanced_configuration_model_3,2,88.3883476483185
configuration_model_19,enhanced_configuration_model_4,0,4802.0382694835935
configuration_model_19,enhanced_configuration_model_4,1,198.69700551341995
configuration_model_19,enhanced_configuration_model_4,2,88.3883476483185
configuration_model_19,enhanced_configuration_model_5,0,6528.7169106953925
configuration_model_19,enhanced_configuration_model_5,1,198.69700551341995
configuration_model_19,enhanced_configuration_model_5,2,88.3883476483185
configuration_model_19,enhanced_configuration_model_6,0,6528.7169106953925
configuration_model_19,enhanced_configuration_model_6,1,198.69700551341995
configuration_model_19,enhanced_configuration_model_6,2,88.3883476483185
configuration_model_19,enhanced_configuration_model_7,0,6009.90765861253
configuration_model_19,enhanced_configuration_model_7,1,198.69700551341995
configuration_model_19,enhanced_configuration_model_7,2,88.3883476483185
configuration_model_19,enhanced_configuration_model_8,0,2007.489824393843
configuration_model_19,enhanced_configuration_model_8,1,199.51885992854645
configuration_model_19,enhanced_configuration_model_8,2,88.3883476483185
configuration_model_19,enhanced_configuration_model_9,0,6144.423404731945
configuration_model_19,enhanced_configuration_model_9,1,198.69700551341995
configuration_model_19,enhanced_configuration_model_9,2,88.3883476483185
configuration_model_19,enhanced_configuration_model_10,0,3700.546099241561
configuration_model_19,enhanced_configuration_model_10,1,198.69700551341995
configuration_model_19,enhanced_configuration_model_10,2,88.3883476483185
configuration_model_19,enhanced_configuration_model_11,0,5818.649302692627
configuration_model_19,enhanced_configuration_model_11,1,198.69700551341995
configuration_model_19,enhanced_configuration_model_11,2,88.3883476483185
configuration_model_19,enhanced_configuration_model_12,0,6209.305655725854
configuration_model_19,enhanced_configuration_model_12,1,198.69700551341995
configuration_model_19,enhanced_configuration_model_12,2,88.3883476483185
configuration_model_19,enhanced_configuration_model_13,0,4629.826545344414
