algorithm,resolution,num_communities,seed,modularity
infomap,19.345210773806517,143,50180,-0.013592643324932284
infomap,19.345210773806517,143,50469,-0.013523430859480977
infomap,19.345210773806517,143,2110,-0.013790671057185937
infomap,19.345210773806517,143,9373,-0.01370760978883744
infomap,19.345210773806517,143,3289,-0.013554117499562828
infomap,19.345210773806517,143,54621,-0.013696007453769162
infomap,19.345210773806517,143,21588,-0.013666162788214966
infomap,19.345210773806517,143,23019,-0.013353386123745982
infomap,19.345210773806517,143,57408,-0.013569164027486029
infomap,19.345210773806517,143,18144,-0.01366255622744059
infomap,22.39182006044756,143,43667,-0.013583835926907052
infomap,22.39182006044756,143,55824,-0.013233004374497637
infomap,22.39182006044756,143,14480,-0.013532048538722781
infomap,22.39182006044756,143,57991,-0.013477327539095776
infomap,22.39182006044756,143,54596,-0.013529341451342405
infomap,22.39182006044756,143,50180,-0.013592643324932284
infomap,22.39182006044756,143,50469,-0.013523430859480977
infomap,22.39182006044756,143,2110,-0.013790671057185937
infomap,22.39182006044756,143,9373,-0.01370760978883744
infomap,22.39182006044756,143,3289,-0.013554117499562828
infomap,22.39182006044756,143,54621,-0.013696007453769162
infomap,22.39182006044756,143,21588,-0.013666162788214966
infomap,22.39182006044756,143,23019,-0.013353386123745982
infomap,22.39182006044756,143,57408,-0.013569164027486029
infomap,22.39182006044756,143,18144,-0.01366255622744059
infomap,25.91822914115521,143,43667,-0.013583835926907052
infomap,25.91822914115521,143,55824,-0.013233004374497637
infomap,25.91822914115521,143,14480,-0.013532048538722781
infomap,25.91822914115521,143,57991,-0.013477327539095776
infomap,25.91822914115521,143,54596,-0.013529341451342405
infomap,25.91822914115521,143,50180,-0.013592643324932284
infomap,25.91822914115521,143,50469,-0.013523430859480977
infomap,25.91822914115521,143,2110,-0.013790671057185937
infomap,25.91822914115521,143,9373,-0.01370760978883744
infomap,25.91822914115521,143,3289,-0.013554117499562828
infomap,25.91822914115521,143,54621,-0.013696007453769162
infomap,25.91822914115521,143,21588,-0.013666162788214966
infomap,25.91822914115521,143,23019,-0.013353386123745982
infomap,25.91822914115521,143,57408,-0.013569164027486029
infomap,25.91822914115521,143,18144,-0.01366255622744059
infomap,30.0,143,43667,-0.013583835926907052
infomap,30.0,143,55824,-0.013233004374497637
infomap,30.0,143,14480,-0.013532048538722781
infomap,30.0,143,57991,-0.013477327539095776
infomap,30.0,143,54596,-0.013529341451342405
infomap,30.0,143,50180,-0.013592643324932284
infomap,30.0,143,50469,-0.013523430859480977
infomap,30.0,143,2110,-0.013790671057185937
infomap,30.0,143,9373,-0.01370760978883744
infomap,30.0,143,3289,-0.013554117499562828
infomap,30.0,143,54621,-0.013696007453769162
infomap,30.0,143,21588,-0.013666162788214966
infomap,30.0,143,23019,-0.013353386123745982
infomap,30.0,143,57408,-0.013569164027486029
infomap,30.0,143,18144,-0.01366255622744059
leiden,0.1,4,43667,0.0
leiden,0.1,3,55824,0.0
leiden,0.1,3,14480,0.0
leiden,0.1,4,57991,0.0
leiden,0.1,4,54596,0.0
leiden,0.1,3,50180,0.0
leiden,0.1,3,50469,0.0
leiden,0.1,3,2110,0.0
leiden,0.1,4,9373,0.0
leiden,0.1,3,3289,0.0
leiden,0.1,3,54621,-1.1102230246251565e-16
leiden,0.1,4,21588,0.0
leiden,0.1,3,23019,1.1102230246251565e-16
leiden,0.1,3,57408,0.0
leiden,0.1,3,18144,0.0
leiden,0.11574864870826927,4,43667,0.0
leiden,0.11574864870826927,3,55824,0.0
leiden,0.11574864870826927,3,14480,0.0
leiden,0.11574864870826927,4,57991,0.0
leiden,0.11574864870826927,4,54596,0.0
leiden,0.11574864870826927,3,50180,0.0
leiden,0.11574864870826927,3,50469,0.0
leiden,0.11574864870826927,3,2110,0.0
leiden,0.11574864870826927,4,9373,0.0
leiden,0.11574864870826927,3,3289,0.0
leiden,0.11574864870826927,3,54621,-1.1102230246251565e-16
leiden,0.11574864870826927,4,21588,0.0
leiden,0.11574864870826927,3,23019,1.1102230246251565e-16
leiden,0.11574864870826927,3,57408,0.0
leiden,0.11574864870826927,3,18144,0.0
leiden,0.13397749677790324,4,43667,0.0
leiden,0.13397749677790324,3,55824,0.0
leiden,0.13397749677790324,3,14480,0.0
leiden,0.13397749677790324,4,57991,0.0
leiden,0.13397749677790324,4,54596,0.0
leiden,0.13397749677790324,3,50180,0.0
leiden,0.13397749677790324,3,50469,0.0
leiden,0.13397749677790324,3,2110,0.0
leiden,0.13397749677790324,4,9373,0.0
leiden,0.13397749677790324,3,3289,0.0
leiden,0.13397749677790324,3,54621,-1.1102230246251565e-16
leiden,0.13397749677790324,4,21588,0.0
leiden,0.13397749677790324,3,23019,1.1102230246251565e-16
leiden,0.13397749677790324,3,57408,0.0
leiden,0.13397749677790324,3,18144,0.0
leiden,0.155077142093588,4,43667,0.0
leiden,0.155077142093588,3,55824,0.0
leiden,0.155077142093588,3,14480,0.0
leiden,0.155077142093588,4,57991,0.0
leiden,0.155077142093588,4,54596,0.0
leiden,0.155077142093588,3,50180,0.0
leiden,0.155077142093588,3,50469,0.0
leiden,0.155077142093588,3,2110,0.0
leiden,0.155077142093588,4,9373,0.0
leiden,0.155077142093588,3,3289,0.0
leiden,0.155077142093588,3,54621,-1.1102230246251565e-16
leiden,0.155077142093588,4,21588,0.0
leiden,0.155077142093588,3,23019,1.1102230246251565e-16
leiden,0.155077142093588,3,57408,0.0
leiden,0.155077142093588,3,18144,0.0
leiden,0.1794996964287307,4,43667,0.0
leiden,0.1794996964287307,3,55824,0.0
leiden,0.1794996964287307,3,14480,0.0
leiden,0.1794996964287307,4,57991,0.0
leiden,0.1794996964287307,4,54596,0.0
leiden,0.1794996964287307,3,50180,0.0
leiden,0.1794996964287307,3,50469,0.0
leiden,0.1794996964287307,3,2110,0.0
leiden,0.1794996964287307,4,9373,0.0
leiden,0.1794996964287307,3,3289,0.0
leiden,0.1794996964287307,3,54621,-1.1102230246251565e-16
leiden,0.1794996964287307,4,21588,0.0
leiden,0.1794996964287307,3,23019,1.1102230246251565e-16
leiden,0.1794996964287307,3,57408,0.0
leiden,0.1794996964287307,3,18144,0.0
leiden,0.2077684730517013,4,43667,0.0
leiden,0.2077684730517013,3,55824,0.0
leiden,0.2077684730517013,3,14480,0.0
leiden,0.2077684730517013,4,57991,0.0
leiden,0.2077684730517013,4,54596,0.0
leiden,0.2077684730517013,4,50180,0.14689162781323636
leiden,0.2077684730517013,4,50469,0.14547111954953418
leiden,0.2077684730517013,4,2110,0.1491886730244936
leiden,0.2077684730517013,5,9373,0.15212743557033698
leiden,0.2077684730517013,3,3289,0.0
leiden,0.2077684730517013,3,54621,-1.1102230246251565e-16
leiden,0.2077684730517013,5,21588,0.15113248050408445
leiden,0.2077684730517013,3,23019,1.1102230246251565e-16
leiden,0.2077684730517013,4,57408,0.1372781881127476
leiden,0.2077684730517013,3,18144,0.0
leiden,0.24048919999914883,4,43667,0.0
leiden,0.24048919999914883,4,55824,0.3503400100675353
leiden,0.24048919999914883,4,14480,0.3504018554058934
leiden,0.24048919999914883,5,57991,0.3558119260191645
leiden,0.24048919999914883,5,54596,0.36021752813678554
leiden,0.24048919999914883,4,50180,0.38784240895151967
leiden,0.24048919999914883,4,50469,0.3588155037625058
leiden,0.24048919999914883,4,2110,0.36136572964592817
leiden,0.24048919999914883,5,9373,0.3486668507767485
leiden,0.24048919999914883,4,3289,0.38383387295554255
leiden,0.24048919999914883,4,54621,0.17450242566172727
leiden,0.24048919999914883,5,21588,0.15113248050408445
leiden,0.24048919999914883,4,23019,0.35920050947566146
leiden,0.24048919999914883,4,57408,0.34416073180162343
leiden,0.24048919999914883,4,18144,0.35905275791013475
leiden,0.27836299928834185,5,43667,0.3784574899837849
leiden,0.27836299928834185,4,55824,0.3503400100675353
leiden,0.27836299928834185,4,14480,0.35213599114648136
leiden,0.27836299928834185,5,57991,0.3558119260191645
leiden,0.27836299928834185,5,54596,0.36021752813678554
leiden,0.27836299928834185,4,50180,0.3879583819311234
leiden,0.27836299928834185,4,50469,0.3557973661338198
leiden,0.27836299928834185,4,2110,0.3644131582998609
leiden,0.27836299928834185,5,9373,0.3486668507767485
leiden,0.27836299928834185,4,3289,0.35189003924241946
leiden,0.27836299928834185,4,54621,0.3567548430325498
leiden,0.27836299928834185,5,21588,0.338683887860896
leiden,0.27836299928834185,4,23019,0.35920050947566146
leiden,0.27836299928834185,4,57408,0.34416073180162343
leiden,0.27836299928834185,4,18144,0.35403038272958853
leiden,0.3222014101800649,5,43667,0.35036940090229485
leiden,0.3222014101800649,4,55824,0.3542945593101177
leiden,0.3222014101800649,4,14480,0.37965486834955603
leiden,0.3222014101800649,5,57991,0.3578540571195189
leiden,0.3222014101800649,5,54596,0.3506667222834934
leiden,0.3222014101800649,4,50180,0.3879583819311234
leiden,0.3222014101800649,4,50469,0.36432501158663166
leiden,0.3222014101800649,4,2110,0.36136572964592817
leiden,0.3222014101800649,5,9373,0.35850753723402534
leiden,0.3222014101800649,4,3289,0.3829053169778305
leiden,0.3222014101800649,4,54621,0.3567548430325498
leiden,0.3222014101800649,6,21588,0.4051996025004867
leiden,0.3222014101800649,4,23019,0.35920050947566146
leiden,0.3222014101800649,5,57408,0.3660624195304393
leiden,0.3222014101800649,4,18144,0.35379881834633414
leiden,0.37294377840241305,6,43667,0.3972281471370971
leiden,0.37294377840241305,5,55824,0.3867876314620016
leiden,0.37294377840241305,5,14480,0.40793039712652607
leiden,0.37294377840241305,6,57991,0.4272524159252218
leiden,0.37294377840241305,6,54596,0.40674441820041357
leiden,0.37294377840241305,5,50180,0.40831924320648816
leiden,0.37294377840241305,5,50469,0.4316883851804122
leiden,0.37294377840241305,4,2110,0.36136572964592817
leiden,0.37294377840241305,7,9373,0.455050725053932
leiden,0.37294377840241305,5,3289,0.437094069522972
leiden,0.37294377840241305,5,54621,0.37176188210596234
leiden,0.37294377840241305,6,21588,0.3688428656031659
leiden,0.37294377840241305,4,23019,0.35920050947566146
leiden,0.37294377840241305,5,57408,0.36659833497848526
leiden,0.37294377840241305,5,18144,0.38578015023961876
leiden,0.4316773839423552,6,43667,0.3939933667941082
leiden,0.4316773839423552,5,55824,0.4279231062080456
leiden,0.4316773839423552,5,14480,0.4082318430534138
leiden,0.4316773839423552,6,57991,0.4377977052825788
leiden,0.4316773839423552,7,54596,0.4554846959905759
leiden,0.4316773839423552,5,50180,0.4085704340208667
leiden,0.4316773839423552,5,50469,0.4316883851804122
leiden,0.4316773839423552,5,2110,0.37458460483662115
leiden,0.4316773839423552,7,9373,0.455050725053932
leiden,0.4316773839423552,6,3289,0.45167907121719764
leiden,0.4316773839423552,6,54621,0.4491423959627924
leiden,0.4316773839423552,6,21588,0.3688428656031659
leiden,0.4316773839423552,5,23019,0.42374571618267537
leiden,0.4316773839423552,6,57408,0.4812679695114101
leiden,0.4316773839423552,5,18144,0.4258902961498874
leiden,0.4996607386924835,7,43667,0.4370676921069484
leiden,0.4996607386924835,5,55824,0.4815529908759346
leiden,0.4996607386924835,6,14480,0.4436148335502556
leiden,0.4996607386924835,6,57991,0.4377977052825788
leiden,0.4996607386924835,7,54596,0.49092440252657704
leiden,0.4996607386924835,6,50180,0.4884888504786018
leiden,0.4996607386924835,6,50469,0.4518428215687047
leiden,0.4996607386924835,6,2110,0.4574327785533372
leiden,0.4996607386924835,7,9373,0.455050725053932
leiden,0.4996607386924835,6,3289,0.4593696549479405
leiden,0.4996607386924835,6,54621,0.45844184534311727
leiden,0.4996607386924835,7,21588,0.4714260944720119
leiden,0.4996607386924835,5,23019,0.4824309521257416
leiden,0.4996607386924835,6,57408,0.4861737576291899
leiden,0.4996607386924835,6,18144,0.446430763428372
leiden,0.5783505531623061,7,43667,0.4830972818402267
leiden,0.5783505531623061,6,55824,0.49269213048993143
leiden,0.5783505531623061,6,14480,0.4670417599046694
leiden,0.5783505531623061,7,57991,0.49123798665588875
leiden,0.5783505531623061,7,54596,0.4927531545331938
leiden,0.5783505531623061,6,50180,0.4914271076474335
leiden,0.5783505531623061,6,50469,0.498653188944334
leiden,0.5783505531623061,6,2110,0.47195577982294507
leiden,0.5783505531623061,7,9373,0.4555537333820493
leiden,0.5783505531623061,6,3289,0.4578909008217435
leiden,0.5783505531623061,6,54621,0.45576671945181463
leiden,0.5783505531623061,7,21588,0.4860293630868139
leiden,0.5783505531623061,6,23019,0.49327885982833086
leiden,0.5783505531623061,6,57408,0.48660224649492906
leiden,0.5783505531623061,6,18144,0.47257827218226794
leiden,0.6694329500821696,8,43667,0.5029385758433966
leiden,0.6694329500821696,6,55824,0.4927481075127516
leiden,0.6694329500821696,6,14480,0.48492415756916446
leiden,0.6694329500821696,7,57991,0.4889134899775636
leiden,0.6694329500821696,7,54596,0.49092440252657704
leiden,0.6694329500821696,6,50180,0.4914027733990845
leiden,0.6694329500821696,6,50469,0.49753663433146866
leiden,0.6694329500821696,7,2110,0.48942291493953693
leiden,0.6694329500821696,7,9373,0.48678644506109964
leiden,0.6694329500821696,6,3289,0.4593696549479405
leiden,0.6694329500821696,7,54621,0.5070822298653167
leiden,0.6694329500821696,7,21588,0.4691220216356621
leiden,0.6694329500821696,6,23019,0.4928517916852828
leiden,0.6694329500821696,6,57408,0.4861233051325511
leiden,0.6694329500821696,7,18144,0.5120568274926479
leiden,0.7748595937280142,9,43667,0.5142516548662809
leiden,0.7748595937280142,7,55824,0.5068499121132453
leiden,0.7748595937280142,7,14480,0.5052533535004251
leiden,0.7748595937280142,9,57991,0.5215153664653711
leiden,0.7748595937280142,9,54596,0.5225062762990514
leiden,0.7748595937280142,8,50180,0.5187491022190265
leiden,0.7748595937280142,8,50469,0.5287845001696977
leiden,0.7748595937280142,8,2110,0.5150747606512918
leiden,0.7748595937280142,9,9373,0.5228707439951941
leiden,0.7748595937280142,8,3289,0.5248161688008287
leiden,0.7748595937280142,8,54621,0.5214191808786307
leiden,0.7748595937280142,9,21588,0.5206356519342464
leiden,0.7748595937280142,7,23019,0.5096375080180678
leiden,0.7748595937280142,8,57408,0.5202358919969935
leiden,0.7748595937280142,8,18144,0.5241894066241959
leiden,0.8968895091265613,10,43667,0.5178360569155817
leiden,0.8968895091265613,8,55824,0.5184426043546252
leiden,0.8968895091265613,9,14480,0.5168661400885549
leiden,0.8968895091265613,9,57991,0.5217298360296306
leiden,0.8968895091265613,9,54596,0.5227004728606974
leiden,0.8968895091265613,8,50180,0.5181433970057832
leiden,0.8968895091265613,8,50469,0.5287845001696977
leiden,0.8968895091265613,8,2110,0.5201954686030338
leiden,0.8968895091265613,9,9373,0.522861510058802
leiden,0.8968895091265613,8,3289,0.5248161688008287
leiden,0.8968895091265613,8,54621,0.521913111739268
leiden,0.8968895091265613,9,21588,0.519313366118913
leiden,0.8968895091265613,8,23019,0.5145627537362707
leiden,0.8968895091265613,8,57408,0.5202358919969935
leiden,0.8968895091265613,9,18144,0.5268903309861357
leiden,1.0381374872202243,10,43667,0.5156627549095235
leiden,1.0381374872202243,9,55824,0.5213154084035669
leiden,1.0381374872202243,10,14480,0.5162416878374569
leiden,1.0381374872202243,10,57991,0.521312603448722
leiden,1.0381374872202243,10,54596,0.5244905106301948
leiden,1.0381374872202243,9,50180,0.5219469121365552
leiden,1.0381374872202243,9,50469,0.5285888605601476
leiden,1.0381374872202243,9,2110,0.5223968432237027
leiden,1.0381374872202243,10,9373,0.5235151177786947
leiden,1.0381374872202243,9,3289,0.5251754950917111
leiden,1.0381374872202243,9,54621,0.5225735175828238
leiden,1.0381374872202243,10,21588,0.5245736974256807
leiden,1.0381374872202243,9,23019,0.5168383201184443
leiden,1.0381374872202243,9,57408,0.520923825815332
leiden,1.0381374872202243,9,18144,0.5268903309861357
leiden,1.201630113191391,11,43667,0.5143217363064346
leiden,1.201630113191391,10,55824,0.520453442447663
leiden,1.201630113191391,10,14480,0.5156298112569193
leiden,1.201630113191391,10,57991,0.5203553138793824
leiden,1.201630113191391,10,54596,0.5231210411968906
leiden,1.201630113191391,10,50180,0.5215123220296082
leiden,1.201630113191391,9,50469,0.5263085866366334
leiden,1.201630113191391,9,2110,0.5229978431294021
leiden,1.201630113191391,10,9373,0.5254931272808914
leiden,1.201630113191391,9,3289,0.5250845969654209
leiden,1.201630113191391,9,54621,0.5225735175828238
leiden,1.201630113191391,10,21588,0.5245736974256807
leiden,1.201630113191391,10,23019,0.5156672129372362
leiden,1.201630113191391,10,57408,0.5193586948860002
leiden,1.201630113191391,11,18144,0.5244762809472742
leiden,1.3908706184906818,12,43667,0.511568777656418
leiden,1.3908706184906818,11,55824,0.513915438860759
leiden,1.3908706184906818,11,14480,0.5131603081088927
leiden,1.3908706184906818,12,57991,0.5130672285426627
leiden,1.3908706184906818,11,54596,0.5182647654923258
leiden,1.3908706184906818,11,50180,0.5195069058258298
leiden,1.3908706184906818,11,50469,0.521991272263678
leiden,1.3908706184906818,11,2110,0.5197774147452747
leiden,1.3908706184906818,11,9373,0.5162719992390897
leiden,1.3908706184906818,11,3289,0.5202422205610003
leiden,1.3908706184906818,12,54621,0.515934403874839
leiden,1.3908706184906818,12,21588,0.5201431281028879
leiden,1.3908706184906818,10,23019,0.5149594064770697
leiden,1.3908706184906818,11,57408,0.5184014743579087
leiden,1.3908706184906818,11,18144,0.5198724687538769
leiden,1.609913946183311,12,43667,0.5107072071968992
leiden,1.609913946183311,12,55824,0.5035758987949984
leiden,1.609913946183311,13,14480,0.5011800077892277
leiden,1.609913946183311,14,57991,0.5093853848710089
leiden,1.609913946183311,13,54596,0.5107866104968944
leiden,1.609913946183311,12,50180,0.5124636880442871
leiden,1.609913946183311,13,50469,0.516681473451078
leiden,1.609913946183311,12,2110,0.4988003949772578
leiden,1.609913946183311,13,9373,0.4947290977935355
leiden,1.609913946183311,13,3289,0.5130837284971811
leiden,1.609913946183311,12,54621,0.5170179231079884
leiden,1.609913946183311,14,21588,0.5154090468858772
leiden,1.609913946183311,12,23019,0.4927489898717685
leiden,1.609913946183311,12,57408,0.5092164929664871
leiden,1.609913946183311,12,18144,0.5178634863764207
leiden,1.8634536380731554,17,43667,0.4731583566280866
leiden,1.8634536380731554,13,55824,0.49669457585217414
leiden,1.8634536380731554,13,14480,0.5008952824783314
leiden,1.8634536380731554,16,57991,0.498358289306759
leiden,1.8634536380731554,15,54596,0.4888823933237368
leiden,1.8634536380731554,13,50180,0.5106891822724539
leiden,1.8634536380731554,13,50469,0.513136084916233
leiden,1.8634536380731554,14,2110,0.48870711615199675
leiden,1.8634536380731554,13,9373,0.4940352170439773
leiden,1.8634536380731554,13,3289,0.509974682674772
leiden,1.8634536380731554,13,54621,0.4927959915928108
leiden,1.8634536380731554,14,21588,0.4908643734624497
leiden,1.8634536380731554,13,23019,0.4883022056455522
leiden,1.8634536380731554,13,57408,0.49491295775863164
leiden,1.8634536380731554,12,18144,0.5176682604044673
leiden,2.1569224053747607,17,43667,0.4719805753359352
leiden,2.1569224053747607,14,55824,0.49186703827934625
leiden,2.1569224053747607,15,14480,0.47312684942617467
leiden,2.1569224053747607,16,57991,0.4787671035079397
leiden,2.1569224053747607,16,54596,0.4870998131005245
leiden,2.1569224053747607,15,50180,0.49766830257438965
leiden,2.1569224053747607,15,50469,0.5008627175207853
leiden,2.1569224053747607,15,2110,0.48395480548745684
leiden,2.1569224053747607,14,9373,0.4898073819044931
leiden,2.1569224053747607,15,3289,0.4855806656377192
leiden,2.1569224053747607,14,54621,0.48726362744558266
leiden,2.1569224053747607,16,21588,0.48422740164210604
leiden,2.1569224053747607,16,23019,0.4737451811824894
leiden,2.1569224053747607,15,57408,0.48422332204770097
leiden,2.1569224053747607,16,18144,0.4865096239776656
leiden,2.496608537907183,18,43667,0.4632891784712282
leiden,2.496608537907183,16,55824,0.47565764442712005
leiden,2.496608537907183,17,14480,0.46379359364936684
leiden,2.496608537907183,18,57991,0.468967133316827
leiden,2.496608537907183,17,54596,0.4766479351953692
leiden,2.496608537907183,16,50180,0.47915643203730035
leiden,2.496608537907183,16,50469,0.490652181503774
leiden,2.496608537907183,17,2110,0.4737244372081374
leiden,2.496608537907183,17,9373,0.4776809267209136
leiden,2.496608537907183,18,3289,0.4759812051525304
leiden,2.496608537907183,17,54621,0.47330850979690714
leiden,2.496608537907183,17,21588,0.4740388274856167
leiden,2.496608537907183,16,23019,0.4729015238114625
leiden,2.496608537907183,17,57408,0.47170689482481704
leiden,2.496608537907183,16,18144,0.48209003058668065
leiden,2.8897906461628424,18,43667,0.46139226729565247
leiden,2.8897906461628424,18,55824,0.46506683307593644
leiden,2.8897906461628424,17,14480,0.45755772305656345
leiden,2.8897906461628424,20,57991,0.4647755495092562
leiden,2.8897906461628424,19,54596,0.4623582517468219
leiden,2.8897906461628424,18,50180,0.4706655808948283
leiden,2.8897906461628424,19,50469,0.4647225287089936
leiden,2.8897906461628424,17,2110,0.4727900917401188
leiden,2.8897906461628424,18,9373,0.465779271146506
leiden,2.8897906461628424,20,3289,0.4659394454458804
leiden,2.8897906461628424,19,54621,0.4501264024442571
leiden,2.8897906461628424,20,21588,0.4631335669087694
leiden,2.8897906461628424,19,23019,0.45906823863131974
leiden,2.8897906461628424,19,57408,0.4669703893788884
leiden,2.8897906461628424,18,18144,0.4582073419179284
leiden,3.344893623431454,24,43667,0.41641560897117386
leiden,3.344893623431454,20,55824,0.4583879486695233
leiden,3.344893623431454,19,14480,0.4297224534624659
leiden,3.344893623431454,22,57991,0.42445166422420966
leiden,3.344893623431454,20,54596,0.4277042997248138
leiden,3.344893623431454,22,50180,0.43215088103892757
leiden,3.344893623431454,21,50469,0.4330971013401126
leiden,3.344893623431454,21,2110,0.43272337915490006
leiden,3.344893623431454,21,9373,0.4411624109408725
leiden,3.344893623431454,21,3289,0.42522653677332567
leiden,3.344893623431454,19,54621,0.4396058382705695
leiden,3.344893623431454,22,21588,0.4235338783275776
leiden,3.344893623431454,21,23019,0.4253243937442025
leiden,3.344893623431454,21,57408,0.43016421770989693
leiden,3.344893623431454,20,18144,0.437996151020464
leiden,3.871669169850972,26,43667,0.39798850238601086
leiden,3.871669169850972,24,55824,0.41718556586484185
leiden,3.871669169850972,22,14480,0.3959261339513419
leiden,3.871669169850972,26,57991,0.3952543982648046
leiden,3.871669169850972,26,54596,0.38378235609184347
leiden,3.871669169850972,23,50180,0.38675568813256395
leiden,3.871669169850972,26,50469,0.37834187269839326
leiden,3.871669169850972,23,2110,0.3936093937957255
leiden,3.871669169850972,26,9373,0.38242736140146605
leiden,3.871669169850972,24,3289,0.3875814379818519
leiden,3.871669169850972,23,54621,0.3845761459398172
leiden,3.871669169850972,25,21588,0.3997970660560581
leiden,3.871669169850972,23,23019,0.3917307586409454
leiden,3.871669169850972,25,57408,0.3808478797511205
leiden,3.871669169850972,24,18144,0.396106194475189
leiden,4.481404746557166,30,43667,0.35411704678764483
leiden,4.481404746557166,26,55824,0.37418860160757805
leiden,4.481404746557166,28,14480,0.34872626227745046
leiden,4.481404746557166,29,57991,0.36553742747856305
leiden,4.481404746557166,29,54596,0.36655317949222876
leiden,4.481404746557166,27,50180,0.36253502124870196
leiden,4.481404746557166,26,50469,0.3718660678859379
leiden,4.481404746557166,25,2110,0.3685303179783107
leiden,4.481404746557166,29,9373,0.3472430215207109
leiden,4.481404746557166,28,3289,0.3612231955897386
leiden,4.481404746557166,28,54621,0.35712957127683514
leiden,4.481404746557166,27,21588,0.36881618687443146
leiden,4.481404746557166,29,23019,0.3402782579608926
leiden,4.481404746557166,26,57408,0.3718094326357427
leiden,4.481404746557166,26,18144,0.3633779333648846
leiden,5.187165437288158,32,43667,0.3238772117254216
leiden,5.187165437288158,29,55824,0.3371887307872492
leiden,5.187165437288158,36,14480,0.296712163200076
leiden,5.187165437288158,32,57991,0.33471611760014885
leiden,5.187165437288158,32,54596,0.341655280872664
leiden,5.187165437288158,31,50180,0.32635451664322107
leiden,5.187165437288158,33,50469,0.32363933049545685
leiden,5.187165437288158,31,2110,0.32929988687318906
leiden,5.187165437288158,32,9373,0.32540996617713885
leiden,5.187165437288158,32,3289,0.328006241114219
leiden,5.187165437288158,33,54621,0.3177204878969378
leiden,5.187165437288158,32,21588,0.33418698878547537
leiden,5.187165437288158,34,23019,0.3140745559095648
leiden,5.187165437288158,33,57408,0.31989257504689467
leiden,5.187165437288158,33,18144,0.3275056494410278
leiden,6.004073899923431,37,43667,0.29622415579393924
leiden,6.004073899923431,37,55824,0.309978455111574
leiden,6.004073899923431,40,14480,0.2776870414112129
leiden,6.004073899923431,37,57991,0.31465871197160994
leiden,6.004073899923431,38,54596,0.30712731598630977
leiden,6.004073899923431,39,50180,0.30065840437006136
leiden,6.004073899923431,38,50469,0.3029573410439764
leiden,6.004073899923431,37,2110,0.2842216893385274
leiden,6.004073899923431,39,9373,0.294914068734004
leiden,6.004073899923431,37,3289,0.309576063044668
leiden,6.004073899923431,39,54621,0.2871185858480488
leiden,6.004073899923431,39,21588,0.3032637703280136
leiden,6.004073899923431,37,23019,0.29321248123622434
leiden,6.004073899923431,38,57408,0.2953095631156433
leiden,6.004073899923431,40,18144,0.28889220875658966
leiden,6.949634406607253,46,43667,0.2553583712375967
leiden,6.949634406607253,43,55824,0.2785247607615547
leiden,6.949634406607253,44,14480,0.2698375848489516
leiden,6.949634406607253,44,57991,0.2573951713002811
leiden,6.949634406607253,45,54596,0.268646599363867
leiden,6.949634406607253,43,50180,0.26962522443152187
leiden,6.949634406607253,42,50469,0.2708936677884922
leiden,6.949634406607253,42,2110,0.27013556427291574
leiden,6.949634406607253,45,9373,0.26643064450559883
leiden,6.949634406607253,42,3289,0.2723227313992135
leiden,6.949634406607253,43,54621,0.26515989957428404
leiden,6.949634406607253,43,21588,0.2696254940562274
leiden,6.949634406607253,43,23019,0.27197460239023347
leiden,6.949634406607253,42,57408,0.27719581113188757
leiden,6.949634406607253,42,18144,0.27135639639999193
leiden,8.044107915812841,48,43667,0.24283216168473132
leiden,8.044107915812841,53,55824,0.2458227766281357
leiden,8.044107915812841,52,14480,0.23499861753014448
leiden,8.044107915812841,52,57991,0.2320304012998027
leiden,8.044107915812841,53,54596,0.23593968417102107
leiden,8.044107915812841,48,50180,0.2445217193653485
leiden,8.044107915812841,47,50469,0.2524143448284514
leiden,8.044107915812841,50,2110,0.24123357403790868
leiden,8.044107915812841,52,9373,0.23691647717791123
leiden,8.044107915812841,48,3289,0.24494953491165902
leiden,8.044107915812841,46,54621,0.25016297546758
leiden,8.044107915812841,47,21588,0.24928993312307193
leiden,8.044107915812841,51,23019,0.23350766908767873
leiden,8.044107915812841,46,57408,0.2614990721443563
leiden,8.044107915812841,50,18144,0.23566308011876905
leiden,9.31094621318829,55,43667,0.20715888075225516
leiden,9.31094621318829,56,55824,0.22274873098400852
leiden,9.31094621318829,57,14480,0.1871818521177868
leiden,9.31094621318829,55,57991,0.2125890172078934
leiden,9.31094621318829,57,54596,0.19370442237003396
leiden,9.31094621318829,54,50180,0.18832925710475187
leiden,9.31094621318829,54,50469,0.18771300562628102
leiden,9.31094621318829,56,2110,0.1996327529263697
leiden,9.31094621318829,55,9373,0.1915220652945377
leiden,9.31094621318829,54,3289,0.20776617246856377
leiden,9.31094621318829,54,54621,0.19937720470774056
leiden,9.31094621318829,56,21588,0.1895525857156464
leiden,9.31094621318829,55,23019,0.20535178749687089
leiden,9.31094621318829,54,57408,0.20348831741368203
leiden,9.31094621318829,54,18144,0.19781039065822875
leiden,10.777294423719212,59,43667,0.19418551015837973
leiden,10.777294423719212,60,55824,0.18261821747941698
leiden,10.777294423719212,59,14480,0.1805478272819435
leiden,10.777294423719212,61,57991,0.1919152899487428
leiden,10.777294423719212,64,54596,0.1584898542859501
leiden,10.777294423719212,62,50180,0.15310002349392532
leiden,10.777294423719212,61,50469,0.16815491000750282
