algorithm,resolution,num_communities,seed,modularity
infomap,0.6694329500821696,6,57408,0.4382755403755795
infomap,0.6694329500821696,7,18144,0.4725963033147113
infomap,0.7748595937280142,10,43667,0.5173139657251101
infomap,0.7748595937280142,8,55824,0.5043643765332481
infomap,0.7748595937280142,8,14480,0.47258952397713605
infomap,0.7748595937280142,9,57991,0.46486112295413
infomap,0.7748595937280142,10,54596,0.4838275286956898
infomap,0.7748595937280142,8,50180,0.48115560595604084
infomap,0.7748595937280142,9,50469,0.5119123416056708
infomap,0.7748595937280142,8,2110,0.48562378870463246
infomap,0.7748595937280142,8,9373,0.4777978706371876
infomap,0.7748595937280142,8,3289,0.4802016001311724
infomap,0.7748595937280142,8,54621,0.48692477738636897
infomap,0.7748595937280142,10,21588,0.48645213083549654
infomap,0.7748595937280142,7,23019,0.4607964947654993
infomap,0.7748595937280142,9,57408,0.5157635469084833
infomap,0.7748595937280142,9,18144,0.4774851908864586
infomap,0.8968895091265613,14,43667,0.5111812505963124
infomap,0.8968895091265613,13,55824,0.5132287347778436
infomap,0.8968895091265613,14,14480,0.5093616134312297
infomap,0.8968895091265613,14,57991,0.513272146587014
infomap,0.8968895091265613,13,54596,0.5179631655530517
infomap,0.8968895091265613,13,50180,0.517846887160858
infomap,0.8968895091265613,13,50469,0.5202451311533317
infomap,0.8968895091265613,12,2110,0.5136196560858517
infomap,0.8968895091265613,14,9373,0.5108381003507015
infomap,0.8968895091265613,12,3289,0.5172802566125648
infomap,0.8968895091265613,13,54621,0.5141161263799618
infomap,0.8968895091265613,14,21588,0.5149811414146725
infomap,0.8968895091265613,13,23019,0.5079556936436768
infomap,0.8968895091265613,14,57408,0.5115313280624691
infomap,0.8968895091265613,14,18144,0.517495035475045
infomap,1.0381374872202243,17,43667,0.4947024780333068
infomap,1.0381374872202243,16,55824,0.5027118221167125
infomap,1.0381374872202243,15,14480,0.5020494525975139
infomap,1.0381374872202243,17,57991,0.5001406945322562
infomap,1.0381374872202243,17,54596,0.5031933815312019
infomap,1.0381374872202243,16,50180,0.5002410334672913
infomap,1.0381374872202243,15,50469,0.5117380820180363
infomap,1.0381374872202243,15,2110,0.5087853865445247
infomap,1.0381374872202243,16,9373,0.504510427740091
infomap,1.0381374872202243,16,3289,0.5032169201984475
infomap,1.0381374872202243,15,54621,0.5070494390220992
infomap,1.0381374872202243,16,21588,0.5087822977989468
infomap,1.0381374872202243,16,23019,0.4974294367063554
infomap,1.0381374872202243,16,57408,0.499270456275153
infomap,1.0381374872202243,17,18144,0.5050474637990865
infomap,1.201630113191391,18,43667,0.49196880846992497
infomap,1.201630113191391,19,55824,0.49267415978709483
infomap,1.201630113191391,19,14480,0.4872576049449654
infomap,1.201630113191391,18,57991,0.49707411103432664
infomap,1.201630113191391,19,54596,0.49820736875797844
infomap,1.201630113191391,17,50180,0.4981455078909423
infomap,1.201630113191391,16,50469,0.5037376318770835
infomap,1.201630113191391,17,2110,0.49653509368554427
infomap,1.201630113191391,18,9373,0.49796370435976617
infomap,1.201630113191391,17,3289,0.5015278767515793
infomap,1.201630113191391,17,54621,0.49536176466514603
infomap,1.201630113191391,17,21588,0.5007399661152704
infomap,1.201630113191391,17,23019,0.4959696379585479
infomap,1.201630113191391,20,57408,0.4905046411434302
infomap,1.201630113191391,20,18144,0.49382015563548276
infomap,1.3908706184906818,29,43667,0.45251244151928954
infomap,1.3908706184906818,28,55824,0.46855166716775687
infomap,1.3908706184906818,26,14480,0.4606855349617155
infomap,1.3908706184906818,26,57991,0.4691312427565942
infomap,1.3908706184906818,29,54596,0.4688334572309933
infomap,1.3908706184906818,28,50180,0.47050068262884914
infomap,1.3908706184906818,26,50469,0.4791999921524045
infomap,1.3908706184906818,24,2110,0.4561885594798495
infomap,1.3908706184906818,26,9373,0.45549841238312977
infomap,1.3908706184906818,28,3289,0.4702963135373171
infomap,1.3908706184906818,29,54621,0.45926445266777693
infomap,1.3908706184906818,27,21588,0.46989962911339134
infomap,1.3908706184906818,30,23019,0.45390494567575956
infomap,1.3908706184906818,27,57408,0.44940818883577205
infomap,1.3908706184906818,28,18144,0.48054770151261333
infomap,1.609913946183311,44,43667,0.3974902046217468
infomap,1.609913946183311,4,55824,0.3542945593101177
infomap,1.609913946183311,4,14480,0.35262757868394934
infomap,1.609913946183311,5,57991,0.3558119260191645
infomap,1.609913946183311,6,54596,0.388214746408645
