v182caes,caeslabel,caesletra,caesag,caeslabel_color,caesletra_color,caesag_color,n_obs,total_workers_weighted,income_mean,income_std,income_median,female_pct,male_pct,public_sector_pct,nivel_ed_mean,nivel_ed_std,age_mean,age_std,age_median
4801,Comercio de intermediación,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(1.0, 1.0, 0.6, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",87.0,87.0,8.46,0.9,8.73,0.0,100.0,0.0,4.8,1.56,34.51,14.28,30.0
4802,Comercio de materias primas agropecuarias,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(1.0, 1.0, 0.6, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",30.0,30.0,8.2,0.87,8.22,0.0,100.0,0.0,4.04,1.53,38.93,16.75,35.0
4803,Comercio alimentos/bebidas,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(1.0, 1.0, 0.6, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",236.0,236.0,8.22,0.89,8.16,0.0,100.0,0.42,4.24,1.61,37.44,17.27,35.0
4804,Comercio textiles y avíos,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(1.0, 1.0, 0.6, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",83.0,83.0,8.2,1.09,8.52,0.0,100.0,0.0,4.89,1.66,36.97,16.4,33.0
4805,Comercio de materiales de construcción,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(1.0, 1.0, 0.6, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",82.0,82.0,8.63,0.69,8.7,0.0,100.0,0.0,4.62,2.03,45.61,17.68,45.0
4806,Comercio de combustibles para vehículos,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(1.0, 1.0, 0.6, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",43.0,43.0,8.77,0.42,8.85,0.0,100.0,4.65,4.87,1.6,40.1,15.26,38.0
4807,Comercio mercaderías n.c.p.,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(1.0, 1.0, 0.6, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",204.0,204.0,8.46,0.93,8.54,0.0,100.0,0.0,5.25,1.93,41.81,15.46,40.0
4808,Tiendas no especializadas,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(1.0, 1.0, 0.6, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",246.0,246.0,8.5,0.82,8.54,0.0,100.0,0.41,4.5,1.73,39.63,17.1,36.5
4809,Tiendas no especializadas sin predomina,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(1.0, 1.0, 0.6, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",42.0,42.0,8.51,0.79,8.57,0.0,100.0,0.0,5.24,2.02,40.88,15.11,41.0
4810,Venta al por menor en puestos móviles y,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(1.0, 1.0, 0.6, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",70.0,70.0,8.06,0.72,8.01,0.0,100.0,0.0,3.69,1.51,44.89,17.51,42.0
4811,Venta al por menor por correo o televisión,G. Comercio al por Mayor y al por Menor,"GI. Comercio, alojamiento y comidas","(1.0, 1.0, 0.6, 1.0)","(1.0, 1.0, 0.6, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",14.0,14.0,7.63,1.12,7.66,0.0,100.0,0.0,3.88,1.05,39.88,12.64,39.0
4900,Transporte (general),H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)",10.0,10.0,9.5,0.69,9.36,0.0,100.0,0.0,5.11,1.79,40.0,9.5,42.0
4901,Transporte ferroviario,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)",54.0,54.0,8.77,0.59,8.74,0.0,100.0,75.93,4.24,1.94,62.37,18.88,66.0
4902,Transporte por metro,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)",3.0,3.0,8.99,0.0,8.99,0.0,100.0,0.0,5.0,0.0,42.0,0.0,42.0
4903,Transporte de pasajeros,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)",380.0,380.0,8.65,0.78,8.7,0.0,100.0,6.32,4.27,1.44,46.1,14.38,46.0
4904,Transporte automotor de cargas,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)",255.0,255.0,8.81,0.83,8.91,0.0,100.0,5.49,3.81,1.35,47.58,16.6,48.0
4909,Transporte terrestre n.c.p.,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)",1.0,1.0,9.21,0.0,9.21,0.0,100.0,0.0,6.0,0.0,20.0,0.0,20.0
5000,Transporte por vía acuática,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)",17.0,17.0,9.08,0.81,9.11,0.0,100.0,29.41,4.36,2.41,60.43,16.86,62.5
5100,Transporte aéreo,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)",13.0,13.0,9.5,0.68,9.41,0.0,100.0,53.85,6.3,1.42,50.7,17.49,50.0
5201,Depósito y almacenamiento,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)",48.0,48.0,8.73,0.78,8.83,0.0,100.0,8.33,4.36,1.54,38.09,14.22,36.0
5202,Servicios auxiliares al transporte,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)",32.0,32.0,8.63,0.76,8.52,0.0,100.0,18.75,4.64,1.76,46.48,20.55,45.0
5300,Correo y servicio de mensajería,H. Transporte y Almacenamiento,H. Transporte y Almacenamiento,"(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)",81.0,81.0,8.4,0.9,8.57,0.0,100.0,30.86,4.48,1.55,46.56,20.33,42.0
5500,"Servicios de alojamiento en hoteles, campamentos y otros hospedajes temporales",I. Alojamiento y Servicios de Comidas,"GI. Comercio, alojamiento y comidas","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",44.0,44.0,8.4,1.05,8.68,0.0,100.0,4.55,4.52,2.24,49.13,16.74,52.0
5601,Expendio comidas/bebidas,I. Alojamiento y Servicios de Comidas,"GI. Comercio, alojamiento y comidas","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",309.0,309.0,8.4,0.91,8.52,0.0,100.0,2.59,4.72,1.84,38.2,17.41,33.0
5602,Expendio comidas/bebidas,I. Alojamiento y Servicios de Comidas,"GI. Comercio, alojamiento y comidas","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.2196, 0.4235, 0.6902, 1.0)","(0.8768, 0.909, 0.6142, 1.0)",10.0,10.0,7.47,1.19,7.13,0.0,100.0,0.0,3.38,1.49,37.5,15.22,36.0
5800,"Edición de libros, periódicos y otras publicaciones",J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.5804, 0.2157, 0.5941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",19.0,19.0,8.69,0.63,8.78,0.0,100.0,31.58,7.0,1.48,45.1,13.25,41.0
5900,Actividades cinematográficas,J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.5804, 0.2157, 0.5941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",29.0,29.0,8.9,0.69,8.85,0.0,100.0,20.69,6.0,2.22,39.63,16.86,36.0
6000,Actividades de programación y difusión,J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(0.5804, 0.2157, 0.5941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",18.0,18.0,8.69,0.86,8.7,0.0,100.0,22.22,6.0,2.17,44.73,20.12,38.0
6100,Telecomunicaciones,J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(0.5804, 0.2157, 0.5941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",46.0,46.0,8.93,0.74,8.99,0.0,100.0,10.87,5.46,2.05,41.34,14.29,38.0
6200,Actividades de programación y consultoría informática,J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(0.5804, 0.2157, 0.5941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",32.0,32.0,8.93,0.99,9.21,0.0,100.0,3.12,8.0,1.29,35.5,8.6,32.0
6300,Actividades de servicios de información,J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(0.5804, 0.2157, 0.5941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",23.0,23.0,9.0,0.55,8.99,0.0,100.0,13.04,7.47,1.46,36.11,10.77,33.0
6400,Intermediación financiera,K. Actividades Financieras y de Seguros,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(0.9412, 0.0078, 0.498, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",103.0,103.0,9.22,0.73,9.21,0.0,100.0,37.86,5.85,1.93,54.48,18.29,56.0
6500,"Seguros, reaseguros y fondos de pensiones",K. Actividades Financieras y de Seguros,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(0.9412, 0.0078, 0.498, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",34.0,34.0,8.88,0.89,9.07,0.0,100.0,5.88,6.3,1.71,48.17,17.05,49.0
6600,Actividades auxiliares a los servicios,K. Actividades Financieras y de Seguros,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(0.9412, 0.0078, 0.498, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",1.0,1.0,,,,0.0,100.0,0.0,,,,,
6800,Actividades inmobiliarias,L. Actividades Inmobiliarias,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(0.9412, 0.0078, 0.498, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",29.0,29.0,9.07,0.93,9.26,0.0,100.0,0.0,6.68,2.28,57.09,17.72,60.0
6900,Actividades jurídicas y de contabilidad,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(0.8451, 0.1824, 0.2941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",123.0,123.0,9.19,0.83,9.15,0.0,100.0,0.81,8.11,1.55,46.03,15.59,42.0
7000,Actividades de servicios de consultoría,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(0.8451, 0.1824, 0.2941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",8.0,8.0,9.19,0.47,9.21,0.0,100.0,0.0,8.0,1.1,59.6,5.39,60.0
7100,Servicios de arquitectura e ingeniería,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(0.8451, 0.1824, 0.2941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",59.0,59.0,9.34,0.87,9.29,0.0,100.0,16.95,8.56,0.86,47.38,17.45,43.5
7200,Investigación y desarrollo,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(0.8451, 0.1824, 0.2941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",24.0,24.0,9.23,0.63,9.4,0.0,100.0,87.5,7.69,2.28,46.19,17.12,42.0
7301,Actividades publicitarias,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.8451, 0.1824, 0.2941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",23.0,23.0,8.28,1.52,8.75,0.0,100.0,4.35,6.23,2.22,37.15,17.14,31.0
7302,Investigación de mercados y encuestas de opinión pública,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.8451, 0.1824, 0.2941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",6.0,6.0,8.87,0.41,8.78,0.0,100.0,16.67,7.0,1.87,34.75,13.72,33.0
7400,"Otras actividades profesionales, científicas y técnicas","M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.8451, 0.1824, 0.2941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",45.0,45.0,8.76,0.59,8.92,0.0,100.0,4.44,6.29,2.43,44.0,16.71,39.0
7500,Actividades veterinarias,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.8451, 0.1824, 0.2941, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",10.0,10.0,9.4,0.88,9.14,0.0,100.0,0.0,8.14,2.1,52.43,15.21,46.0
7701,Alquiler de efectos personales y domésticos,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",1.0,1.0,9.21,0.0,9.21,0.0,100.0,0.0,4.0,0.0,41.0,0.0,41.0
7702,Alquiler de vehículos de transporte,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",7.0,7.0,8.5,1.37,8.23,0.0,100.0,0.0,5.0,2.16,42.33,14.01,41.5
7800,Actividades relacionadas con el suministro de personal,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",9.0,9.0,9.81,0.51,9.79,0.0,100.0,11.11,6.2,1.94,30.8,8.18,26.0
7900,Agencias de viajes y operadores turísticos,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",20.0,20.0,8.74,0.36,8.79,0.0,100.0,20.0,6.33,2.21,46.5,14.39,49.5
8000,Actividades de investigación y seguridad,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",96.0,96.0,8.54,0.84,8.74,0.0,100.0,10.42,4.27,1.54,41.28,14.39,39.5
8101,Servicios de apoyo a edificios,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",178.0,178.0,8.67,0.7,8.85,0.0,100.0,41.57,4.04,1.63,44.64,15.67,47.0
8102,Servicios de paisajismo y jardinería,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",111.0,111.0,7.74,1.08,7.82,0.0,100.0,5.41,3.59,1.49,36.13,16.97,35.0
8200,Actividades administrativas de oficinas,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",73.0,73.0,8.52,0.72,8.6,0.0,100.0,2.74,5.14,2.14,39.18,15.97,35.0
8400,Administración Pública y Defensa; Planes de Seguro Social Obligatorio,O. Administración Pública y Defensa,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",4.0,4.0,9.4,0.62,9.15,0.0,100.0,75.0,8.75,0.43,55.5,11.8,57.5
8401,Administración pública,O. Administración Pública y Defensa,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",506.0,506.0,8.68,0.81,8.7,0.0,100.0,98.62,5.37,2.31,49.24,16.38,50.0
8402,Seguridad pública,O. Administración Pública y Defensa,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",299.0,299.0,8.92,0.66,8.99,0.0,100.0,99.0,5.12,1.62,44.71,16.65,42.0
8403,Servicios de la seguridad social obligatoria,O. Administración Pública y Defensa,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",9.0,9.0,9.53,0.8,9.62,0.0,100.0,100.0,7.0,1.53,34.33,9.81,34.5
8501,Enseñanza,P. Enseñanza,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",455.0,455.0,8.94,0.7,8.98,0.0,100.0,75.38,6.98,1.99,47.35,15.4,46.0
8509,Otros tipos de enseñanza,P. Enseñanza,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",44.0,44.0,8.74,0.67,8.7,0.0,100.0,25.0,6.0,1.82,35.0,15.24,31.0
8600,Atención de la salud,Q. Salud Humana y Servicios Sociales,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",289.0,289.0,8.93,0.79,8.99,0.0,100.0,55.02,6.78,2.25,49.28,15.8,49.5
8700,Asistencia social,Q. Salud Humana y Servicios Sociales,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",18.0,18.0,8.39,0.6,8.31,0.0,100.0,50.0,4.78,2.25,41.22,15.15,41.0
8800,Servicios sociales sin alojamiento,Q. Salud Humana y Servicios Sociales,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",12.0,12.0,8.29,0.7,8.61,0.0,100.0,25.0,6.25,0.83,42.5,12.22,42.0
9000,Actividades artísticas y de espectáculo,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",44.0,44.0,8.54,0.83,8.51,0.0,100.0,9.09,5.81,1.74,34.43,14.53,33.0
9100,Actividades de bibliotecas y archivos,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",9.0,9.0,7.8,1.46,8.01,0.0,100.0,66.67,6.33,1.7,32.5,15.95,26.5
9200,Actividades de juegos de azar y apuesta,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",44.0,44.0,8.59,0.95,8.46,0.0,100.0,6.82,4.94,1.41,41.91,18.93,37.0
9301,Actividades para la práctica deportiva,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",66.0,66.0,8.4,0.97,8.46,0.0,100.0,16.67,5.09,2.03,35.77,16.07,31.0
9302,Actividades de entretenimiento n.c.p.,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",38.0,38.0,7.99,0.87,8.01,0.0,100.0,7.89,5.27,2.26,36.33,14.8,32.0
9401,Actividades de organizaciones empresariales y de empleadores,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",8.0,8.0,8.6,1.07,8.85,0.0,100.0,12.5,5.88,1.69,43.12,13.39,44.0
9402,Actividades de sindicatos,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",8.0,8.0,8.92,0.92,8.7,0.0,100.0,25.0,5.0,2.69,51.12,12.03,54.0
9409,Actividades de asociaciones n.c.p.,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",16.0,16.0,8.27,0.45,8.33,0.0,100.0,37.5,6.1,2.12,48.2,14.26,50.0
9501,Reparación de equipos informáticos,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",30.0,30.0,8.62,0.9,8.52,0.0,100.0,10.0,6.73,1.63,33.27,13.09,27.5
9502,Reparación de equipos de comunicación,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",6.0,6.0,8.41,0.87,8.01,0.0,100.0,16.67,6.67,1.89,41.67,22.9,27.0
9503,Reparación de efectos de uso personal y doméstico,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",84.0,84.0,8.19,0.72,8.29,0.0,100.0,2.38,4.09,1.64,46.26,16.3,46.0
9601,Lavado y limpieza de artículos de tela,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",6.0,6.0,9.25,0.58,9.41,0.0,100.0,0.0,4.67,1.7,50.5,14.65,48.5
9602,Servicios de peluquería y tratamientos,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",30.0,30.0,8.85,0.57,8.89,0.0,100.0,3.33,4.89,1.71,47.79,15.04,51.0
